fiscal_year,SubCustomer,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2011,Air Force,Small,0,0,1,1663,1665,2416,16840897.5
2011,Air Force,Small,0,1,1,11764,12438,137804,15983805347.71198
2011,Air Force,Small,1,0,0,5,5,6,-38737.90948855989
2011,Air Force,Small,1,0,1,23,24,44,98157.71859578289
2011,Air Force,Small,1,1,1,134,135,741,66444064.008524
2011,Air Force,Small,NULL,0,0,45,45,0,0
2011,Air Force,Small,NULL,0,1,3,3,0,0
2011,Air Force,Small,NULL,1,1,165,166,0,0
2011,Air Force,Large+,0,0,0,2,4,12,7580712.102512338
2011,Air Force,Large+,0,0,1,2,7,121,58819418.85374608
2011,Air Force,Large+,0,1,1,180,228,45270,51570932689.09825
2011,Air Force,Large+,1,1,1,4,5,174,144828719.25897264
2011,Air Force,Medium,0,0,0,50,51,75,310160.6887617766
2011,Air Force,Medium,0,0,1,238,238,325,2336231.596007178
2011,Air Force,Medium,0,1,1,1174,1296,11420,4530692580.641543
2011,Air Force,Medium,1,0,0,48,48,68,92901.13313144908
2011,Air Force,Medium,1,0,1,173,174,305,1726086.9829519966
2011,Air Force,Medium,1,1,1,961,975,4612,1040802071.7810678
2011,Air Force,Medium,NULL,0,0,26,26,0,0
2011,Air Force,Medium,NULL,0,1,1,1,0,0
2011,Air Force,Medium,NULL,1,1,46,49,5,49794.75100942127
2011,Air Force,NULL,NULL,NULL,NULL,4,4,71,5031682.037909376
2011,Army,Small,0,0,0,1503,1518,2643,1924408.5030282638
2011,Army,Small,0,0,1,5954,5970,10817,53779351.02501123
2011,Army,Small,0,1,1,26514,28710,289728,49235820463.212204
2011,Army,Small,1,0,0,5,5,8,4750.257963212203
2011,Army,Small,1,0,1,22,22,36,-1348644.5154777928
2011,Army,Small,1,1,1,122,124,990,330739701.96837145
2011,Army,Small,NULL,0,0,142,142,0,0
2011,Army,Small,NULL,0,1,17,17,1,7266.936069986542
2011,Army,Small,NULL,1,1,428,428,1,521534.3203230148
2011,Army,Large+,0,0,0,2,10,25,1885206.5494616423
2011,Army,Large+,0,0,1,2,9,37,4510702.96500673
2011,Army,Large+,0,1,1,264,360,71704,72059698585.49013
2011,Army,Large+,1,1,1,9,14,690,701221615.5888292
2011,Army,Large+,NULL,1,1,1,1,0,0
2011,Army,Medium,0,0,0,295,308,487,1207901.4670255722
2011,Army,Medium,0,0,1,911,914,1542,6440591.498093315
2011,Army,Medium,0,1,1,3533,3971,36696,13273761794.526695
2011,Army,Medium,1,0,0,232,232,450,304998.09600717813
2011,Army,Medium,1,0,1,434,433,837,5044803.047330642
2011,Army,Medium,1,1,1,2402,2434,28613,4611178558.177097
2011,Army,Medium,NULL,0,0,20,20,0,0
2011,Army,Medium,NULL,0,1,4,4,1,15814.266487213998
2011,Army,Medium,NULL,1,1,147,149,18,1461055.408254823
2011,Army,NULL,NULL,NULL,NULL,7,7,110,44784202.534768954
2011,Army,Unlabeled Vendor,1,1,1,1,1,1,27190.746410946613
2011,DLA,Small,0,0,0,382,383,801,1001086.7972184838
2011,DLA,Small,0,0,1,1210,1214,4324,24979909.38649619
2011,DLA,Small,0,1,1,7504,8189,264974,12602678089.50202
2011,DLA,Small,1,0,1,4,4,4,28460.071781067745
2011,DLA,Small,1,1,1,38,41,2651,131274663.21220279
2011,DLA,Small,NULL,0,0,1,1,0,0
2011,DLA,Small,NULL,1,1,125,127,0,0
2011,DLA,Large+,0,0,1,1,2,7,6255607.895917452
2011,DLA,Large+,0,1,1,151,204,229041,16558449458.63504
2011,DLA,Large+,1,1,1,12,15,140,3514768099.416779
2011,DLA,Large+,NULL,1,1,1,1,0,0
2011,DLA,Medium,0,0,0,26,25,42,39482.00953342306
2011,DLA,Medium,0,0,1,75,75,369,3420491.8685509195
2011,DLA,Medium,0,1,1,558,659,25960,2169349615.85913
2011,DLA,Medium,1,0,0,6,6,9,8933.895132346344
2011,DLA,Medium,1,0,1,24,24,82,469173.0140197398
2011,DLA,Medium,1,1,1,208,205,45657,5549777237.550471
2011,DLA,Medium,NULL,0,0,4,4,0,0
2011,DLA,Medium,NULL,1,1,34,37,110,2854067.6861821446
2011,DLA,NULL,NULL,NULL,NULL,4,4,115,2237204.2070435174
2011,MDA,Small,0,0,1,2,2,2,12322.790489008525
2011,MDA,Small,0,1,1,364,366,1900,687164750.7851055
2011,MDA,Large+,0,1,1,24,23,2027,5256900707.379992
2011,MDA,Medium,0,1,1,29,30,232,89905266.24270974
2011,MDA,Medium,1,1,1,1,1,2,2520466.576940332
2011,MilitaryHealth,Small,0,0,0,4,4,4,4770.480035890534
2011,MilitaryHealth,Small,0,0,1,13,13,21,58406.37045760431
2011,MilitaryHealth,Small,0,1,1,128,129,450,3490304848.420817
2011,MilitaryHealth,Large+,0,1,1,25,25,914,8716672359.94953
2011,MilitaryHealth,Medium,0,0,0,6,6,9,14909.611933602513
2011,MilitaryHealth,Medium,0,0,1,5,5,6,20514.748990578737
2011,MilitaryHealth,Medium,0,1,1,21,21,446,1123795612.8218932
2011,Navy,Small,0,0,0,1093,1096,1858,2111824.8958052937
2011,Navy,Small,0,0,1,3468,3485,6750,32492494.245401524
2011,Navy,Small,0,1,1,17613,19234,186926,25184417810.868103
2011,Navy,Small,1,0,0,11,11,21,26441.330641543293
2011,Navy,Small,1,0,1,21,21,66,-341567.63021534326
2011,Navy,Small,1,1,1,97,104,856,106669906.39524452
2011,Navy,Small,NULL,0,0,53,53,0,0
2011,Navy,Small,NULL,0,1,1,1,0,0
2011,Navy,Small,NULL,1,1,127,128,0,0
2011,Navy,Large+,0,0,0,3,7,41,815103.2528039481
2011,Navy,Large+,0,0,1,2,12,126,6910298.843651862
2011,Navy,Large+,0,1,1,241,343,94986,82426495845.44943
2011,Navy,Large+,1,1,1,5,10,833,81999635.22992374
2011,Navy,Medium,0,0,0,174,175,261,120643.7640197398
2011,Navy,Medium,0,0,1,484,486,869,13938328.388402872
2011,Navy,Medium,0,1,1,1954,2212,22717,7960830740.242262
2011,Navy,Medium,1,0,0,171,171,369,450197.7790489009
2011,Navy,Medium,1,0,1,292,291,960,4286556.16218035
2011,Navy,Medium,1,1,1,1247,1261,13682,842865865.119336
2011,Navy,Medium,NULL,0,0,40,40,0,0
2011,Navy,Medium,NULL,0,1,2,2,0,0
2011,Navy,Medium,NULL,1,1,66,70,19,193362.18012561687
2011,Navy,NULL,NULL,NULL,NULL,9,9,71,27759942.39569314
2011,Other DoD,Small,0,0,0,63,63,124,-856369.9312471962
2011,Other DoD,Small,0,0,1,330,329,454,2051934.0306191116
2011,Other DoD,Small,0,1,1,4521,4757,978925,6650428817.072566
2011,Other DoD,Small,1,0,0,2,2,2,4249.528936742934
2011,Other DoD,Small,1,0,1,13,13,20,112820.78252579633
2011,Other DoD,Small,1,1,1,22,22,131,25998898.272768058
2011,Other DoD,Small,NULL,1,1,8,8,0,0
2011,Other DoD,Large+,0,0,0,1,2,3,49344.81807985644
2011,Other DoD,Large+,0,0,1,1,3,11,-82167.85554060117
2011,Other DoD,Large+,0,1,1,160,189,9380560,14723999968.248095
2011,Other DoD,Medium,0,0,0,16,16,26,-20091.588043965905
2011,Other DoD,Medium,0,0,1,74,74,113,560801.0409376402
2011,Other DoD,Medium,0,1,1,613,636,8652,662525091.2965455
2011,Other DoD,Medium,1,0,0,19,19,79,91151.23283983849
2011,Other DoD,Medium,1,0,1,26,26,104,354152.01693584566
2011,Other DoD,Medium,1,1,1,213,212,3260,326379464.33378196
2011,Other DoD,Medium,NULL,0,0,2,2,0,0
2011,Other DoD,Medium,NULL,1,1,5,5,0,0
2011,Other DoD,NULL,NULL,NULL,NULL,3,3,26,135728879.20592195
2012,Air Force,Small,0,0,0,272,272,357,-70131.39480061686
2012,Air Force,Small,0,0,1,1271,1274,1880,10207595.990306236
2012,Air Force,Small,0,1,1,11050,11732,116286,15863969091.760298
2012,Air Force,Small,1,0,0,4,4,5,2277.5502313284865
2012,Air Force,Small,1,0,1,27,27,45,240257.3472130425
2012,Air Force,Small,1,1,1,129,129,433,28866351.233751923
2012,Air Force,Small,NULL,0,0,53,53,0,0
2012,Air Force,Small,NULL,0,1,3,3,0,0
2012,Air Force,Small,NULL,1,1,169,171,0,0
2012,Air Force,Large+,0,0,0,1,1,1,71266.57942278034
2012,Air Force,Large+,0,0,1,1,1,1,1480.5023132848644
2012,Air Force,Large+,0,1,1,171,226,38903,55331720897.47742
2012,Air Force,Large+,1,1,1,3,3,93,112746373.87089667
2012,Air Force,Medium,0,0,0,45,45,77,-32860.399317030184
2012,Air Force,Medium,0,0,1,205,205,283,1610743.7728574574
2012,Air Force,Medium,0,1,1,1067,1146,10517,5462240051.002423
2012,Air Force,Medium,1,0,0,47,47,118,-62796.03447896012
2012,Air Force,Medium,1,0,1,135,134,235,1175035.940735845
2012,Air Force,Medium,1,1,1,933,953,4911,1099524290.3723288
2012,Air Force,Medium,NULL,0,0,18,18,0,0
2012,Air Force,Medium,NULL,0,1,3,3,0,0
2012,Air Force,Medium,NULL,1,1,46,46,0,0
2012,Air Force,NULL,NULL,NULL,NULL,3,3,19,13269467.536902402
2012,Army,Small,0,0,0,1158,1158,2060,557048.6520158624
2012,Army,Small,0,0,1,4871,4900,8816,45167715.32055519
2012,Army,Small,0,1,1,24995,26898,255434,41693569488.543724
2012,Army,Small,1,0,0,8,8,9,-4197.9951531174265
2012,Army,Small,1,0,1,15,15,26,136584.8865388852
2012,Army,Small,1,1,1,105,106,807,192343731.51354927
2012,Army,Small,NULL,0,0,142,142,0,0
2012,Army,Small,NULL,0,1,20,20,0,0
2012,Army,Small,NULL,1,1,446,447,3,532826.613791584
2012,Army,Large+,0,0,0,1,3,10,36207.00561797753
2012,Army,Large+,0,0,1,1,5,29,67241422.44987883
2012,Army,Large+,0,1,1,255,432,66815,62135812540.03107
2012,Army,Large+,1,1,1,8,9,861,396607494.09264153
2012,Army,Medium,0,0,0,229,235,400,7984339.922890504
2012,Army,Medium,0,0,1,776,786,1159,5350995.569949328
2012,Army,Medium,0,1,1,3321,3715,32340,11320402986.340603
2012,Army,Medium,1,0,0,165,163,228,-687278.8930381142
2012,Army,Medium,1,0,1,305,306,637,1063678.8880810752
2012,Army,Medium,1,1,1,2104,2135,31685,3770812590.4599032
2012,Army,Medium,NULL,0,0,39,39,29,1203068.278255122
2012,Army,Medium,NULL,0,1,4,4,0,0
2012,Army,Medium,NULL,1,1,169,169,28,1993282.6283322317
2012,Army,NULL,NULL,NULL,NULL,8,8,94,5490469.469046045
2012,Army,Unlabeled Vendor,1,1,1,1,1,1,-13294.38158184622
2012,DLA,Small,0,0,0,341,341,560,662425.2043401629
2012,DLA,Small,0,0,1,1242,1247,3948,20774706.829698168
2012,DLA,Small,0,1,1,7432,8115,241758,13081653538.510464
2012,DLA,Small,1,0,1,8,8,35,219874.12392597485
2012,DLA,Small,1,1,1,39,42,721,103582395.1200705
2012,DLA,Small,NULL,0,0,4,4,0,0
2012,DLA,Small,NULL,0,1,2,2,0,0
2012,DLA,Small,NULL,1,1,56,56,0,0
2012,DLA,Large+,0,1,1,154,226,235866,22157217617.2549
2012,DLA,Large+,1,1,1,14,17,149,3718380709.1760297
2012,DLA,Medium,0,0,0,22,23,185,3339973.1372549017
2012,DLA,Medium,0,0,1,58,60,113,2396705.1024454725
2012,DLA,Medium,0,1,1,464,528,10568,2565773888.7420135
2012,DLA,Medium,1,0,0,8,7,10,-3823.0337078651687
2012,DLA,Medium,1,0,1,38,38,91,543217.052214144
2012,DLA,Medium,1,1,1,227,223,47945,5895666513.769552
2012,DLA,Medium,NULL,1,1,27,27,3,9412690.019828156
2012,DLA,NULL,NULL,NULL,NULL,4,4,181,5234670.311742674
2012,MDA,Small,0,0,1,3,3,5,17459.418594404055
2012,MDA,Small,0,1,1,322,320,1857,802165434.0163031
2012,MDA,Small,NULL,1,1,1,1,0,0
2012,MDA,Large+,0,1,1,19,19,2155,6730306321.146728
2012,MDA,Medium,0,1,1,30,30,202,40409105.57501652
2012,MDA,Medium,1,1,1,1,1,2,2561510.2445472567
2012,MilitaryHealth,Small,0,0,0,13,13,18,23491.705221414406
2012,MilitaryHealth,Small,0,0,1,55,55,173,516431.07446574135
2012,MilitaryHealth,Small,0,1,1,401,409,1646,219278349.42828816
2012,MilitaryHealth,Large+,0,1,1,44,45,816,8536908103.244106
2012,MilitaryHealth,Medium,0,0,0,11,11,17,23474.465851509143
2012,MilitaryHealth,Medium,0,0,1,18,18,26,124594.56928838951
2012,MilitaryHealth,Medium,0,1,1,70,70,500,4314720006.481604
2012,Navy,Small,0,0,0,809,808,1539,1189972.342696629
2012,Navy,Small,0,0,1,2920,2932,5567,27885166.78585591
2012,Navy,Small,0,1,1,17109,18591,175233,24242775431.405594
2012,Navy,Small,1,0,0,4,4,9,7421.4254241022245
2012,Navy,Small,1,0,1,23,23,100,619548.8844459131
2012,Navy,Small,1,1,1,94,99,489,39163415.84379819
2012,Navy,Small,NULL,0,0,62,62,0,0
2012,Navy,Small,NULL,0,1,1,1,0,0
2012,Navy,Small,NULL,1,1,159,160,0,0
2012,Navy,Large+,0,0,0,1,1,1,5369.024014100021
2012,Navy,Large+,0,0,1,3,7,51,2217847.3826834103
2012,Navy,Large+,0,1,1,225,390,84600,73495524698.61203
2012,Navy,Large+,1,1,1,4,11,807,72757280.26878168
2012,Navy,Medium,0,0,0,145,147,258,420296.48733201146
2012,Navy,Medium,0,0,1,398,405,732,3671438.0612469707
2012,Navy,Medium,0,1,1,1883,2088,20269,5322477586.472791
2012,Navy,Medium,1,0,0,157,156,396,254073.57688918262
2012,Navy,Medium,1,0,1,303,303,861,2763846.182529191
2012,Navy,Medium,1,1,1,1253,1261,12819,992443993.3575678
2012,Navy,Medium,NULL,0,0,22,22,0,0
2012,Navy,Medium,NULL,0,1,1,1,0,0
2012,Navy,Medium,NULL,1,1,67,68,3,129201.36593963427
2012,Navy,NULL,NULL,NULL,NULL,5,5,40,10123095.164133068
2012,Navy,Unlabeled Vendor,1,1,1,1,1,4,4649904.714694867
2012,Other DoD,Small,0,0,0,64,64,94,-1081402.742454285
2012,Other DoD,Small,0,0,1,303,304,441,1908850.274509804
2012,Other DoD,Small,0,1,1,4505,4735,183372,7800894466.905705
2012,Other DoD,Small,1,0,0,2,2,2,3482.4520819563777
2012,Other DoD,Small,1,0,1,12,12,17,113856.52148050231
2012,Other DoD,Small,1,1,1,31,31,1778,52358797.82441066
2012,Other DoD,Small,NULL,1,1,13,13,0,0
2012,Other DoD,Large+,0,1,1,162,203,9934966,13021145680.20478
2012,Other DoD,Large+,1,1,1,1,1,1,-236247.86571932142
2012,Other DoD,Medium,0,0,0,13,13,15,9898.171293236395
2012,Other DoD,Medium,0,0,1,82,82,121,468701.97191011236
2012,Other DoD,Medium,0,1,1,570,585,816129,1217626755.7832122
2012,Other DoD,Medium,1,0,0,9,9,17,31100.44095615774
2012,Other DoD,Medium,1,0,1,38,38,485,427754.57226261287
2012,Other DoD,Medium,1,1,1,177,178,2090,525773342.47631633
2012,Other DoD,Medium,NULL,1,1,12,12,0,0
2012,Other DoD,NULL,NULL,NULL,NULL,3,3,26,93403845.54968053
2013,Air Force,Small,0,0,0,228,228,340,-145339.69887348352
2013,Air Force,Small,0,0,1,938,939,1391,6115536.005199307
2013,Air Force,Small,0,1,1,9862,10445,100089,13119728313.962305
2013,Air Force,Small,1,0,0,4,4,4,8094.779029462738
2013,Air Force,Small,1,0,1,10,10,12,67691.58362218371
2013,Air Force,Small,1,1,1,106,106,507,53488730.97920278
2013,Air Force,Small,NULL,0,0,40,40,0,0
2013,Air Force,Small,NULL,0,1,2,2,0,0
2013,Air Force,Small,NULL,1,1,153,154,0,0
2013,Air Force,Large+,0,1,1,175,240,34468,40927322048.31023
2013,Air Force,Large+,1,1,1,6,6,94,150821458.48136914
2013,Air Force,Medium,0,0,0,45,48,90,14860157.354852686
2013,Air Force,Medium,0,0,1,147,147,190,760937.889948007
2013,Air Force,Medium,0,1,1,944,1026,9393,4025249233.860485
2013,Air Force,Medium,1,0,0,35,35,124,174165.695407279
2013,Air Force,Medium,1,0,1,104,103,189,652650.0541594455
2013,Air Force,Medium,1,1,1,891,905,4957,1296032986.8934143
2013,Air Force,Medium,NULL,0,0,36,35,0,0
2013,Air Force,Medium,NULL,0,1,4,4,0,0
2013,Air Force,Medium,NULL,1,1,48,54,252,38528502.42634315
2013,Air Force,NULL,NULL,NULL,NULL,4,4,25,7279269.324090121
2013,Army,Small,0,0,0,834,835,1390,-633934.0771230502
2013,Army,Small,0,0,1,3784,3791,6547,29322952.372183707
2013,Army,Small,0,1,1,22187,23748,204758,31726107880.09099
2013,Army,Small,1,0,0,5,5,7,21175.563258232232
2013,Army,Small,1,0,1,15,15,30,162455.78422876948
2013,Army,Small,1,1,1,118,119,813,384821180.95753896
2013,Army,Small,NULL,0,0,137,137,0,0
2013,Army,Small,NULL,0,1,21,21,0,0
2013,Army,Small,NULL,1,1,408,409,3,177642.95927209707
2013,Army,Large+,0,1,1,257,406,58984,50539453265.695404
2013,Army,Large+,1,1,1,11,12,972,992215308.3838822
2013,Army,Large+,NULL,1,1,1,1,1,0
2013,Army,Medium,0,0,0,167,169,256,313752.23136915074
2013,Army,Medium,0,0,1,593,599,884,4075007.5606585788
2013,Army,Medium,0,1,1,3123,3497,29761,7668627807.625649
2013,Army,Medium,1,0,0,124,124,192,-145265.31629116117
2013,Army,Medium,1,0,1,255,255,582,3231415.435441941
2013,Army,Medium,1,1,1,1944,1969,21860,2498373067.3310227
2013,Army,Medium,NULL,0,0,33,33,0,0
2013,Army,Medium,NULL,0,1,6,6,1,13648.180242634315
2013,Army,Medium,NULL,1,1,171,179,118,57979233.871317156
2013,Army,NULL,NULL,NULL,NULL,9,9,107,32499250.227469668
2013,DLA,Small,0,0,0,364,364,748,-19648383.817157708
2013,DLA,Small,0,0,1,1140,1144,4108,20258191.85441941
2013,DLA,Small,0,1,1,7305,7936,254000,12198664589.67721
2013,DLA,Small,1,0,1,8,8,11,59692.06022530329
2013,DLA,Small,1,1,1,42,42,558,84810835.22530329
2013,DLA,Small,NULL,0,0,7,7,0,0
2013,DLA,Small,NULL,0,1,1,1,0,0
2013,DLA,Small,NULL,1,1,66,66,0,0
2013,DLA,Large+,0,0,1,3,3,6,12834.835355285963
2013,DLA,Large+,0,1,1,151,218,223921,11973907564.536394
2013,DLA,Large+,1,1,1,15,16,69,5029680710.691074
2013,DLA,Medium,0,0,0,21,24,244,75466808.37305026
2013,DLA,Medium,0,0,1,53,53,154,-415566.34532062395
2013,DLA,Medium,0,1,1,471,561,40818,5826660501.733102
2013,DLA,Medium,1,0,0,6,6,7,9932.972270363953
2013,DLA,Medium,1,0,1,27,27,89,506832.41984402074
2013,DLA,Medium,1,1,1,217,217,12256,1374225281.7374349
2013,DLA,Medium,NULL,0,0,5,5,0,0
2013,DLA,Medium,NULL,1,1,22,22,2,-447174.6533795494
2013,DLA,NULL,NULL,NULL,NULL,5,5,186,3185743.479202773
2013,MDA,Small,0,0,0,1,1,2,0
2013,MDA,Small,0,0,1,2,2,3,18798.743500866552
2013,MDA,Small,0,1,1,313,312,1783,682670284.965338
2013,MDA,Large+,0,1,1,28,28,2266,7507456806.379982
2013,MDA,Medium,0,1,1,33,34,198,151365356.98656845
2013,MDA,Medium,1,1,1,2,2,3,2302479.2027729633
2013,MilitaryHealth,Small,0,0,0,6,6,7,12731.477469670712
2013,MilitaryHealth,Small,0,0,1,22,22,24,202849.8158578856
2013,MilitaryHealth,Small,0,1,1,354,360,893,297617278.7911611
2013,MilitaryHealth,Large+,0,1,1,45,45,654,9642011361.351818
2013,MilitaryHealth,Medium,0,0,0,4,4,6,10125.931542461005
2013,MilitaryHealth,Medium,0,0,1,10,10,11,57846.869584055465
2013,MilitaryHealth,Medium,0,1,1,68,68,351,3135190257.149047
2013,Navy,Small,0,0,0,651,652,1238,-402176.06152513
2013,Navy,Small,0,0,1,2375,2390,4536,19630167.872616984
2013,Navy,Small,0,1,1,16016,17391,159844,19365899775.28163
2013,Navy,Small,1,0,0,4,4,5,-1327.3830155979203
2013,Navy,Small,1,0,1,16,16,31,119120.1473136915
2013,Navy,Small,1,1,1,131,135,768,128845530.01516464
2013,Navy,Small,NULL,0,0,36,36,0,0
2013,Navy,Small,NULL,1,1,917,918,2,108149.91334488735
2013,Navy,Large+,0,1,1,239,386,76455,75179214751.21318
2013,Navy,Large+,1,1,1,5,9,701,66929438.24740034
2013,Navy,Large+,NULL,1,1,1,1,9,524859.1204506066
2013,Navy,Medium,0,0,0,117,124,397,23247849.98916811
2013,Navy,Medium,0,0,1,286,288,658,3361886.124350087
2013,Navy,Medium,0,1,1,1680,1871,18376,5939053719.670711
2013,Navy,Medium,1,0,0,158,158,339,-158628.2062391681
2013,Navy,Medium,1,0,1,253,251,633,2020463.8648180242
2013,Navy,Medium,1,1,1,1178,1193,12156,834897566.6702772
2013,Navy,Medium,NULL,0,0,11,11,0,0
2013,Navy,Medium,NULL,0,1,2,2,0,0
2013,Navy,Medium,NULL,1,1,63,69,98,19037818.814991333
2013,Navy,NULL,NULL,NULL,NULL,6,6,63,25248642.43934142
2013,Navy,Unlabeled Vendor,1,1,1,1,1,2,1802802.253032929
2013,Other DoD,Small,0,0,0,48,48,76,-644487.9549393414
2013,Other DoD,Small,0,0,1,240,240,403,1572248.8409878681
2013,Other DoD,Small,0,1,1,4212,4421,65618,6351492662.283361
2013,Other DoD,Small,1,0,0,2,2,2,3374.7833622183707
2013,Other DoD,Small,1,0,1,11,11,26,95041.33448873484
2013,Other DoD,Small,1,1,1,32,33,5875,628310951.9822357
2013,Other DoD,Small,NULL,0,0,1,1,0,0
2013,Other DoD,Small,NULL,1,1,10,10,0,0
2013,Other DoD,Large+,0,1,1,165,202,8634105,9168368927.231369
2013,Other DoD,Large+,1,1,1,3,3,15865,322520159.3479203
2013,Other DoD,Medium,0,0,0,24,25,46,4860920.775563258
2013,Other DoD,Medium,0,0,1,58,58,73,404385.87521663774
2013,Other DoD,Medium,0,1,1,567,582,555988,921601560.8752166
2013,Other DoD,Medium,1,0,0,8,8,11,139040.15381282495
2013,Other DoD,Medium,1,0,1,27,27,631,397651.33232235705
2013,Other DoD,Medium,1,1,1,185,187,9577,757952882.7014731
2013,Other DoD,Medium,NULL,1,1,18,19,3,1337953.693674177
2013,Other DoD,NULL,NULL,NULL,NULL,3,3,21,88056600.46577123
2014,Air Force,Small,0,0,0,170,170,259,451861.38708648016
2014,Air Force,Small,0,0,1,1011,1012,1451,6552557.185405808
2014,Air Force,Small,0,1,1,10741,11325,90322,13530210929.858524
2014,Air Force,Small,1,0,0,2,2,2,-15317.519412828422
2014,Air Force,Small,1,0,1,11,11,13,14001.64876077013
2014,Air Force,Small,1,1,1,83,84,500,33657263.01457292
2014,Air Force,Small,NULL,0,0,45,45,0,0
2014,Air Force,Small,NULL,0,1,5,5,0,0
2014,Air Force,Small,NULL,1,1,142,144,1,206128.17785341985
2014,Air Force,Large+,0,1,1,179,253,33924,39504571002.478455
2014,Air Force,Large+,1,1,1,5,5,91,132783778.74694182
2014,Air Force,Medium,0,0,0,24,26,46,597433.7410913731
2014,Air Force,Medium,0,0,1,157,158,230,40335678.55547281
2014,Air Force,Medium,0,1,1,973,1083,10639,4708066359.429848
2014,Air Force,Medium,1,0,0,24,23,43,-35562.652909264965
2014,Air Force,Medium,1,0,1,92,94,148,675792.9475587703
2014,Air Force,Medium,1,1,1,853,880,5126,1309720560.6850333
2014,Air Force,Medium,NULL,0,0,17,17,0,0
2014,Air Force,Medium,NULL,0,1,4,4,0,0
2014,Air Force,Medium,NULL,1,1,40,40,56,92873747.86724816
2014,Air Force,NULL,NULL,NULL,NULL,3,3,20,6329907.594936708
2014,Air Force,Unlabeled Vendor,0,1,1,1,1,0,0
2014,Army,Small,0,0,0,666,666,1086,354874.7580044676
2014,Army,Small,0,0,1,3334,3351,5864,29847277.098181047
2014,Army,Small,0,1,1,21243,22542,185871,29952876352.196575
2014,Army,Small,1,0,0,2,2,2,-2598.095947239655
2014,Army,Small,1,0,1,12,12,17,100249.99468141685
2014,Army,Small,1,1,1,96,98,612,135588238.22997552
2014,Army,Small,NULL,0,0,121,121,0,0
2014,Army,Small,NULL,0,1,16,16,0,0
2014,Army,Small,NULL,1,1,320,321,37,15126279.853207104
2014,Army,Large+,0,1,1,262,422,46616,37650872364.89735
2014,Army,Large+,1,1,1,11,12,6655,567671106.0950962
2014,Army,Large+,NULL,1,1,1,1,0,0
2014,Army,Medium,0,0,0,134,135,196,313081.44878204446
2014,Army,Medium,0,0,1,492,498,778,43452966.50356345
2014,Army,Medium,0,1,1,2852,3218,28481,9093331934.900541
2014,Army,Medium,1,0,0,89,89,187,-237021.3807041804
2014,Army,Medium,1,0,1,197,198,424,-1661201.8721412614
2014,Army,Medium,1,1,1,1800,1908,13587,2376580042.86778
2014,Army,Medium,NULL,0,0,29,29,1,1.0637166258908626
2014,Army,Medium,NULL,0,1,3,3,1,4828.762897564089
2014,Army,Medium,NULL,1,1,127,128,35,1208567.6842889055
2014,Army,NULL,NULL,NULL,NULL,10,10,86,65697582.193383686
2014,Army,Unlabeled Vendor,0,1,1,1,1,3,0
2014,Army,Unlabeled Vendor,1,1,1,1,1,6,874647.9417083289
2014,DLA,Small,0,0,0,458,458,1079,-4891642.889054356
2014,DLA,Small,0,0,1,1135,1143,4100,17248099.478778854
2014,DLA,Small,0,1,1,7317,7963,287070,11316003336.666311
2014,DLA,Small,1,0,0,1,1,2,178959.68513987874
2014,DLA,Small,1,0,1,8,8,41,248660.59993617696
2014,DLA,Small,1,1,1,35,35,826,80808011.89235188
2014,DLA,Small,NULL,0,0,6,6,0,0
2014,DLA,Small,NULL,1,1,112,112,0,0
2014,DLA,Large+,0,0,1,1,1,15,1731384.469737262
2014,DLA,Large+,0,1,1,163,237,245329,15698939235.16647
2014,DLA,Large+,1,1,1,15,20,1161,2477224118.7107754
2014,DLA,Medium,0,0,0,18,19,27,-29984.94840974364
2014,DLA,Medium,0,0,1,52,53,173,865269.1522178492
2014,DLA,Medium,0,1,1,446,557,12611,1887801139.878736
2014,DLA,Medium,1,0,0,12,12,30,-16770.343580470162
2014,DLA,Medium,1,0,1,41,41,106,661444.4846292947
2014,DLA,Medium,1,1,1,231,234,31412,2681378388.4693117
2014,DLA,Medium,NULL,0,0,7,7,0,0
2014,DLA,Medium,NULL,0,1,1,1,0,0
2014,DLA,Medium,NULL,1,1,45,44,186,3171906.6056802464
2014,DLA,NULL,NULL,NULL,NULL,6,6,477,167154143.81448781
2014,MDA,Small,0,0,1,2,2,2,4122.965641952984
2014,MDA,Small,0,1,1,292,292,1796,710229274.6197213
2014,MDA,Small,NULL,1,1,1,1,0,0
2014,MDA,Large+,0,1,1,19,19,2265,5508925815.232422
2014,MDA,Medium,0,1,1,27,29,262,214781311.1371131
2014,MDA,Medium,1,1,1,1,1,4,2446548.239548984
2014,MilitaryHealth,Small,0,0,0,1,1,1,1673.438995851505
2014,MilitaryHealth,Small,0,0,1,3,3,3,15032.730560578662
2014,MilitaryHealth,Small,0,1,1,192,193,507,324411384.9271354
2014,MilitaryHealth,Large+,0,1,1,31,31,763,12135960059.663866
2014,MilitaryHealth,Medium,0,0,0,1,1,1,0
2014,MilitaryHealth,Medium,0,1,1,34,34,332,1439844188.1714709
2014,MilitaryHealth,Medium,NULL,1,1,1,1,1,3154281.4594192104
2014,Navy,Small,0,0,0,544,545,879,-550870.3435804702
2014,Navy,Small,0,0,1,2137,2150,3827,20541436.123816613
