fiscal_year,SubCustomer,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2014,DLA,Facilities and Construction,NULL,NULL,NULL,NULL,3,3,9,157613
2014,DLA,Land Vehicles,Small,0,0,0,43,43,67,206846
2014,DLA,Land Vehicles,Small,0,0,1,126,126,257,1155420
2014,DLA,Land Vehicles,Small,0,1,1,1408,1449,19522,565491756
2014,DLA,Land Vehicles,Small,1,0,0,1,1,2,178960
2014,DLA,Land Vehicles,Small,1,0,1,2,2,4,18303
2014,DLA,Land Vehicles,Small,1,1,1,8,8,94,964294
2014,DLA,Land Vehicles,Small,NULL,1,1,6,6,0,0
2014,DLA,Land Vehicles,Large+,0,1,1,46,53,13088,333130212
2014,DLA,Land Vehicles,Large+,1,1,1,1,1,21,14673693
2014,DLA,Land Vehicles,Medium,0,0,0,1,1,1,-5866
2014,DLA,Land Vehicles,Medium,0,0,1,4,4,6,43155
2014,DLA,Land Vehicles,Medium,0,1,1,52,62,1124,149872546
2014,DLA,Land Vehicles,Medium,1,0,0,5,5,7,-57869
2014,DLA,Land Vehicles,Medium,1,0,1,8,8,24,68248
2014,DLA,Land Vehicles,Medium,1,1,1,25,25,102,1010158
2014,DLA,Land Vehicles,Medium,NULL,1,1,1,1,70,1215265
2014,DLA,Land Vehicles,NULL,NULL,NULL,NULL,2,2,67,816471
2014,DLA,Missile Defense,Small,0,0,1,1,1,1,8203
2014,DLA,Missile Defense,Small,0,1,1,50,50,139,7347744
2014,DLA,Missile Defense,Small,1,1,1,1,1,1,903472
2014,DLA,Missile Defense,Large+,0,1,1,6,6,109,11544109
2014,DLA,Missile Defense,Medium,0,1,1,1,1,2,57334
2014,DLA,Missile Defense,Medium,1,1,1,1,1,2,836959
2014,DLA,Ordnance and Missiles,Small,0,0,0,13,13,25,-209807
2014,DLA,Ordnance and Missiles,Small,0,0,1,29,29,59,343181
2014,DLA,Ordnance and Missiles,Small,0,1,1,526,531,3572,104609758
2014,DLA,Ordnance and Missiles,Small,1,1,1,1,1,1,-5308
2014,DLA,Ordnance and Missiles,Small,NULL,1,1,6,6,0,0
2014,DLA,Ordnance and Missiles,Large+,0,1,1,26,26,533,23142965
2014,DLA,Ordnance and Missiles,Medium,0,0,1,3,3,6,7065
2014,DLA,Ordnance and Missiles,Medium,0,1,1,21,21,157,9580977
2014,DLA,Ordnance and Missiles,Medium,1,0,0,1,1,1,-7952
2014,DLA,Ordnance and Missiles,Medium,1,0,1,1,1,1,7446
2014,DLA,Ordnance and Missiles,Medium,1,1,1,7,7,18,655560
2014,DLA,Ordnance and Missiles,NULL,NULL,NULL,NULL,1,1,1,25115
2014,DLA,Other Products,Small,0,0,0,125,125,221,-189671
2014,DLA,Other Products,Small,0,0,1,345,346,1092,4783981
2014,DLA,Other Products,Small,0,1,1,3145,3364,99344,4602650633
2014,DLA,Other Products,Small,1,0,1,3,3,7,62766
2014,DLA,Other Products,Small,1,1,1,20,20,453,67862790
2014,DLA,Other Products,Small,NULL,0,0,5,5,0,0
2014,DLA,Other Products,Small,NULL,1,1,53,53,0,0
2014,DLA,Other Products,Large+,0,1,1,91,118,173009,11351045100
2014,DLA,Other Products,Large+,1,1,1,14,17,1047,2454935969
2014,DLA,Other Products,Medium,0,0,0,5,5,9,-34882
2014,DLA,Other Products,Medium,0,0,1,16,16,102,547551
2014,DLA,Other Products,Medium,0,1,1,191,230,4383,809957097
2014,DLA,Other Products,Medium,1,0,0,4,4,6,-41851
2014,DLA,Other Products,Medium,1,0,1,11,11,22,152312
2014,DLA,Other Products,Medium,1,1,1,125,125,29223,2626929333
2014,DLA,Other Products,Medium,NULL,0,0,7,7,0,0
2014,DLA,Other Products,Medium,NULL,0,1,1,1,0,0
2014,DLA,Other Products,Medium,NULL,1,1,39,38,57,1039429
2014,DLA,Other Products,NULL,NULL,NULL,NULL,4,4,345,165176903
2014,DLA,Other R&D and Knowledge Based,Small,0,0,0,7,7,10,9885
2014,DLA,Other R&D and Knowledge Based,Small,0,0,1,16,16,21,112758
2014,DLA,Other R&D and Knowledge Based,Small,0,1,1,306,310,977,216010067
2014,DLA,Other R&D and Knowledge Based,Small,1,1,1,1,1,1,12924
2014,DLA,Other R&D and Knowledge Based,Small,NULL,0,0,1,1,0,0
2014,DLA,Other R&D and Knowledge Based,Large+,0,1,1,34,34,250,239420810
2014,DLA,Other R&D and Knowledge Based,Medium,0,0,0,1,1,1,792
2014,DLA,Other R&D and Knowledge Based,Medium,0,0,1,2,2,3,8379
2014,DLA,Other R&D and Knowledge Based,Medium,0,1,1,26,26,105,27644967
2014,DLA,Other R&D and Knowledge Based,Medium,1,1,1,2,2,3,42966
2014,DLA,Other Services,Small,0,0,0,8,8,13,977
2014,DLA,Other Services,Small,0,0,1,10,10,17,-18069
2014,DLA,Other Services,Small,0,1,1,114,121,417,48500270
2014,DLA,Other Services,Small,1,1,1,1,1,4,185414
2014,DLA,Other Services,Large+,0,1,1,8,8,12,86903
2014,DLA,Other Services,Medium,0,0,0,1,1,2,-593
2014,DLA,Other Services,Medium,0,0,1,3,3,8,23553
2014,DLA,Other Services,Medium,0,1,1,31,31,98,58648994
2014,DLA,Other Services,Medium,1,0,1,2,2,2,13095
2014,DLA,Other Services,Medium,1,1,1,12,12,56,3276511
2014,DLA,Other Services,Medium,NULL,1,1,1,1,0,0
2014,DLA,Ships & Submarines,Small,0,0,0,88,88,168,-237071
2014,DLA,Ships & Submarines,Small,0,0,1,298,301,853,3744998
2014,DLA,Ships & Submarines,Small,0,1,1,2478,2642,28149,1389715263
2014,DLA,Ships & Submarines,Small,1,0,1,3,3,4,9659
2014,DLA,Ships & Submarines,Small,1,1,1,10,10,48,1229406
2014,DLA,Ships & Submarines,Small,NULL,1,1,1,1,0,0
2014,DLA,Ships & Submarines,Large+,0,0,1,1,1,11,120255
2014,DLA,Ships & Submarines,Large+,0,1,1,72,96,3850,173131758
2014,DLA,Ships & Submarines,Large+,1,1,1,1,1,3,-2335
2014,DLA,Ships & Submarines,Medium,0,0,0,4,4,5,3624
2014,DLA,Ships & Submarines,Medium,0,0,1,7,7,10,32308
2014,DLA,Ships & Submarines,Medium,0,1,1,83,104,698,34290605
2014,DLA,Ships & Submarines,Medium,1,0,1,3,3,4,29481
2014,DLA,Ships & Submarines,Medium,1,1,1,16,16,79,4274652
2014,DLA,Ships & Submarines,Medium,NULL,1,1,2,2,14,183552
2014,DLA,Space Systems,Small,0,1,1,4,4,5,742171
2014,DLA,Space Systems,Large+,0,1,1,2,2,3,26229015
2014,DLA,Space Systems,Medium,0,1,1,1,1,1,0
2014,MDA,Missile Defense,Small,0,0,1,2,2,2,4123
2014,MDA,Missile Defense,Small,0,1,1,292,292,1796,710229275
2014,MDA,Missile Defense,Small,NULL,1,1,1,1,0,0
2014,MDA,Missile Defense,Large+,0,1,1,19,19,2265,5508925815
2014,MDA,Missile Defense,Medium,0,1,1,27,29,262,214781311
2014,MDA,Missile Defense,Medium,1,1,1,1,1,4,2446548
2014,MilitaryHealth,"Electronics, Comms, & Sensors",Small,0,0,0,1,1,1,1673
2014,MilitaryHealth,"Electronics, Comms, & Sensors",Small,0,0,1,2,2,2,11047
2014,MilitaryHealth,"Electronics, Comms, & Sensors",Small,0,1,1,80,80,215,107523322
2014,MilitaryHealth,"Electronics, Comms, & Sensors",Large+,0,1,1,17,17,69,25941184
2014,MilitaryHealth,"Electronics, Comms, & Sensors",Medium,0,1,1,5,5,10,1129777
2014,MilitaryHealth,Facilities and Construction,Small,0,1,1,20,20,37,2624753
2014,MilitaryHealth,Facilities and Construction,Large+,0,1,1,2,2,2,509433
2014,MilitaryHealth,Facilities and Construction,Medium,0,1,1,1,1,1,11169
2014,MilitaryHealth,Other Products,Small,0,1,1,13,13,14,3057480
2014,MilitaryHealth,Other Products,Large+,0,1,1,1,1,1,-75166
2014,MilitaryHealth,Other Products,Medium,0,1,1,3,3,3,238421
2014,MilitaryHealth,Other R&D and Knowledge Based,Small,0,1,1,68,69,211,198715972
2014,MilitaryHealth,Other R&D and Knowledge Based,Large+,0,1,1,8,8,59,172384650
2014,MilitaryHealth,Other R&D and Knowledge Based,Medium,0,1,1,12,12,28,4124298
2014,MilitaryHealth,Other R&D and Knowledge Based,Medium,NULL,1,1,1,1,1,3154281
2014,MilitaryHealth,Other Services,Small,0,0,1,1,1,1,3986
2014,MilitaryHealth,Other Services,Small,0,1,1,20,20,30,12489858
2014,MilitaryHealth,Other Services,Large+,0,1,1,9,9,632,11937199957
2014,MilitaryHealth,Other Services,Medium,0,0,0,1,1,1,0
2014,MilitaryHealth,Other Services,Medium,0,1,1,13,13,290,1434340522
2014,Navy,Aircraft,Small,0,0,0,37,37,77,78872
2014,Navy,Aircraft,Small,0,0,1,63,63,96,612546
2014,Navy,Aircraft,Small,0,1,1,1010,1068,5211,992241322
2014,Navy,Aircraft,Small,1,1,1,5,5,21,1604482
2014,Navy,Aircraft,Small,NULL,1,1,2,2,0,0
2014,Navy,Aircraft,Large+,0,1,1,64,78,7077,21175858867
2014,Navy,Aircraft,Medium,0,0,0,2,2,2,7288
2014,Navy,Aircraft,Medium,0,0,1,4,4,5,21623
2014,Navy,Aircraft,Medium,0,1,1,65,86,549,258001779
2014,Navy,Aircraft,Medium,1,0,0,2,2,3,175
2014,Navy,Aircraft,Medium,1,0,1,4,4,6,24186
2014,Navy,Aircraft,Medium,1,1,1,20,20,59,40388381
2014,Navy,Aircraft,Medium,NULL,1,1,3,3,2,7003
2014,Navy,Aircraft,NULL,NULL,NULL,NULL,1,1,1,309129
2014,Navy,"Electronics, Comms, & Sensors",Small,0,0,0,79,79,107,-180419
2014,Navy,"Electronics, Comms, & Sensors",Small,0,0,1,534,541,759,5913102
2014,Navy,"Electronics, Comms, & Sensors",Small,0,1,1,4769,5058,30606,4241103475
2014,Navy,"Electronics, Comms, & Sensors",Small,1,0,0,1,1,1,3669
2014,Navy,"Electronics, Comms, & Sensors",Small,1,0,1,4,4,5,42402
2014,Navy,"Electronics, Comms, & Sensors",Small,1,1,1,15,15,49,1697462
2014,Navy,"Electronics, Comms, & Sensors",Small,NULL,0,0,7,7,0,0
2014,Navy,"Electronics, Comms, & Sensors",Small,NULL,1,1,15,15,0,0
2014,Navy,"Electronics, Comms, & Sensors",Large+,0,0,1,1,1,1,57012
2014,Navy,"Electronics, Comms, & Sensors",Large+,0,1,1,128,174,33007,7599389814
2014,Navy,"Electronics, Comms, & Sensors",Medium,0,0,0,6,6,7,-845
2014,Navy,"Electronics, Comms, & Sensors",Medium,0,0,1,61,61,73,448542
2014,Navy,"Electronics, Comms, & Sensors",Medium,0,1,1,324,361,1165,470122740
2014,Navy,"Electronics, Comms, & Sensors",Medium,1,0,0,18,18,35,22904
2014,Navy,"Electronics, Comms, & Sensors",Medium,1,0,1,38,39,78,319999
2014,Navy,"Electronics, Comms, & Sensors",Medium,1,1,1,133,137,418,66138342
2014,Navy,"Electronics, Comms, & Sensors",Medium,NULL,0,0,1,1,0,0
2014,Navy,"Electronics, Comms, & Sensors",Medium,NULL,1,1,2,2,0,0
2014,Navy,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,1,1,2,33346
2014,Navy,Facilities and Construction,Small,0,0,0,147,147,197,-201065
2014,Navy,Facilities and Construction,Small,0,0,1,658,658,1005,5120598
2014,Navy,Facilities and Construction,Small,0,1,1,6029,6350,43703,5235086288
2014,Navy,Facilities and Construction,Small,1,0,1,3,3,3,30239
2014,Navy,Facilities and Construction,Small,1,1,1,26,26,335,58660087
2014,Navy,Facilities and Construction,Small,NULL,0,0,7,7,0,0
2014,Navy,Facilities and Construction,Small,NULL,1,1,69,69,0,0
2014,Navy,Facilities and Construction,Large+,0,1,1,149,186,5262,1471240325
2014,Navy,Facilities and Construction,Large+,1,1,1,3,4,22,17493021
2014,Navy,Facilities and Construction,Large+,NULL,1,1,1,1,1,14731
2014,Navy,Facilities and Construction,Medium,0,0,0,41,41,81,-40078
2014,Navy,Facilities and Construction,Medium,0,0,1,64,64,77,413764
2014,Navy,Facilities and Construction,Medium,0,1,1,638,690,6086,2541251695
2014,Navy,Facilities and Construction,Medium,1,0,0,47,47,89,-59783
2014,Navy,Facilities and Construction,Medium,1,0,1,79,80,160,764104
2014,Navy,Facilities and Construction,Medium,1,1,1,519,528,5007,549028476
2014,Navy,Facilities and Construction,Medium,NULL,0,0,2,2,0,0
2014,Navy,Facilities and Construction,Medium,NULL,1,1,12,12,0,0
2014,Navy,Facilities and Construction,NULL,NULL,NULL,NULL,1,1,4,5832512
2014,Navy,Land Vehicles,Small,0,0,0,22,22,27,23414
2014,Navy,Land Vehicles,Small,0,0,1,67,67,93,436548
2014,Navy,Land Vehicles,Small,0,1,1,578,608,7071,155687034
2014,Navy,Land Vehicles,Small,1,1,1,4,4,31,2451682
2014,Navy,Land Vehicles,Small,NULL,0,0,1,1,0,0
2014,Navy,Land Vehicles,Small,NULL,1,1,3,3,0,0
2014,Navy,Land Vehicles,Large+,0,1,1,38,39,910,325645485
2014,Navy,Land Vehicles,Large+,1,1,1,1,1,1,54159
2014,Navy,Land Vehicles,Medium,0,0,0,2,2,3,6053
2014,Navy,Land Vehicles,Medium,0,0,1,7,7,9,41390
2014,Navy,Land Vehicles,Medium,0,1,1,33,33,143,35083663
2014,Navy,Land Vehicles,Medium,1,0,0,11,11,21,24235
2014,Navy,Land Vehicles,Medium,1,0,1,9,9,12,74028
2014,Navy,Land Vehicles,Medium,1,1,1,75,80,303,17891506
2014,Navy,Land Vehicles,Medium,NULL,1,1,2,2,0,0
2014,Navy,Land Vehicles,NULL,NULL,NULL,NULL,1,1,11,92375
2014,Navy,Missile Defense,Small,0,1,1,6,6,61,45078013
2014,Navy,Missile Defense,Large+,0,1,1,10,10,113,227029085
2014,Navy,Ordnance and Missiles,Small,0,0,0,11,11,14,4147
2014,Navy,Ordnance and Missiles,Small,0,0,1,43,44,57,401622
2014,Navy,Ordnance and Missiles,Small,0,1,1,714,731,2495,494356123
2014,Navy,Ordnance and Missiles,Small,1,1,1,1,1,1,77651
2014,Navy,Ordnance and Missiles,Small,NULL,0,0,3,3,0,0
2014,Navy,Ordnance and Missiles,Large+,0,1,1,51,54,1851,4999512365
2014,Navy,Ordnance and Missiles,Medium,0,0,0,1,1,1,3164
2014,Navy,Ordnance and Missiles,Medium,0,0,1,1,1,1,0
2014,Navy,Ordnance and Missiles,Medium,0,1,1,39,43,467,551788553
2014,Navy,Ordnance and Missiles,Medium,1,0,1,2,2,3,10178
2014,Navy,Ordnance and Missiles,Medium,1,1,1,16,16,88,20175699
2014,Navy,Ordnance and Missiles,Medium,NULL,1,1,1,1,0,0
2014,Navy,Ordnance and Missiles,NULL,NULL,NULL,NULL,2,2,1,0
2014,Navy,Other Products,Small,0,0,0,85,85,124,62429
2014,Navy,Other Products,Small,0,0,1,439,439,828,3577622
2014,Navy,Other Products,Small,0,1,1,2555,2767,16789,676087794
2014,Navy,Other Products,Small,1,0,0,1,1,1,3164
2014,Navy,Other Products,Small,1,0,1,1,1,4,4840
2014,Navy,Other Products,Small,1,1,1,11,11,32,526637
2014,Navy,Other Products,Small,NULL,0,0,6,6,0,0
2014,Navy,Other Products,Small,NULL,1,1,8,8,0,0
2014,Navy,Other Products,Large+,0,1,1,93,101,1110,349957207
2014,Navy,Other Products,Large+,1,1,1,4,5,12,80635
2014,Navy,Other Products,Medium,0,0,0,8,8,9,12086
2014,Navy,Other Products,Medium,0,0,1,32,32,65,249971
2014,Navy,Other Products,Medium,0,1,1,172,193,569,24903840
2014,Navy,Other Products,Medium,1,0,0,12,12,16,25484
2014,Navy,Other Products,Medium,1,0,1,35,35,79,398509
2014,Navy,Other Products,Medium,1,1,1,138,144,704,9858179
2014,Navy,Other Products,Medium,NULL,1,1,1,1,0,0
2014,Navy,Other Products,NULL,NULL,NULL,NULL,1,1,3,125253
2014,Navy,Other R&D and Knowledge Based,Small,0,0,0,53,53,91,-66282
2014,Navy,Other R&D and Knowledge Based,Small,0,0,1,189,189,335,1733336
2014,Navy,Other R&D and Knowledge Based,Small,0,1,1,4415,4494,21359,4983664917
2014,Navy,Other R&D and Knowledge Based,Small,1,0,1,2,2,3,21815
2014,Navy,Other R&D and Knowledge Based,Small,1,1,1,8,8,19,1311508
2014,Navy,Other R&D and Knowledge Based,Small,NULL,0,0,6,6,0,0
2014,Navy,Other R&D and Knowledge Based,Small,NULL,1,1,686,688,1,2660
2014,Navy,Other R&D and Knowledge Based,Large+,0,1,1,130,152,10514,4334926432
2014,Navy,Other R&D and Knowledge Based,Large+,1,1,1,1,1,1,0
2014,Navy,Other R&D and Knowledge Based,Medium,0,0,0,23,23,31,-23255
2014,Navy,Other R&D and Knowledge Based,Medium,0,0,1,61,61,101,487348
2014,Navy,Other R&D and Knowledge Based,Medium,0,1,1,578,639,5986,721526243
2014,Navy,Other R&D and Knowledge Based,Medium,1,0,0,15,15,21,25268
2014,Navy,Other R&D and Knowledge Based,Medium,1,0,1,14,14,19,-67535
2014,Navy,Other R&D and Knowledge Based,Medium,1,1,1,139,143,349,21125511
2014,Navy,Other R&D and Knowledge Based,Medium,NULL,0,0,1,1,0,0
2014,Navy,Other R&D and Knowledge Based,Medium,NULL,1,1,18,18,0,0
2014,Navy,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,3,3,21,11072556
2014,Navy,Other R&D and Knowledge Based,Unlabeled Vendor,0,1,1,1,1,1,-17
2014,Navy,Other Services,Small,0,0,0,62,62,108,59548
2014,Navy,Other Services,Small,0,0,1,132,132,282,1282552
2014,Navy,Other Services,Small,0,1,1,1501,1550,11940,1450624895
2014,Navy,Other Services,Small,1,0,1,1,1,1,-619
2014,Navy,Other Services,Small,1,1,1,54,54,112,3586147
2014,Navy,Other Services,Small,NULL,0,0,9,9,0,0
2014,Navy,Other Services,Small,NULL,1,1,76,78,0,0
2014,Navy,Other Services,Large+,0,1,1,79,86,1809,964363581
2014,Navy,Other Services,Large+,1,1,1,1,1,6,129492
2014,Navy,Other Services,Medium,0,0,0,10,10,47,34284
2014,Navy,Other Services,Medium,0,0,1,34,34,259,686710
2014,Navy,Other Services,Medium,0,1,1,174,181,788,291942451
2014,Navy,Other Services,Medium,1,0,0,10,10,15,14190
2014,Navy,Other Services,Medium,1,0,1,47,47,112,345533
2014,Navy,Other Services,Medium,1,1,1,385,402,2576,54905873
2014,Navy,Other Services,Medium,NULL,0,0,3,3,0,0
2014,Navy,Other Services,Medium,NULL,0,1,1,1,0,0
2014,Navy,Other Services,Medium,NULL,1,1,22,22,0,0
2014,Navy,Ships & Submarines,Small,0,0,0,71,72,134,-331514
2014,Navy,Ships & Submarines,Small,0,0,1,199,200,372,1463511
2014,Navy,Ships & Submarines,Small,0,1,1,1970,2121,22792,2383942225
2014,Navy,Ships & Submarines,Small,1,1,1,6,6,17,420850
2014,Navy,Ships & Submarines,Small,NULL,0,0,2,2,0,0
2014,Navy,Ships & Submarines,Small,NULL,1,1,2,2,0,0
2014,Navy,Ships & Submarines,Large+,0,1,1,92,113,11416,19795075258
2014,Navy,Ships & Submarines,Large+,1,1,1,2,2,1089,88719561
2014,Navy,Ships & Submarines,Medium,0,0,0,7,7,11,-2729
2014,Navy,Ships & Submarines,Medium,0,0,1,19,19,36,152857
2014,Navy,Ships & Submarines,Medium,0,1,1,127,142,1564,1036833628
2014,Navy,Ships & Submarines,Medium,1,0,0,5,5,7,13461
2014,Navy,Ships & Submarines,Medium,1,0,1,23,23,98,278399
2014,Navy,Ships & Submarines,Medium,1,1,1,146,147,3896,125900915
2014,Navy,Ships & Submarines,Medium,NULL,0,0,3,3,0,0
2014,Navy,Ships & Submarines,Medium,NULL,1,1,1,1,0,0
2014,Navy,Ships & Submarines,NULL,NULL,NULL,NULL,1,1,3,1386529
2014,Navy,Space Systems,Small,0,1,1,236,237,841,170180675
2014,Navy,Space Systems,Large+,0,1,1,19,19,186,289767668
2014,Navy,Space Systems,Medium,0,0,1,1,1,2,26593
2014,Navy,Space Systems,Medium,0,1,1,6,6,41,10140093
2014,Navy,Space Systems,NULL,NULL,NULL,NULL,1,1,2,891039
2014,Other DoD,Aircraft,Small,0,0,0,1,1,1,0
2014,Other DoD,Aircraft,Small,0,0,1,2,2,2,-63889
2014,Other DoD,Aircraft,Small,0,1,1,304,322,1119,4624762
2014,Other DoD,Aircraft,Large+,0,1,1,47,54,4962,336066634
2014,Other DoD,Aircraft,Medium,0,1,1,41,56,232,7718565
2014,Other DoD,Aircraft,Medium,1,1,1,6,6,236,7581905
2014,Other DoD,Aircraft,NULL,NULL,NULL,NULL,1,1,40,120324142
2014,Other DoD,"Electronics, Comms, & Sensors",Small,0,0,0,10,10,12,-21094
2014,Other DoD,"Electronics, Comms, & Sensors",Small,0,0,1,62,65,91,-1684315
2014,Other DoD,"Electronics, Comms, & Sensors",Small,0,1,1,1838,1909,15061,3757153559
2014,Other DoD,"Electronics, Comms, & Sensors",Small,1,0,1,1,1,1,0
2014,Other DoD,"Electronics, Comms, & Sensors",Small,1,1,1,1,1,1,464444
2014,Other DoD,"Electronics, Comms, & Sensors",Small,NULL,1,1,4,4,0,0
2014,Other DoD,"Electronics, Comms, & Sensors",Large+,0,1,1,102,121,61882,3767937652
2014,Other DoD,"Electronics, Comms, & Sensors",Large+,1,1,1,2,2,45,3064331
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,0,0,0,7,8,225,246068
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,0,0,1,13,13,15,83023
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,0,1,1,175,181,3456,220827943
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,1,0,0,2,2,3,-123058
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,1,0,1,2,2,2,-314
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,1,1,1,31,31,305,62279872
2014,Other DoD,"Electronics, Comms, & Sensors",Medium,NULL,1,1,1,1,2,9171
2014,Other DoD,Facilities and Construction,Small,0,0,0,4,4,4,-8456
2014,Other DoD,Facilities and Construction,Small,0,0,1,69,69,87,419916
2014,Other DoD,Facilities and Construction,Small,0,1,1,963,986,8662,255164802
2014,Other DoD,Facilities and Construction,Small,1,1,1,2,2,25,6682097
2014,Other DoD,Facilities and Construction,Small,NULL,1,1,2,2,0,0
2014,Other DoD,Facilities and Construction,Large+,0,1,1,60,60,259,8638696
2014,Other DoD,Facilities and Construction,Medium,0,0,0,3,3,5,5532
2014,Other DoD,Facilities and Construction,Medium,0,0,1,17,17,21,52941
2014,Other DoD,Facilities and Construction,Medium,0,1,1,94,98,332,37842385
2014,Other DoD,Facilities and Construction,Medium,1,0,1,1,1,1,2660
2014,Other DoD,Facilities and Construction,Medium,1,1,1,27,29,84,12109417
2014,Other DoD,Facilities and Construction,Medium,NULL,1,1,1,1,0,0
2014,Other DoD,Land Vehicles,Small,0,0,1,11,11,14,67983
2014,Other DoD,Land Vehicles,Small,0,1,1,98,99,267,-461427
2014,Other DoD,Land Vehicles,Large+,0,1,1,20,20,142,34819724
2014,Other DoD,Land Vehicles,Medium,0,1,1,8,9,19,-867268
2014,Other DoD,Land Vehicles,Medium,1,1,1,9,9,22,786461
2014,Other DoD,Missile Defense,Small,0,1,1,18,18,24,-62542
2014,Other DoD,Missile Defense,Large+,0,1,1,9,9,41,-29617096
2014,Other DoD,Missile Defense,Medium,0,1,1,3,3,10,4628851
2014,Other DoD,Missile Defense,Medium,1,1,1,3,2,7,10362
2014,Other DoD,Ordnance and Missiles,Small,0,0,1,2,2,2,-13624
2014,Other DoD,Ordnance and Missiles,Small,0,1,1,109,109,228,26133417
2014,Other DoD,Ordnance and Missiles,Small,NULL,1,1,1,1,0,0
2014,Other DoD,Ordnance and Missiles,Large+,0,1,1,23,23,385,13436475
2014,Other DoD,Ordnance and Missiles,Medium,0,1,1,14,15,24,-216523
2014,Other DoD,Ordnance and Missiles,Medium,1,1,1,3,3,4,-11562
2014,Other DoD,Other Products,Small,0,0,0,3,3,3,10739
2014,Other DoD,Other Products,Small,0,0,1,30,30,33,185717
2014,Other DoD,Other Products,Small,0,1,1,275,277,590,52767908
2014,Other DoD,Other Products,Small,NULL,1,1,3,3,0,0
2014,Other DoD,Other Products,Large+,0,1,1,18,18,60,148928
2014,Other DoD,Other Products,Medium,0,0,0,1,1,1,3630
2014,Other DoD,Other Products,Medium,0,0,1,1,1,1,-3270
2014,Other DoD,Other Products,Medium,0,1,1,15,15,30,5027467
2014,Other DoD,Other Products,Medium,1,0,0,2,2,2,3702
2014,Other DoD,Other Products,Medium,1,0,1,1,1,1,8483
2014,Other DoD,Other Products,Medium,1,1,1,1,1,2,0
2014,Other DoD,Other Products,Medium,NULL,1,1,1,1,0,0
2014,Other DoD,Other Products,NULL,NULL,NULL,NULL,1,1,1,110714
2014,Other DoD,Other R&D and Knowledge Based,Small,0,0,0,7,7,10,254654
2014,Other DoD,Other R&D and Knowledge Based,Small,0,0,1,38,38,68,284445
2014,Other DoD,Other R&D and Knowledge Based,Small,0,1,1,1359,1374,5644,1560019435
2014,Other DoD,Other R&D and Knowledge Based,Small,1,0,1,4,4,4,4676
2014,Other DoD,Other R&D and Knowledge Based,Small,1,1,1,5,5,8,3150468
2014,Other DoD,Other R&D and Knowledge Based,Large+,0,0,1,1,1,1,0
2014,Other DoD,Other R&D and Knowledge Based,Large+,0,1,1,87,92,4535,1707611137
2014,Other DoD,Other R&D and Knowledge Based,Medium,0,0,0,4,4,4,9848
2014,Other DoD,Other R&D and Knowledge Based,Medium,0,0,1,19,19,22,130802
2014,Other DoD,Other R&D and Knowledge Based,Medium,0,1,1,256,257,1048,582894016
2014,Other DoD,Other R&D and Knowledge Based,Medium,1,0,0,4,4,5,-28735
