fiscal_year,SubCustomer,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2013,Other DoD,Other R&D and Knowledge Based,Medium,1,1,1,41,41,136,10666232
2013,Other DoD,Other R&D and Knowledge Based,Medium,NULL,1,1,1,1,1,-26559
2013,Other DoD,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,2,2,2,-74679
2013,Other DoD,Other Services,Small,0,0,0,6,6,14,-26736
2013,Other DoD,Other Services,Small,0,0,1,14,14,88,122980
2013,Other DoD,Other Services,Small,0,1,1,226,231,30758,1490739948
2013,Other DoD,Other Services,Small,1,0,1,2,2,9,30511
2013,Other DoD,Other Services,Small,1,1,1,10,11,5793,607556936
2013,Other DoD,Other Services,Small,NULL,1,1,1,1,0,0
2013,Other DoD,Other Services,Large+,0,1,1,32,32,8557640,3344429753
2013,Other DoD,Other Services,Large+,1,1,1,1,1,15812,325993828
2013,Other DoD,Other Services,Medium,0,0,0,1,1,1,4885
2013,Other DoD,Other Services,Medium,0,0,1,6,6,7,42759
2013,Other DoD,Other Services,Medium,0,1,1,55,56,552020,175709231
2013,Other DoD,Other Services,Medium,1,0,0,1,1,2,1286
2013,Other DoD,Other Services,Medium,1,0,1,11,11,602,260172
2013,Other DoD,Other Services,Medium,1,1,1,62,64,8861,485524321
2013,Other DoD,Other Services,Medium,NULL,1,1,14,14,1,1364513
2013,Other DoD,Ships & Submarines,Small,0,0,0,2,2,4,-227470
2013,Other DoD,Ships & Submarines,Small,0,0,1,14,14,19,99421
2013,Other DoD,Ships & Submarines,Small,0,1,1,179,180,828,35257618
2013,Other DoD,Ships & Submarines,Small,1,1,1,1,1,3,0
2013,Other DoD,Ships & Submarines,Large+,0,1,1,38,40,1446,71751276
2013,Other DoD,Ships & Submarines,Medium,0,0,0,1,1,1,0
2013,Other DoD,Ships & Submarines,Medium,0,0,1,1,1,4,38996
2013,Other DoD,Ships & Submarines,Medium,0,1,1,12,12,94,-2867769
2013,Other DoD,Ships & Submarines,Medium,1,1,1,3,3,7,419357
2013,Other DoD,Space Systems,Small,0,1,1,50,50,73,-1253445
2013,Other DoD,Space Systems,Large+,0,1,1,16,16,103,-5550955
2013,Other DoD,Space Systems,Medium,0,1,1,6,6,15,1038038
2013,Other DoD,Space Systems,NULL,NULL,NULL,NULL,1,1,1,0
2014,Air Force,Aircraft,Small,0,0,0,33,33,73,40624
2014,Air Force,Aircraft,Small,0,0,1,59,59,138,414571
2014,Air Force,Aircraft,Small,0,1,1,1134,1181,6677,2306380590
2014,Air Force,Aircraft,Small,1,1,1,2,2,14,2610344
2014,Air Force,Aircraft,Small,NULL,1,1,5,5,0,0
2014,Air Force,Aircraft,Large+,0,1,1,62,73,8588,20964949155
2014,Air Force,Aircraft,Large+,1,1,1,1,1,1,12392
2014,Air Force,Aircraft,Medium,0,0,1,2,2,2,12350
2014,Air Force,Aircraft,Medium,0,1,1,68,86,1564,500690670
2014,Air Force,Aircraft,Medium,1,1,1,26,27,195,564805895
2014,Air Force,Aircraft,Medium,NULL,1,1,1,1,0,0
2014,Air Force,"Electronics, Comms, & Sensors",Small,0,0,0,26,26,29,-46362
2014,Air Force,"Electronics, Comms, & Sensors",Small,0,0,1,191,192,246,1735029
2014,Air Force,"Electronics, Comms, & Sensors",Small,0,1,1,3026,3125,20831,2897210122
2014,Air Force,"Electronics, Comms, & Sensors",Small,1,0,1,1,1,2,17033
2014,Air Force,"Electronics, Comms, & Sensors",Small,1,1,1,7,7,23,741427
2014,Air Force,"Electronics, Comms, & Sensors",Small,NULL,1,1,9,9,1,206128
2014,Air Force,"Electronics, Comms, & Sensors",Large+,0,1,1,108,126,12777,5522793943
2014,Air Force,"Electronics, Comms, & Sensors",Large+,1,1,1,1,1,5,453302
2014,Air Force,"Electronics, Comms, & Sensors",Medium,0,0,0,1,1,1,-1255
2014,Air Force,"Electronics, Comms, & Sensors",Medium,0,0,1,40,40,55,338917
2014,Air Force,"Electronics, Comms, & Sensors",Medium,0,1,1,218,228,917,1295129751
2014,Air Force,"Electronics, Comms, & Sensors",Medium,1,0,0,3,3,7,21126
2014,Air Force,"Electronics, Comms, & Sensors",Medium,1,0,1,16,16,24,33618
2014,Air Force,"Electronics, Comms, & Sensors",Medium,1,1,1,102,105,298,42851064
2014,Air Force,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,1,1,1,-153895
2014,Air Force,Facilities and Construction,Small,0,0,0,54,54,81,286004
2014,Air Force,Facilities and Construction,Small,0,0,1,398,398,531,1454125
2014,Air Force,Facilities and Construction,Small,0,1,1,4971,5188,34178,3810558223
2014,Air Force,Facilities and Construction,Small,1,0,0,1,1,1,0
2014,Air Force,Facilities and Construction,Small,1,0,1,4,4,4,22629
2014,Air Force,Facilities and Construction,Small,1,1,1,21,21,321,26559459
2014,Air Force,Facilities and Construction,Small,NULL,0,0,11,11,0,0
2014,Air Force,Facilities and Construction,Small,NULL,0,1,1,1,0,0
2014,Air Force,Facilities and Construction,Small,NULL,1,1,40,40,0,0
2014,Air Force,Facilities and Construction,Large+,0,1,1,103,119,3243,1023974637
2014,Air Force,Facilities and Construction,Large+,1,1,1,3,3,85,132318085
2014,Air Force,Facilities and Construction,Medium,0,0,0,14,14,16,502168
2014,Air Force,Facilities and Construction,Medium,0,0,1,46,46,79,39423036
2014,Air Force,Facilities and Construction,Medium,0,1,1,392,439,5053,805315201
2014,Air Force,Facilities and Construction,Medium,1,0,0,10,10,13,-93661
2014,Air Force,Facilities and Construction,Medium,1,0,1,38,40,60,340263
2014,Air Force,Facilities and Construction,Medium,1,1,1,495,506,3042,466260793
2014,Air Force,Facilities and Construction,Medium,NULL,0,0,6,6,0,0
2014,Air Force,Facilities and Construction,Medium,NULL,0,1,1,1,0,0
2014,Air Force,Facilities and Construction,Medium,NULL,1,1,7,7,0,0
2014,Air Force,Facilities and Construction,NULL,NULL,NULL,NULL,1,1,2,5374
2014,Air Force,Land Vehicles,Small,0,0,0,7,7,9,45466
2014,Air Force,Land Vehicles,Small,0,0,1,88,88,121,694344
2014,Air Force,Land Vehicles,Small,0,1,1,443,454,1412,68369359
2014,Air Force,Land Vehicles,Small,1,1,1,4,4,8,437221
2014,Air Force,Land Vehicles,Small,NULL,1,1,4,4,0,0
2014,Air Force,Land Vehicles,Large+,0,1,1,18,19,47,2192691
2014,Air Force,Land Vehicles,Medium,0,0,0,1,1,1,3155
2014,Air Force,Land Vehicles,Medium,0,0,1,8,8,9,44162
2014,Air Force,Land Vehicles,Medium,0,1,1,30,31,152,87271577
2014,Air Force,Land Vehicles,Medium,1,0,0,2,1,2,0
2014,Air Force,Land Vehicles,Medium,1,0,1,2,2,2,13505
2014,Air Force,Land Vehicles,Medium,1,1,1,53,53,250,5516220
2014,Air Force,Land Vehicles,Medium,NULL,1,1,1,1,0,0
2014,Air Force,Land Vehicles,Unlabeled Vendor,0,1,1,1,1,0,0
2014,Air Force,Missile Defense,Small,0,1,1,4,4,11,2472602
2014,Air Force,Missile Defense,Large+,0,1,1,3,3,8,2917278
2014,Air Force,Missile Defense,Medium,0,1,1,1,1,2,-328688
2014,Air Force,Ordnance and Missiles,Small,0,0,0,3,3,3,4907
2014,Air Force,Ordnance and Missiles,Small,0,0,1,16,16,22,124162
2014,Air Force,Ordnance and Missiles,Small,0,1,1,377,381,1164,225680570
2014,Air Force,Ordnance and Missiles,Small,1,1,1,1,1,1,54640
2014,Air Force,Ordnance and Missiles,Small,NULL,1,1,1,1,0,0
2014,Air Force,Ordnance and Missiles,Large+,0,1,1,29,30,1786,2366081923
2014,Air Force,Ordnance and Missiles,Medium,0,1,1,31,33,149,55329086
2014,Air Force,Ordnance and Missiles,Medium,1,0,1,2,2,2,16190
2014,Air Force,Ordnance and Missiles,Medium,1,1,1,15,15,29,4558626
2014,Air Force,Other Products,Small,0,0,0,5,5,7,10731
2014,Air Force,Other Products,Small,0,0,1,72,72,84,536087
2014,Air Force,Other Products,Small,0,1,1,1171,1234,5779,200084965
2014,Air Force,Other Products,Small,1,0,1,1,1,1,0
2014,Air Force,Other Products,Small,1,1,1,2,2,20,225875
2014,Air Force,Other Products,Small,NULL,0,0,1,1,0,0
2014,Air Force,Other Products,Small,NULL,1,1,3,3,0,0
2014,Air Force,Other Products,Large+,0,1,1,44,49,266,11008296
2014,Air Force,Other Products,Medium,0,0,0,2,2,15,40355
2014,Air Force,Other Products,Medium,0,0,1,6,6,7,32564
2014,Air Force,Other Products,Medium,0,1,1,73,85,700,22554715
2014,Air Force,Other Products,Medium,1,0,0,2,2,5,10643
2014,Air Force,Other Products,Medium,1,0,1,9,9,11,93679
2014,Air Force,Other Products,Medium,1,1,1,46,46,135,9259515
2014,Air Force,Other Products,Medium,NULL,1,1,5,5,0,0
2014,Air Force,Other Products,NULL,NULL,NULL,NULL,2,2,10,851979
2014,Air Force,Other R&D and Knowledge Based,Small,0,0,0,22,22,33,53425
2014,Air Force,Other R&D and Knowledge Based,Small,0,0,1,69,69,92,464466
2014,Air Force,Other R&D and Knowledge Based,Small,0,1,1,1623,1656,11953,3122039215
2014,Air Force,Other R&D and Knowledge Based,Small,1,0,1,2,2,2,12867
2014,Air Force,Other R&D and Knowledge Based,Small,1,1,1,25,26,48,1540088
2014,Air Force,Other R&D and Knowledge Based,Small,NULL,0,0,3,3,0,0
2014,Air Force,Other R&D and Knowledge Based,Small,NULL,0,1,3,3,0,0
2014,Air Force,Other R&D and Knowledge Based,Small,NULL,1,1,12,12,0,0
2014,Air Force,Other R&D and Knowledge Based,Large+,0,1,1,76,76,5760,3172180484
2014,Air Force,Other R&D and Knowledge Based,Medium,0,0,0,7,7,6,44410
2014,Air Force,Other R&D and Knowledge Based,Medium,0,0,1,30,30,37,318614
2014,Air Force,Other R&D and Knowledge Based,Medium,0,1,1,255,262,1241,765972663
2014,Air Force,Other R&D and Knowledge Based,Medium,1,0,0,3,3,5,18501
2014,Air Force,Other R&D and Knowledge Based,Medium,1,0,1,11,11,19,59933
2014,Air Force,Other R&D and Knowledge Based,Medium,1,1,1,107,107,249,175967426
2014,Air Force,Other R&D and Knowledge Based,Medium,NULL,0,0,5,5,0,0
2014,Air Force,Other R&D and Knowledge Based,Medium,NULL,1,1,3,3,56,92873748
2014,Air Force,Other Services,Small,0,0,0,21,21,23,53401
2014,Air Force,Other Services,Small,0,0,1,145,145,201,1046908
2014,Air Force,Other Services,Small,0,1,1,1188,1218,7106,658079780
2014,Air Force,Other Services,Small,1,0,0,1,1,1,-15318
2014,Air Force,Other Services,Small,1,0,1,4,4,4,-38526
2014,Air Force,Other Services,Small,1,1,1,30,30,62,1462001
2014,Air Force,Other Services,Small,NULL,0,0,30,30,0,0
2014,Air Force,Other Services,Small,NULL,0,1,1,1,0,0
2014,Air Force,Other Services,Small,NULL,1,1,68,70,0,0
2014,Air Force,Other Services,Large+,0,1,1,43,44,389,119077919
2014,Air Force,Other Services,Medium,0,0,0,5,5,7,8600
2014,Air Force,Other Services,Medium,0,0,1,29,29,40,158230
2014,Air Force,Other Services,Medium,0,1,1,137,144,646,364876451
2014,Air Force,Other Services,Medium,1,0,0,4,4,11,7829
2014,Air Force,Other Services,Medium,1,0,1,15,15,27,117018
2014,Air Force,Other Services,Medium,1,1,1,162,168,901,35274794
2014,Air Force,Other Services,Medium,NULL,0,0,6,6,0,0
2014,Air Force,Other Services,Medium,NULL,0,1,3,3,0,0
2014,Air Force,Other Services,Medium,NULL,1,1,22,22,0,0
2014,Air Force,Ships & Submarines,Small,0,0,0,1,1,1,3666
2014,Air Force,Ships & Submarines,Small,0,0,1,14,14,16,82865
2014,Air Force,Ships & Submarines,Small,0,1,1,75,78,252,8433784
2014,Air Force,Ships & Submarines,Small,1,1,1,2,2,3,26208
2014,Air Force,Ships & Submarines,Small,NULL,1,1,1,1,0,0
2014,Air Force,Ships & Submarines,Large+,0,1,1,3,3,10,108303
2014,Air Force,Ships & Submarines,Medium,0,0,1,1,1,1,7806
2014,Air Force,Ships & Submarines,Medium,0,1,1,1,1,7,74867
2014,Air Force,Ships & Submarines,Medium,1,0,1,1,1,3,1588
2014,Air Force,Ships & Submarines,Medium,1,1,1,10,10,24,5014015
2014,Air Force,Ships & Submarines,Medium,NULL,1,1,1,1,0,0
2014,Air Force,Space Systems,Small,0,1,1,263,265,959,230901721
2014,Air Force,Space Systems,Large+,0,1,1,29,29,1050,6319286374
2014,Air Force,Space Systems,Medium,0,1,1,27,27,208,811180067
2014,Air Force,Space Systems,Medium,1,1,1,1,1,3,212211
2014,Air Force,Space Systems,NULL,NULL,NULL,NULL,1,1,7,5626450
2014,Army,Aircraft,Small,0,0,0,11,11,16,66223
2014,Army,Aircraft,Small,0,0,1,46,46,98,417433
2014,Army,Aircraft,Small,0,1,1,687,716,3714,1932069557
2014,Army,Aircraft,Small,1,1,1,4,4,18,2057894
2014,Army,Aircraft,Large+,0,1,1,49,52,3192,8168402820
2014,Army,Aircraft,Large+,1,1,1,2,2,15,-1182388
2014,Army,Aircraft,Medium,0,0,0,3,3,4,-2393
2014,Army,Aircraft,Medium,0,0,1,2,2,4,5268
2014,Army,Aircraft,Medium,0,1,1,47,57,193,26027035
2014,Army,Aircraft,Medium,1,0,0,1,1,1,0
2014,Army,Aircraft,Medium,1,0,1,1,1,1,9236
2014,Army,Aircraft,Medium,1,1,1,14,14,26,2234631
2014,Army,Aircraft,Medium,NULL,1,1,1,1,0,0
2014,Army,Aircraft,NULL,NULL,NULL,NULL,2,2,3,110627
2014,Army,"Electronics, Comms, & Sensors",Small,0,0,0,80,80,121,-379154
2014,Army,"Electronics, Comms, & Sensors",Small,0,0,1,439,445,614,5662776
2014,Army,"Electronics, Comms, & Sensors",Small,0,1,1,4292,4460,23145,4020083124
2014,Army,"Electronics, Comms, & Sensors",Small,1,0,1,2,2,2,17764
2014,Army,"Electronics, Comms, & Sensors",Small,1,1,1,17,17,64,2259263
2014,Army,"Electronics, Comms, & Sensors",Small,NULL,0,0,3,3,0,0
2014,Army,"Electronics, Comms, & Sensors",Small,NULL,1,1,17,17,36,14163725
2014,Army,"Electronics, Comms, & Sensors",Large+,0,1,1,128,159,17489,6807099745
2014,Army,"Electronics, Comms, & Sensors",Large+,1,1,1,2,2,4,-172787
2014,Army,"Electronics, Comms, & Sensors",Medium,0,0,0,9,9,10,33117
2014,Army,"Electronics, Comms, & Sensors",Medium,0,0,1,39,39,44,261137
2014,Army,"Electronics, Comms, & Sensors",Medium,0,1,1,330,364,1035,253451578
2014,Army,"Electronics, Comms, & Sensors",Medium,1,0,0,15,15,21,-37022
2014,Army,"Electronics, Comms, & Sensors",Medium,1,0,1,29,29,51,415796
2014,Army,"Electronics, Comms, & Sensors",Medium,1,1,1,235,245,882,92527445
2014,Army,"Electronics, Comms, & Sensors",Medium,NULL,0,1,1,1,1,4829
2014,Army,"Electronics, Comms, & Sensors",Medium,NULL,1,1,9,9,9,96894
2014,Army,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,2,2,37,2444861
2014,Army,Facilities and Construction,Small,0,0,0,268,268,396,469864
2014,Army,Facilities and Construction,Small,0,0,1,1542,1545,2483,11557770
2014,Army,Facilities and Construction,Small,0,1,1,11287,11777,89446,12449243992
2014,Army,Facilities and Construction,Small,1,0,1,4,4,9,52204
2014,Army,Facilities and Construction,Small,1,1,1,42,42,328,119565027
2014,Army,Facilities and Construction,Small,NULL,0,0,79,79,0,0
2014,Army,Facilities and Construction,Small,NULL,0,1,6,6,0,0
2014,Army,Facilities and Construction,Small,NULL,1,1,142,142,0,0
2014,Army,Facilities and Construction,Large+,0,1,1,174,242,9250,4561953243
2014,Army,Facilities and Construction,Large+,1,1,1,6,6,6534,567187223
2014,Army,Facilities and Construction,Large+,NULL,1,1,1,1,0,0
2014,Army,Facilities and Construction,Medium,0,0,0,59,59,97,185650
2014,Army,Facilities and Construction,Medium,0,0,1,204,207,324,40552933
2014,Army,Facilities and Construction,Medium,0,1,1,1567,1704,12928,6125716909
2014,Army,Facilities and Construction,Medium,1,0,0,45,45,125,-263721
2014,Army,Facilities and Construction,Medium,1,0,1,77,77,175,-2723546
2014,Army,Facilities and Construction,Medium,1,1,1,1125,1186,8651,1609172933
2014,Army,Facilities and Construction,Medium,NULL,0,0,7,7,1,1
2014,Army,Facilities and Construction,Medium,NULL,1,1,59,59,10,528577
2014,Army,Facilities and Construction,Unlabeled Vendor,1,1,1,1,1,6,874648
2014,Army,Land Vehicles,Small,0,0,0,25,25,40,-92781
2014,Army,Land Vehicles,Small,0,0,1,203,203,272,1213729
2014,Army,Land Vehicles,Small,0,1,1,1175,1215,4762,662128959
2014,Army,Land Vehicles,Small,1,1,1,7,7,23,625661
2014,Army,Land Vehicles,Small,NULL,0,0,3,3,0,0
2014,Army,Land Vehicles,Small,NULL,1,1,11,11,0,0
2014,Army,Land Vehicles,Large+,0,1,1,41,42,1716,3373453844
2014,Army,Land Vehicles,Large+,1,1,1,2,2,17,296990
2014,Army,Land Vehicles,Medium,0,0,0,3,3,4,5906
2014,Army,Land Vehicles,Medium,0,0,1,12,12,18,103408
2014,Army,Land Vehicles,Medium,0,1,1,76,79,369,217353396
2014,Army,Land Vehicles,Medium,1,0,0,4,4,5,-708
2014,Army,Land Vehicles,Medium,1,0,1,12,12,23,77524
2014,Army,Land Vehicles,Medium,1,1,1,156,161,865,65227868
2014,Army,Land Vehicles,Medium,NULL,0,0,1,1,0,0
2014,Army,Land Vehicles,Medium,NULL,1,1,7,7,1,3728
2014,Army,Land Vehicles,NULL,NULL,NULL,NULL,2,2,16,60725615
2014,Army,Land Vehicles,Unlabeled Vendor,0,1,1,1,1,3,0
2014,Army,Missile Defense,Small,0,1,1,105,105,963,172228992
2014,Army,Missile Defense,Small,1,1,1,1,1,7,318126
2014,Army,Missile Defense,Large+,0,1,1,20,20,937,2106328025
2014,Army,Missile Defense,Medium,0,1,1,18,17,48,59432355
2014,Army,Missile Defense,Medium,1,1,1,2,2,29,12084327
2014,Army,Ordnance and Missiles,Small,0,0,0,8,8,10,-76796
2014,Army,Ordnance and Missiles,Small,0,0,1,47,47,75,219551
2014,Army,Ordnance and Missiles,Small,0,1,1,717,727,3041,1252507786
2014,Army,Ordnance and Missiles,Small,1,1,1,2,2,7,16042
2014,Army,Ordnance and Missiles,Small,NULL,0,0,3,3,0,0
2014,Army,Ordnance and Missiles,Small,NULL,1,1,6,6,0,0
2014,Army,Ordnance and Missiles,Large+,0,1,1,42,42,2321,3367635711
2014,Army,Ordnance and Missiles,Large+,1,1,1,1,1,2,106134
2014,Army,Ordnance and Missiles,Medium,0,0,0,1,1,1,-89871
2014,Army,Ordnance and Missiles,Medium,0,0,1,2,2,3,19008
2014,Army,Ordnance and Missiles,Medium,0,1,1,57,62,265,334178339
2014,Army,Ordnance and Missiles,Medium,1,0,0,1,1,1,3019
2014,Army,Ordnance and Missiles,Medium,1,0,1,2,2,12,24738
2014,Army,Ordnance and Missiles,Medium,1,1,1,26,27,60,7247135
2014,Army,Ordnance and Missiles,Medium,NULL,1,1,1,1,0,0
2014,Army,Ordnance and Missiles,NULL,NULL,NULL,NULL,3,3,13,168861
2014,Army,Other Products,Small,0,0,0,103,103,178,122373
2014,Army,Other Products,Small,0,0,1,518,520,977,5295548
2014,Army,Other Products,Small,0,1,1,3077,3265,24641,1413759347
2014,Army,Other Products,Small,1,0,0,1,1,1,1971
2014,Army,Other Products,Small,1,0,1,1,1,1,4513
2014,Army,Other Products,Small,1,1,1,8,8,13,291866
2014,Army,Other Products,Small,NULL,0,0,9,9,0,0
2014,Army,Other Products,Small,NULL,0,1,9,9,0,0
2014,Army,Other Products,Small,NULL,1,1,40,40,0,0
2014,Army,Other Products,Large+,0,1,1,78,94,1336,497028821
2014,Army,Other Products,Large+,1,1,1,1,1,7,5295
2014,Army,Other Products,Medium,0,0,0,13,13,15,13825
2014,Army,Other Products,Medium,0,0,1,45,45,68,377195
2014,Army,Other Products,Medium,0,1,1,236,262,7128,162556326
2014,Army,Other Products,Medium,1,0,0,4,4,5,16969
2014,Army,Other Products,Medium,1,0,1,14,14,19,114223
2014,Army,Other Products,Medium,1,1,1,158,166,950,286554747
2014,Army,Other Products,Medium,NULL,0,0,2,2,0,0
2014,Army,Other Products,Medium,NULL,1,1,8,8,1,-10117
2014,Army,Other Products,NULL,NULL,NULL,NULL,3,3,16,2251031
2014,Army,Other R&D and Knowledge Based,Small,0,0,0,88,88,133,88614
2014,Army,Other R&D and Knowledge Based,Small,0,0,1,299,299,523,1626828
2014,Army,Other R&D and Knowledge Based,Small,0,1,1,4020,4115,22926,6408499785
2014,Army,Other R&D and Knowledge Based,Small,1,0,1,2,2,2,16062
2014,Army,Other R&D and Knowledge Based,Small,1,1,1,17,18,40,6131482
2014,Army,Other R&D and Knowledge Based,Small,NULL,0,0,17,17,0,0
2014,Army,Other R&D and Knowledge Based,Small,NULL,1,1,27,27,1,962555
2014,Army,Other R&D and Knowledge Based,Large+,0,1,1,136,151,7399,5305720165
2014,Army,Other R&D and Knowledge Based,Large+,1,1,1,1,1,37,-780562
2014,Army,Other R&D and Knowledge Based,Medium,0,0,0,21,21,29,167049
2014,Army,Other R&D and Knowledge Based,Medium,0,0,1,110,110,142,1424742
2014,Army,Other R&D and Knowledge Based,Medium,0,1,1,776,827,4407,1708133248
2014,Army,Other R&D and Knowledge Based,Medium,1,0,0,10,10,13,27375
2014,Army,Other R&D and Knowledge Based,Medium,1,0,1,17,17,29,129976
2014,Army,Other R&D and Knowledge Based,Medium,1,1,1,204,216,535,122980542
2014,Army,Other R&D and Knowledge Based,Medium,NULL,0,0,9,9,0,0
2014,Army,Other R&D and Knowledge Based,Medium,NULL,1,1,9,9,13,589486
2014,Army,Other Services,Small,0,0,0,99,99,190,150126
2014,Army,Other Services,Small,0,0,1,402,406,762,3394754
2014,Army,Other Services,Small,0,1,1,2099,2246,11655,1381508409
2014,Army,Other Services,Small,1,0,0,1,1,1,-4569
2014,Army,Other Services,Small,1,0,1,3,3,3,9707
2014,Army,Other Services,Small,1,1,1,23,23,109,4271376
2014,Army,Other Services,Small,NULL,0,0,7,7,0,0
2014,Army,Other Services,Small,NULL,0,1,1,1,0,0
2014,Army,Other Services,Small,NULL,1,1,75,76,0,0
2014,Army,Other Services,Large+,0,1,1,70,88,2638,3105638915
2014,Army,Other Services,Large+,1,1,1,3,3,4,1793047
2014,Army,Other Services,Medium,0,0,0,27,27,34,-7362
2014,Army,Other Services,Medium,0,0,1,90,90,168,702977
2014,Army,Other Services,Medium,0,1,1,387,438,2000,184389403
2014,Army,Other Services,Medium,1,0,0,12,12,15,13880
2014,Army,Other Services,Medium,1,0,1,63,63,113,284224
2014,Army,Other Services,Medium,1,1,1,306,314,1420,155755169
2014,Army,Other Services,Medium,NULL,0,0,10,10,0,0
2014,Army,Other Services,Medium,NULL,0,1,2,2,0,0
2014,Army,Other Services,Medium,NULL,1,1,34,34,1,0
2014,Army,Other Services,NULL,NULL,NULL,NULL,1,1,1,-3412
2014,Army,Ships & Submarines,Small,0,0,0,2,2,2,6406
2014,Army,Ships & Submarines,Small,0,0,1,54,54,60,458886
2014,Army,Ships & Submarines,Small,0,1,1,404,412,1226,163818624
2014,Army,Ships & Submarines,Small,NULL,1,1,5,5,0,0
2014,Army,Ships & Submarines,Large+,0,1,1,18,18,70,5055289
2014,Army,Ships & Submarines,Large+,1,1,1,1,1,35,418155
2014,Army,Ships & Submarines,Medium,0,0,0,2,2,2,7161
2014,Army,Ships & Submarines,Medium,0,0,1,6,6,7,6300
2014,Army,Ships & Submarines,Medium,0,1,1,21,22,56,1134594
2014,Army,Ships & Submarines,Medium,1,0,0,1,1,1,3186
2014,Army,Ships & Submarines,Medium,1,0,1,1,1,1,6627
2014,Army,Ships & Submarines,Medium,1,1,1,15,15,168,22415211
2014,Army,Ships & Submarines,Medium,NULL,1,1,1,1,0,0
2014,Army,Space Systems,Small,0,1,1,82,82,352,97027776
2014,Army,Space Systems,Small,1,1,1,1,1,3,51502
2014,Army,Space Systems,Large+,0,1,1,17,17,268,352555787
2014,Army,Space Systems,Medium,0,1,1,12,11,52,20958750
2014,Army,Space Systems,Medium,1,1,1,1,1,1,380034
2014,DLA,Aircraft,Small,0,0,0,159,159,377,-3073635
2014,DLA,Aircraft,Small,0,0,1,337,338,922,3166540
2014,DLA,Aircraft,Small,0,1,1,2984,3207,67464,1813759993
2014,DLA,Aircraft,Small,1,0,1,2,2,18,114296
2014,DLA,Aircraft,Small,1,1,1,10,10,127,1553082
2014,DLA,Aircraft,Small,NULL,1,1,35,35,0,0
2014,DLA,Aircraft,Large+,0,0,1,1,1,4,1611130
2014,DLA,Aircraft,Large+,0,1,1,69,101,28798,2325611241
2014,DLA,Aircraft,Large+,1,1,1,1,3,56,2006453
2014,DLA,Aircraft,Medium,0,0,0,2,2,2,-15083
2014,DLA,Aircraft,Medium,0,0,1,9,9,9,69358
2014,DLA,Aircraft,Medium,0,1,1,98,137,3074,168492956
2014,DLA,Aircraft,Medium,1,0,0,3,3,14,95229
2014,DLA,Aircraft,Medium,1,0,1,8,8,15,72973
2014,DLA,Aircraft,Medium,1,1,1,26,26,207,21776668
2014,DLA,Aircraft,Medium,NULL,1,1,3,3,29,243806
2014,DLA,Aircraft,NULL,NULL,NULL,NULL,4,4,55,978042
2014,DLA,"Electronics, Comms, & Sensors",Small,0,0,0,62,62,108,-676057
2014,DLA,"Electronics, Comms, & Sensors",Small,0,0,1,193,192,508,2605430
2014,DLA,"Electronics, Comms, & Sensors",Small,0,1,1,2144,2244,27814,1042764256
2014,DLA,"Electronics, Comms, & Sensors",Small,1,0,1,3,3,4,19087
2014,DLA,"Electronics, Comms, & Sensors",Small,1,1,1,4,4,37,649667
2014,DLA,"Electronics, Comms, & Sensors",Small,NULL,1,1,7,7,0,0
2014,DLA,"Electronics, Comms, & Sensors",Large+,0,1,1,90,112,5268,613344976
2014,DLA,"Electronics, Comms, & Sensors",Large+,1,1,1,1,2,3,90461
2014,DLA,"Electronics, Comms, & Sensors",Medium,0,0,0,2,2,3,3579
2014,DLA,"Electronics, Comms, & Sensors",Medium,0,0,1,7,7,11,54523
2014,DLA,"Electronics, Comms, & Sensors",Medium,0,1,1,86,105,1331,134588806
2014,DLA,"Electronics, Comms, & Sensors",Medium,1,0,1,5,5,6,50935
2014,DLA,"Electronics, Comms, & Sensors",Medium,1,1,1,19,19,37,1852967
2014,DLA,"Electronics, Comms, & Sensors",Medium,NULL,1,1,3,3,7,352611
2014,DLA,Facilities and Construction,Small,0,0,0,54,54,90,-723111
2014,DLA,Facilities and Construction,Small,0,0,1,215,217,370,1345657
2014,DLA,Facilities and Construction,Small,0,1,1,2275,2355,39667,1524411424
2014,DLA,Facilities and Construction,Small,1,0,1,3,3,4,24551
2014,DLA,Facilities and Construction,Small,1,1,1,15,15,60,7452270
2014,DLA,Facilities and Construction,Small,NULL,1,1,8,8,0,0
2014,DLA,Facilities and Construction,Large+,0,1,1,76,82,20409,602252146
2014,DLA,Facilities and Construction,Large+,1,1,1,4,5,31,5519876
2014,DLA,Facilities and Construction,Medium,0,0,0,4,4,4,18443
2014,DLA,Facilities and Construction,Medium,0,0,1,12,12,18,79378
2014,DLA,Facilities and Construction,Medium,0,1,1,145,169,1638,494666858
2014,DLA,Facilities and Construction,Medium,1,0,0,2,2,2,-4327
2014,DLA,Facilities and Construction,Medium,1,0,1,18,18,32,266954
2014,DLA,Facilities and Construction,Medium,1,1,1,69,70,1685,20722616
2014,DLA,Facilities and Construction,Medium,NULL,1,1,1,1,9,137243
