"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"456","2000",NA,"Army","Products","Other Products",20757576
"457","2000",NA,"Army","Products","Weapons and Ammunition",10359755
"458","2000",NA,"Army","R&D","Aircraft and Drones",4061728
"459","2000",NA,"Army","R&D","Electronics and Communications",2792591
"460","2000",NA,"Army","R&D","Missile and Space Systems",51001008
"461","2000",NA,"Army","R&D","Other R&D and Knowledge Based",42427497
"462","2000",NA,"Army","Services","Aircraft and Drones",11090458
"463","2000",NA,"Army","Services","Electronics and Communications",52153384
"464","2000",NA,"Army","Services","Facilities and Construction",27389565
"465","2000",NA,"Army","Services","Land Vehicles",139362
"466","2000",NA,"Army","Services","Missile and Space Systems",-2075
"467","2000",NA,"Army","Services","Other R&D and Knowledge Based",42820166
"468","2000",NA,"Army","Services","Other Services",1182360
"469","2000",NA,"Army","Services","Ships & Submarines",112634
"470","2000",NA,"Army","Services","Weapons and Ammunition",7436903
"471","2000",NA,"DLA","Products","Aircraft and Drones",6650262
"472","2000",NA,"DLA","Products","Electronics and Communications",3560924
"473","2000",NA,"DLA","Products","Facilities and Construction",2006194
"474","2000",NA,"DLA","Products","Land Vehicles",319103
"475","2000",NA,"DLA","Products","Other Products",245718487
"476","2000",NA,"DLA","Products","Weapons and Ammunition",58482
"477","2000",NA,"DLA","Services","Electronics and Communications",7733982
"478","2000",NA,"DLA","Services","Facilities and Construction",108424
"479","2000",NA,"DLA","Services","Other R&D and Knowledge Based",213365
"480","2000",NA,"MDA","R&D","Other R&D and Knowledge Based",20718194
"481","2000",NA,"Navy","NULL","Aircraft and Drones",0
"482","2000",NA,"Navy","Products","Aircraft and Drones",32810248
"483","2000",NA,"Navy","Products","Electronics and Communications",63051784
"484","2000",NA,"Navy","Products","Facilities and Construction",2048315
"485","2000",NA,"Navy","Products","Missile and Space Systems",6610013
"486","2000",NA,"Navy","Products","Other Products",34361462
"487","2000",NA,"Navy","Products","Ships & Submarines",6025678
"488","2000",NA,"Navy","Products","Weapons and Ammunition",8191241
"489","2000",NA,"Navy","R&D","Aircraft and Drones",9115620
"490","2000",NA,"Navy","R&D","Electronics and Communications",17490747
"491","2000",NA,"Navy","R&D","Missile and Space Systems",4391678
"492","2000",NA,"Navy","R&D","Other R&D and Knowledge Based",8596566
"493","2000",NA,"Navy","R&D","Ships & Submarines",916337
"494","2000",NA,"Navy","R&D","Weapons and Ammunition",194193
"495","2000",NA,"Navy","Services","Aircraft and Drones",18370352
"496","2000",NA,"Navy","Services","Electronics and Communications",56828377
"497","2000",NA,"Navy","Services","Facilities and Construction",40272937
"498","2000",NA,"Navy","Services","Land Vehicles",86034
"499","2000",NA,"Navy","Services","Missile and Space Systems",767957
"500","2000",NA,"Navy","Services","Other R&D and Knowledge Based",95702092
"501","2000",NA,"Navy","Services","Other Services",28765748
"502","2000",NA,"Navy","Services","Ships & Submarines",35427795
"503","2000",NA,"Other DoD","Products","Aircraft and Drones",1270281
"504","2000",NA,"Other DoD","Products","Electronics and Communications",7859793
"505","2000",NA,"Other DoD","Products","Other Products",1451678
"506","2000",NA,"Other DoD","R&D","Electronics and Communications",12398843
"507","2000",NA,"Other DoD","R&D","Missile and Space Systems",1373329
"508","2000",NA,"Other DoD","R&D","Other R&D and Knowledge Based",1061083
"509","2000",NA,"Other DoD","Services","Aircraft and Drones",416160
"510","2000",NA,"Other DoD","Services","Electronics and Communications",23141020
"511","2000",NA,"Other DoD","Services","Facilities and Construction",1114591
"512","2000",NA,"Other DoD","Services","Other R&D and Knowledge Based",11079137
"513","2001","Big Five","Air Force","Products","Aircraft and Drones",13207286471
"514","2001","Big Five","Air Force","Products","Electronics and Communications",1670151637
"515","2001","Big Five","Air Force","Products","Facilities and Construction",41458446
"516","2001","Big Five","Air Force","Products","Missile and Space Systems",944513421
"517","2001","Big Five","Air Force","Products","Other Products",1681617
"518","2001","Big Five","Air Force","Products","Weapons and Ammunition",653912802
"519","2001","Big Five","Air Force","R&D","Aircraft and Drones",1636881309
"520","2001","Big Five","Air Force","R&D","Electronics and Communications",1050485352
"521","2001","Big Five","Air Force","R&D","Land Vehicles",27022
"522","2001","Big Five","Air Force","R&D","Missile and Space Systems",3362288776
"523","2001","Big Five","Air Force","R&D","Other R&D and Knowledge Based",40213700
"524","2001","Big Five","Air Force","R&D","Weapons and Ammunition",618534856
"525","2001","Big Five","Air Force","Services","Aircraft and Drones",2656638439
"526","2001","Big Five","Air Force","Services","Electronics and Communications",989374925
"527","2001","Big Five","Air Force","Services","Facilities and Construction",208031536
"528","2001","Big Five","Air Force","Services","Land Vehicles",-600225
"529","2001","Big Five","Air Force","Services","Missile and Space Systems",407855063
"530","2001","Big Five","Air Force","Services","Other R&D and Knowledge Based",561990888
"531","2001","Big Five","Air Force","Services","Other Services",78850903
"532","2001","Big Five","Air Force","Services","Weapons and Ammunition",587227
"533","2001","Big Five","Army","NULL","NULL",54457
"534","2001","Big Five","Army","Products","Aircraft and Drones",3530220411
"535","2001","Big Five","Army","Products","Electronics and Communications",1485624004
"536","2001","Big Five","Army","Products","Facilities and Construction",84058128
"537","2001","Big Five","Army","Products","Land Vehicles",752242220
"538","2001","Big Five","Army","Products","Missile and Space Systems",1962791321
"539","2001","Big Five","Army","Products","Other Products",8022740
"540","2001","Big Five","Army","Products","Weapons and Ammunition",544498321
"541","2001","Big Five","Army","R&D","Aircraft and Drones",896700108
"542","2001","Big Five","Army","R&D","Electronics and Communications",396895687
"543","2001","Big Five","Army","R&D","Land Vehicles",33706275
"544","2001","Big Five","Army","R&D","Missile and Space Systems",957691076
"545","2001","Big Five","Army","R&D","Other R&D and Knowledge Based",176343475
"546","2001","Big Five","Army","R&D","Weapons and Ammunition",49182727
"547","2001","Big Five","Army","Services","Aircraft and Drones",241393379
"548","2001","Big Five","Army","Services","Electronics and Communications",671429908
"549","2001","Big Five","Army","Services","Facilities and Construction",64483201
"550","2001","Big Five","Army","Services","Land Vehicles",94345461
"551","2001","Big Five","Army","Services","Missile and Space Systems",375797408
"552","2001","Big Five","Army","Services","Other R&D and Knowledge Based",177768187
"553","2001","Big Five","Army","Services","Other Services",115189692
"554","2001","Big Five","Army","Services","Weapons and Ammunition",64397454
"555","2001","Big Five","DLA","NULL","Aircraft and Drones",0
"556","2001","Big Five","DLA","Products","Aircraft and Drones",197277397
"557","2001","Big Five","DLA","Products","Electronics and Communications",91650761
"558","2001","Big Five","DLA","Products","Facilities and Construction",3263093
"559","2001","Big Five","DLA","Products","Land Vehicles",1391916
"560","2001","Big Five","DLA","Products","Missile and Space Systems",410727
"561","2001","Big Five","DLA","Products","Other Products",42655975
"562","2001","Big Five","DLA","Products","Ships & Submarines",557457
"563","2001","Big Five","DLA","Products","Weapons and Ammunition",2277947
"564","2001","Big Five","DLA","Services","Electronics and Communications",8543500
"565","2001","Big Five","DLA","Services","Facilities and Construction",516749
"566","2001","Big Five","DLA","Services","Other R&D and Knowledge Based",1428210
"567","2001","Big Five","MDA","Products","Electronics and Communications",228605
"568","2001","Big Five","MDA","R&D","Other R&D and Knowledge Based",1755371583
"569","2001","Big Five","MDA","Services","Electronics and Communications",1475669
"570","2001","Big Five","MDA","Services","Other R&D and Knowledge Based",228005
"571","2001","Big Five","Navy","NULL","NULL",0
"572","2001","Big Five","Navy","Products","Aircraft and Drones",4717336228
"573","2001","Big Five","Navy","Products","Electronics and Communications",1271446431
"574","2001","Big Five","Navy","Products","Facilities and Construction",8132365
"575","2001","Big Five","Navy","Products","Land Vehicles",579429
"576","2001","Big Five","Navy","Products","Missile and Space Systems",1965945516
"577","2001","Big Five","Navy","Products","Other Products",199565549
"578","2001","Big Five","Navy","Products","Ships & Submarines",2276452546
"579","2001","Big Five","Navy","Products","Weapons and Ammunition",528939225
"580","2001","Big Five","Navy","R&D","Aircraft and Drones",695421701
"581","2001","Big Five","Navy","R&D","Electronics and Communications",1009483990
"582","2001","Big Five","Navy","R&D","Facilities and Construction",67554696
"583","2001","Big Five","Navy","R&D","Land Vehicles",187731594
"584","2001","Big Five","Navy","R&D","Missile and Space Systems",148115074
"585","2001","Big Five","Navy","R&D","Other R&D and Knowledge Based",168901773
"586","2001","Big Five","Navy","R&D","Ships & Submarines",1674708000
"587","2001","Big Five","Navy","R&D","Weapons and Ammunition",180116570
"588","2001","Big Five","Navy","Services","Aircraft and Drones",676036821
"589","2001","Big Five","Navy","Services","Electronics and Communications",795576845
"590","2001","Big Five","Navy","Services","Facilities and Construction",160605116
"591","2001","Big Five","Navy","Services","Missile and Space Systems",246846010
"592","2001","Big Five","Navy","Services","Other R&D and Knowledge Based",485265953
"593","2001","Big Five","Navy","Services","Other Services",518422707
"594","2001","Big Five","Navy","Services","Ships & Submarines",462241303
"595","2001","Big Five","Navy","Services","Weapons and Ammunition",84410707
"596","2001","Big Five","Other DoD","Products","Aircraft and Drones",43617266
"597","2001","Big Five","Other DoD","Products","Electronics and Communications",148419453
"598","2001","Big Five","Other DoD","Products","Facilities and Construction",25859520
"599","2001","Big Five","Other DoD","Products","Other Products",145232
"600","2001","Big Five","Other DoD","R&D","Aircraft and Drones",9445056
"601","2001","Big Five","Other DoD","R&D","Electronics and Communications",13476819
"602","2001","Big Five","Other DoD","R&D","Missile and Space Systems",23103706
"603","2001","Big Five","Other DoD","R&D","Other R&D and Knowledge Based",63482349
"604","2001","Big Five","Other DoD","R&D","Weapons and Ammunition",6385414
"605","2001","Big Five","Other DoD","Services","Aircraft and Drones",95933757
"606","2001","Big Five","Other DoD","Services","Electronics and Communications",331831875
"607","2001","Big Five","Other DoD","Services","Facilities and Construction",34511613
"608","2001","Big Five","Other DoD","Services","Missile and Space Systems",4311633
