Customer,CSIScontractID,PrimeAwardPIID,PrimeAwardIDVPIID,PrimeAwardFederalAwardID,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount,PrimeFiscalYear
Defense,24791313,14,W912DR10D0019,,8/8/2011,8/8/2011,83885,2011
Defense,18701213,39,N0003911D0030,,1/30/2013,1/30/2013,40373.8008,2013
Defense,27805004,46,N6247310D5403,,8/5/2014,8/5/2014,52230,2014
Defense,8076594,W911QX12C0174,,,10/17/2013,9/30/2014,1118348.002,2014
Defense,27653519,242,HC102812D0024,,11/20/2014,11/20/2014,97191,2015
Defense,26041756,EY48,SPM2DV11D0600,,7/15/2013,7/15/2013,26908.9491,2013
Defense,10097271,4,FA865011D3134,,2/7/2012,8/24/2012,505504,2012
Defense,1422223,FA865012C7242,,,6/25/2012,9/4/2012,625321.3125,2012
Defense,28127453,38,W911SA11D0006,,8/28/2014,8/28/2014,30166,2014
Defense,18632857,19,M6785410D5117,,10/29/2012,8/26/2013,273024.3008,2013
Defense,24700583,576,W9124D08D0045,,7/17/2012,7/17/2012,148830,2012
Defense,10000155,178,FA480110D0001,,8/15/2012,8/15/2012,68394.6094,2012
Defense,25336918,SPE4A613VD622,,,5/22/2013,5/22/2013,39621,2013
Defense,21460250,AE96,SPM2DV11D2007,,9/15/2012,9/15/2012,43416.4805,2012
Defense,25665301,G903,FA877104D0003,,10/22/2012,10/22/2012,115238,2013
Defense,25665092,1,FA875013D0091,,10/7/2014,2/25/2015,9802420,2015
Defense,18172757,2,H9222211D0021,,12/12/2014,12/31/2014,58040.6015,2015
Defense,25664748,1,FA865013D1552,,9/27/2013,9/27/2013,99922.0391,2013
Defense,18172435,29,H9222210D0018,,2/4/2013,8/1/2013,758887.5996,2013
Defense,24732107,607,W9127810D0043,,10/30/2014,10/30/2014,2883.6599,2015
Defense,10097244,66,FA865010D6056,,9/15/2013,9/15/2013,92383.2031,2013
Defense,28040045,A679,SPM2DV11D2011,,3/14/2014,3/14/2014,35874.4595,2014
Defense,4842644,SPM7L310C0202,,,10/4/2010,10/4/2010,192663.6563,2011
Defense,26048408,AK48,SPM2DV11D2004,,10/5/2012,10/5/2012,45754.5384,2013
Defense,8061716,W911N210P0474,,,8/4/2010,8/4/2010,48365.5195,2010
Defense,28090426,AL05,SPM2DV11D3503,,8/18/2014,8/18/2014,32994,2014
Defense,26046141,XF22,SPM2DV11D1008,,4/1/2013,4/1/2013,34245.81,2013
Defense,25800983,22,H9222211D0008,,7/23/2013,9/19/2013,1230145.57,2013
Defense,27901916,12,N6554013D0008,,9/8/2014,9/30/2014,66988.8906,2014
Defense,18632134,13,M6785408D8028,,1/14/2013,1/14/2013,266706,2013
Defense,14374528,W9124812F5045,GS07F6072P,,7/2/2012,7/2/2012,64845,2012
Defense,10097250,72,FA865010D6056,,9/26/2012,9/26/2012,775003,2012
Defense,19176040,5,N6247307D3218,,4/19/2011,4/19/2011,9229118,2011
Defense,28156266,15,W91SMC10D0007,,10/16/2014,10/16/2014,1819350.5,2015
Defense,25151156,FA810913C0005,,,4/1/2013,4/1/2013,382996,2013
Defense,24677098,20,W9123609D0041,,7/18/2011,7/18/2011,70759,2011
Defense,8676923,W91YTZ11P0323,,,6/7/2011,6/7/2011,35616.9609,2011
Defense,25168754,HDTRA113C0043,,,5/15/2013,5/15/2013,105000,2013
Defense,25804873,18,HC102812D0024,,6/25/2013,7/25/2013,68971.9609,2013
Defense,27858707,3,N6523612D3873,,10/9/2014,11/21/2014,121751.4414,2015
Defense,28487095,7000,N0038314D011F,,3/10/2014,3/10/2014,735546,2014
Defense,18701208,34,N0003911D0030,,11/7/2012,11/7/2012,86419.7422,2013
Defense,10089560,47,FA860111D0009,,12/1/2011,12/13/2011,460048.5,2012
Defense,27998191,G369,SPM2DV11D8202,,3/10/2014,3/10/2014,33424.4898,2014
Defense,8348588,W912HQ11C0068,,,6/16/2011,6/16/2011,92495,2011
Defense,1405109,FA852712C0008,,,4/8/2013,6/3/2013,1187780,2013
Defense,62624355,SPE7M315V0950,,,12/9/2014,12/9/2014,74452,2015
Defense,21464337,AM37,SPM2DV11D9200,,9/19/2012,9/19/2012,28187.4696,2012
Defense,4851668,SPM7L312C0047,,,2/22/2012,2/22/2012,430910,2012
Defense,26329980,12,W91CRB11A0008,,1/29/2013,1/29/2013,155706,2013
Defense,10093005,68,FA862011G4020,,11/20/2012,8/2/2013,211747.4219,2013
Defense,24720992,13,W9126G09D0034,,3/2/2011,7/22/2011,3601036,2011
Defense,25865224,3,N0018912D0010,,9/17/2013,9/17/2013,1239035,2013
Defense,25565661,W911W413C0008,,,10/1/2013,9/25/2014,853533253.3,2014
Defense,27805040,3,N6247311D2228,,1/29/2014,1/29/2014,49356,2014
Defense,28087567,DV59,SPM2DV11D2004,,7/22/2014,7/22/2014,26543.0996,2014
Defense,2362235,HR001110C0151,,,10/11/2011,10/11/2011,35000,2012
Defense,9988031,103,FA447910D0003,,10/11/2012,10/11/2012,75517,2013
Defense,24700602,595,W9124D08D0045,,10/31/2012,10/31/2012,45000,2013
Defense,10097323,2,FA865012D1344,,11/1/2011,6/5/2012,139304,2012
Defense,27272540,SPE4A614VL469,,,8/22/2014,8/22/2014,38110,2014
Defense,24818043,CK01,W912HN10D0002,,4/7/2011,4/7/2011,180000,2011
Defense,27339272,SPE4A614C0159,,,2/3/2014,2/3/2014,518100,2014
Defense,25442626,SPM7MC13M7173,,,5/24/2013,5/24/2013,93000,2013
Defense,26435145,19,W912P410D0002,,10/16/2013,10/16/2013,46400,2014
Defense,26344958,FA880313C0001,,,12/30/2013,12/30/2013,67340,2014
Defense,28035533,FS50,SPM2DV11D1008,,7/15/2014,7/15/2014,28304.1499,2014
Defense,19352881,45,N6554005D0018,,10/4/2011,9/25/2012,10210334.72,2012
Defense,19185240,6,N6247312D4602,,9/27/2012,9/27/2012,29995,2012
Defense,62442904,SPE4A415M0308,,,1/21/2015,1/21/2015,26832,2015
Defense,26070024,AK48,SPM2DV11D9210,,8/28/2013,8/28/2013,26356.4004,2013
Defense,9231687,R208,DABL0103A1006,,4/13/2012,4/13/2012,456592,2012
Defense,27978290,E724,SPM2DV11D1008,,1/30/2014,1/30/2014,62487,2014
Defense,4565702,SPM4A711V0816,,,6/24/2011,6/24/2011,26320,2011
Defense,28084899,D546,SPM2DV11D2004,,4/9/2014,4/9/2014,32641.32,2014
Defense,10000100,103,FA480110D0001,,8/30/2011,8/30/2011,48586.6289,2011
Defense,25801570,793,H9225409D0001,,2/15/2013,2/15/2013,95146.6406,2013
Defense,27484907,SPRMM114PYH20,,,4/22/2014,4/22/2014,67999.3984,2014
Defense,26302111,44,W58RGZ12D0089,,10/3/2013,10/16/2013,176512,2014
Defense,9987593,5030,FA446010D0005,,1/20/2012,8/9/2012,99390,2012
Defense,8083831,W911QY11C0018,,,5/4/2011,5/23/2011,65000,2011
Defense,26050398,A306,SPM2DV11D2011,,8/2/2013,8/2/2013,44830,2013
Defense,19577598,N0017311F0417,NNG07DA49B,,4/20/2011,4/20/2011,87143.7418,2011
Defense,25568747,W9124N13P0101,,,10/21/2013,10/21/2013,33577.9102,2014
Defense,28270746,36,W911SA11D0005,,5/19/2014,5/19/2014,48447.6016,2014
Defense,26427610,BD25,W15P7T06DE402,,1/28/2014,9/23/2014,345052.5,2014
Defense,7977674,W56HZV12C0060,,,10/13/2010,9/30/2011,25723653.55,2011
Defense,10002504,24,FA481409D0015,,11/1/2012,11/1/2012,101856,2013
Defense,28266966,42,W81XWH08D0025,,2/12/2010,2/12/2010,3014000,2010
Defense,19207369,7,N6258309D0131,,10/25/2012,2/28/2013,236920.2212,2013
Defense,4850189,SPM7L311M7032,,,6/11/2010,6/11/2010,206855.3125,2010
Defense,25664255,1312,FA862011G4025,,2/18/2013,5/6/2013,430572.125,2013
Defense,26434296,DQ01,W912HN11D0043,,10/30/2013,10/30/2013,32179,2014
Defense,24778257,30,W912DQ11D4006,,11/27/2012,5/31/2013,57656.92,2013
Defense,3453418,N6247311C0405,,,12/8/2011,8/21/2012,1791634,2012
Defense,25854416,1,M6785413D4701,,3/10/2014,9/16/2014,178390.8906,2014
Defense,1346635,FA700012P0230,,,9/24/2012,9/24/2012,25099.0609,2012
Defense,18091961,W9133L12F0097,GS35F5192G,,8/22/2012,8/22/2012,20975,2012
Defense,19183522,3,N6247311D0018,,12/31/2012,7/19/2013,33170162,2013
Defense,27644027,28,FA480114D0007,,9/8/2014,9/8/2014,236142.3125,2014
Defense,19207370,8,N6258309D0131,,10/28/2014,10/28/2014,2788,2015
Defense,22348723,BRD4,SPM50004DBP10,,10/25/2011,10/25/2011,61240.3594,2012
Defense,28551852,63,W912DW11D1002,,10/23/2014,11/3/2014,152474,2015
Defense,26067071,AD31,SPM2DV11D9103,,10/9/2012,10/9/2012,27933.4902,2013
Defense,5283516,SPRMM112PWK04,,,12/27/2012,12/27/2012,80509.25,2013
Defense,62677533,SPE8ED15M0431,,,12/10/2014,12/10/2014,40500,2015
Defense,3540747,N6600111C4159,,,10/25/2011,10/26/2011,227474.99,2012
Defense,20433365,714,SP070000D3180,,10/8/2012,9/16/2013,1602227.875,2013
Defense,25656770,5078,FA480910DC003,,9/13/2013,9/20/2013,95649,2013
Defense,26389251,36,H9222212D0020,,10/15/2013,10/15/2013,29000,2014
Defense,18172746,2,H9222211D0018,,9/30/2014,9/30/2014,4000000,2014
Defense,10044868,4,FA810110D0007,,12/1/2011,1/12/2012,820112,2012
Defense,26044427,AU74,SPM2DV11D1008,,10/18/2012,10/18/2012,30009.06,2013
Defense,19057730,43,N4425509D4001,,6/6/2011,6/6/2011,31665.3301,2011
Defense,24816386,106,W912HN07D0019,,5/31/2011,5/31/2011,393296,2011
Defense,28550959,325,W9124D11D0036,,6/10/2014,6/10/2014,132000,2014
Defense,22780502,5122,SPRPA111G001Y,,4/30/2012,4/30/2012,54552,2012
Defense,24866176,28,W912P809D0014,,8/15/2011,8/15/2011,87832.5,2011
Defense,25898496,FA308913F0072,NNG07DA23B,,3/27/2013,3/27/2013,55869,2013
Defense,2961526,N0001910C0018,,,1/19/2011,2/10/2011,488542,2011
Defense,26397152,6,N6523612D4131,,9/26/2013,9/26/2013,636725.5625,2013
Defense,8677699,W91YTZ12C0157,,,9/28/2012,9/28/2012,1426775,2012
Defense,24932438,6,W91CRB11A0008,,8/17/2012,8/17/2012,27303.5,2012
Defense,10097257,2,FA865011D1004,,1/18/2013,6/1/2013,3940971.672,2013
Defense,26301317,1,W56HZV13D0015,,12/16/2014,12/16/2014,251724.8125,2015
Defense,26359742,SPE7M313M2789,,,9/16/2013,9/16/2013,63664,2013
Defense,4496537,SPM4A612MLN34,,,6/28/2012,6/28/2012,37094.3984,2012
Defense,27321808,SPE4A614MH926,,,8/6/2014,8/6/2014,660000,2014
Defense,27784248,1003,H9225409D0001,,10/1/2014,11/25/2014,508215,2015
Defense,2961634,N0001911C0033,,,3/10/2011,9/7/2011,2362509,2011
Defense,28518855,EW57,SPM2DV11D9200,,2/26/2014,2/26/2014,25492.8691,2014
Defense,2346773,HQ003410C0057,,,1/12/2012,3/2/2012,603818.5313,2012
Defense,27887438,N6832214FR007,NNG07DA18B,,4/7/2014,4/7/2014,36821.3984,2014
Defense,18834505,8C62,N0018904D0036,,9/19/2011,9/21/2011,101832.6582,2011
Defense,22419548,LVR6,SPM50005DBP06,,2/23/2012,2/23/2012,59454.0508,2012
Defense,24597845,1,W900KK11D0006,,1/6/2012,9/24/2012,633027902,2012
Defense,26068132,AY60,SPM2DV11D9200,,11/5/2012,11/5/2012,43220.699,2013
Defense,20433370,719,SP070000D3180,,10/5/2012,6/5/2013,194799.6993,2013
Defense,25862456,NS01,N0017805D4599,,2/25/2013,3/4/2013,285945,2013
Defense,1441661,FA940112C0019,,,11/2/2012,9/5/2013,180476,2013
Defense,24826820,846,W912HZ09D0003,,5/10/2011,5/10/2011,100541,2011
Defense,19343595,16,N6523612D4120,,9/6/2012,9/19/2012,1016100,2012
Defense,22419278,LMZ1,SPM50005DBP06,,10/17/2011,10/17/2011,5958.3999,2012
Defense,24882598,1,W912PL10D0064,,1/26/2011,1/26/2011,197930,2011
Defense,25462938,SPRMM113PWC64,,,2/27/2013,2/27/2013,48237,2013
Defense,4411634,SPM4A511C0120,,,8/4/2011,8/4/2011,199584,2011
Defense,22775281,THA1,SPRMM110G0905,,10/4/2012,10/4/2012,27811.3594,2013
Defense,7955517,W52P1J12C0007,,,4/19/2012,9/26/2012,472599,2012
Defense,28410848,SPE4A514M9272,,,9/24/2014,9/24/2014,38386.25,2014
Defense,28515667,DR65,SPM2DV11D2004,,7/7/2014,7/7/2014,31542.2994,2014
Defense,27496680,SPRTA114C0134,,,11/26/2014,1/13/2015,70849.3008,2015
Defense,24732343,223,W9127810D0044,,1/7/2013,1/7/2013,2937277,2013
Defense,10093097,1255,FA862011G4026,,2/25/2013,9/30/2013,3834494.406,2013
Defense,22780773,GB50,SPRPA111G001Y,,6/21/2012,6/21/2012,903945.5425,2012
Defense,24740478,2,W9128A11D0010,,1/4/2012,1/4/2012,1167200,2012
Defense,25567362,W9124A13C0002,,,12/1/2012,9/17/2013,3175386.77,2013
Defense,25889481,117,N6600112D0156,,9/4/2013,9/4/2013,58000.2891,2013
Defense,24502430,27,W15P7T06DE404,,1/25/2013,7/23/2013,761371.0469,2013
Defense,24536090,BR57,W52H0907G0001,,9/1/2010,9/1/2010,936000,2010
Defense,28101663,B132,SPM2DV11D9210,,6/6/2014,6/6/2014,26595.8201,2014
Defense,27906066,1,N6893614D0008,,10/13/2014,1/16/2015,21186011.01,2015
Defense,26411684,AY60,SPM2DV11D7020,,9/25/2013,9/25/2013,131921.6719,2013
Defense,10029962,19,FA700011D0007,,10/5/2012,10/5/2012,25881.5391,2013
Defense,24731656,88,W9127810D0043,,12/28/2012,12/28/2012,1500,2013
Defense,10397777,W9124311F0047,GS00T03AHD0003,,5/17/2011,5/17/2011,48363,2011
Defense,10100069,8,FA875009D0022,,9/28/2010,9/28/2010,1200000,2010
Defense,19011838,2048,N4008008D0305,,9/17/2012,9/17/2012,48295,2012
Defense,26397322,4,N6554011D0006,,10/10/2013,10/10/2013,2502793,2014
Defense,8083102,W911QY10F0284,,,10/1/2010,10/1/2010,5499034,2011
Defense,26410981,AL45,SPM2DV11D5002,,9/10/2013,9/10/2013,67050.2783,2013
Defense,25878965,58,N4425512D7009,,5/20/2014,5/20/2014,98496,2014
Defense,25152957,FA821313C0032,,,8/14/2013,8/21/2013,24397186,2013
Defense,25397293,SPM7L313M0320,,,11/1/2012,11/1/2012,206100,2013
Defense,5029566,SPM7M312M5631,,,6/19/2012,6/19/2012,135585,2012
Defense,3377423,N4008012C2082,,,1/10/2013,1/10/2013,627190,2013
Defense,27878611,BQ21,SPM2DV11D1006,,4/10/2014,4/10/2014,48314.3488,2014
Defense,24731899,373,W9127810D0043,,10/4/2011,1/26/2012,129842,2012
Defense,25224033,N0001413C0035,,,2/7/2013,2/7/2013,139193.7198,2013
Defense,28235393,12,W9127814D0029,,10/16/2014,10/29/2014,4757232.563,2015
Defense,26347106,N0001913C0036,,,11/15/2013,11/15/2013,527345,2014
Defense,19207884,7,N6258312D0781,,4/1/2014,4/1/2014,26800,2014
Defense,27592124,2,FA945112D0167,,9/19/2014,9/19/2014,100000,2014
Defense,24794823,24,W912DW11D1002,,4/10/2012,4/23/2012,589593,2012
Defense,24983462,3,W91QUZ07D0001,,10/11/2010,8/1/2011,35037665.9,2011
Defense,10126448,30,FA890308D8791,,8/29/2013,9/30/2013,94285,2013
Defense,22286653,ETD4,SPM50002D0122,,7/16/2010,7/16/2010,500207.4063,2010
Defense,4962768,SPM7M111VM234,,,7/7/2011,7/7/2011,35464,2011
Defense,27678636,1016,FA852711D0011,,12/2/2014,1/19/2015,372080.75,2015
Defense,27978238,DM03,SPM2DV11D1008,,11/12/2013,11/12/2013,28790.3201,2014
Defense,27720509,91,N4008014D0352,,9/5/2014,9/5/2014,28650,2014
Defense,28017323,BB41,SPM2DV11D7020,,4/23/2014,4/23/2014,85827.4922,2014
Defense,2961735,N0001912C0063,,,12/2/2014,2/26/2015,678927,2015
Defense,1426655,FA875012C0018,,,4/23/2014,6/23/2014,524222.1324,2014
Defense,18632198,3,M6785409A0503,,8/30/2013,8/30/2013,564623,2013
Defense,26391255,164,N0001911G0001,,12/8/2014,12/8/2014,7655138,2015
Defense,19532051,FA561311F8139,NNG07DA18B,,8/22/2011,8/22/2011,35242,2011
Defense,3090239,N0017311C2003,,,4/1/2011,5/13/2011,93000,2011
Defense,19071194,254,N5523608D0001,,2/17/2011,2/17/2011,58000,2011
Defense,28409845,SPE4A414VF761,,,6/6/2014,6/6/2014,115620,2014
Defense,18804260,EE02,N0017808D5314,,11/26/2013,12/10/2013,563500,2014
Defense,27384686,SPE7MC14MA589,,,11/4/2014,11/4/2014,34655,2015
Defense,25223453,M6785413C2413,,,3/15/2013,9/25/2013,975320.0235,2013
Defense,9970718,5,FA300208D0006,,8/14/2014,8/22/2014,843578.6875,2014
Defense,9977855,57,FA441610D0003,,11/14/2012,7/10/2013,819684.6367,2013
Defense,25461619,SPRMM113CWA01,,,1/4/2013,1/4/2013,157230,2013
Defense,27784123,5194,N0003911D0033,,10/15/2014,1/23/2015,217674.916,2015
Defense,4675912,SPM5E812M0461,,,4/17/2012,4/17/2012,32500,2012
Defense,24798611,2,W912DY09D0067,,10/3/2011,10/3/2011,253348,2012
Defense,27870078,17,N6247312D4602,,9/1/2014,9/9/2014,41650,2014
Defense,1323350,FA527010P0063,,,7/30/2010,7/30/2010,25734.25,2010
Defense,25889285,18,N6600112D0061,,5/8/2013,5/8/2013,83955.8403,2013
Defense,26042317,A901,SPM2DV11D0700,,7/1/2013,7/1/2013,26700.6697,2013
Defense,24631595,43,W911RX12D0003,,8/6/2012,8/6/2012,63100,2012
Defense,24720220,CL04,W9126G08D0055,,11/16/2012,9/27/2013,558971511,2013
Defense,28040011,E321,SPM2DV11D2008,,5/16/2014,5/16/2014,32289.8008,2014
Defense,21371920,AC13,SPM20005D6552,,12/6/2011,12/6/2011,42872.4805,2012
Defense,24732046,529,W9127810D0043,,10/2/2012,10/2/2012,112700,2013
Defense,22419093,LFU4,SPM50005DBP06,,9/6/2011,9/6/2011,65810.8125,2011
Defense,28548612,18,W52P1J13D0071,,10/24/2014,10/24/2014,37485,2015
Defense,28409421,SPE4A414V9033,,,3/12/2014,3/12/2014,92820,2014
Defense,2961622,N0001911C0019,,,2/16/2011,2/16/2011,564975,2011
Defense,27962279,457,SP470107A0001,,3/10/2010,3/10/2010,309792,2010
Defense,62554235,SPE7L015V1402,,,11/6/2014,11/6/2014,26648.9609,2015
Defense,28263058,1,W15QKN14D0041,,5/5/2014,5/6/2014,343000,2014
Defense,28274136,12,W912DS12D0011,,5/6/2014,5/6/2014,38225,2014
Defense,24702376,68,W9124D11D0036,,9/24/2011,9/24/2011,159733,2011
Defense,26042298,A840,SPM2DV11D0700,,6/11/2013,7/11/2013,31162.9696,2013
Defense,26042288,A816,SPM2DV11D0700,,5/29/2013,5/29/2013,32499.2903,2013
Defense,24866182,34,W912P809D0014,,3/1/2012,3/1/2012,358864.2032,2012
Defense,1421464,FA865011C1043,,,12/7/2010,6/30/2011,1997441,2011
Defense,24700556,549,W9124D08D0045,,3/13/2012,3/13/2012,67000,2012
Defense,10104766,RSNN,FA877104D0003,,12/23/2011,12/23/2011,823430,2012
Defense,27811885,12,N6660412D2130,,4/24/2014,9/16/2014,191258.0293,2014
Defense,10100238,2,FA875011D0157,,8/24/2011,9/6/2011,10147803,2011
Defense,24732027,510,W9127810D0043,,9/26/2012,9/26/2012,75800,2012
Defense,26344848,FA875013C0247,,,10/1/2013,4/14/2014,677178.8125,2014
Defense,19207306,48,N6258309D0129,,5/23/2013,5/23/2013,38693.9219,2013
Defense,22287343,FNU8,SPM50002D0122,,6/17/2011,6/17/2011,35256,2011
Defense,24732279,155,W9127810D0044,,11/18/2011,11/18/2011,248400,2012
Defense,24700851,241,W9124D08D0046,,2/16/2012,2/16/2012,28000,2012
Defense,24808732,12,W912ER09D0006,,3/9/2011,3/15/2011,864367,2011
Defense,7936885,W31P4Q12C0036,,,2/20/2012,2/20/2012,29696.75,2012
Defense,25659305,5,FA703712D0001,,9/26/2013,9/26/2013,1309956.125,2013
Defense,24739542,10,W9127S10D6002,,10/13/2010,10/21/2010,3145475,2011
Defense,10127393,77,FA890310D8596,,11/1/2012,11/1/2012,1193378.5,2013
Defense,28110332,PD11,SPM2DV11D9014,,7/8/2014,7/8/2014,31412.8691,2014
Defense,18199717,42,HC102808D2023,,10/28/2011,7/26/2012,4393001,2012
Defense,28478400,269,H9400304D0004,,7/11/2014,7/21/2014,2561664,2014
Defense,25881431,15,N6247310D0809,,7/1/2014,7/1/2014,115745,2014
Defense,26342781,FA465913CC005,,,11/15/2013,11/15/2013,618650,2014
Defense,5001335,SPM7M212V0016,,,10/7/2011,10/7/2011,34100,2012
Defense,24615973,41,W911N208D0032,,4/6/2011,4/6/2011,42784.1992,2011
Defense,24882605,1,W912PL10D0070,,4/6/2012,8/17/2012,2374685,2012
Defense,2966978,N0003012C0024,,,3/28/2013,3/28/2013,66494.2266,2013
Defense,26366716,W15P7T13CE097,,,8/13/2014,8/13/2014,127078.6406,2014
Defense,25801570,793,H9225409D0001,,1/21/2015,1/21/2015,129887,2015
Defense,28551853,64,W912DW11D1002,,10/1/2014,10/1/2014,35022,2015
Defense,4485113,SPM4A611V7778,,,5/2/2011,5/2/2011,37395.6016,2011
Defense,24748870,16,W912BU11D0022,,10/10/2012,10/10/2012,50190,2013
Defense,25801147,33,H9222212D0020,,10/15/2013,10/15/2013,29000,2014
Defense,26048818,B852,SPM2DV11D2004,,4/5/2013,4/5/2013,28655.4596,2013
Defense,8244441,W9127810C0091,,,10/15/2010,9/2/2011,7422852,2011
Defense,27975554,AN16,SPM2DV11D0601,,7/21/2014,7/21/2014,40581.8984,2014
Defense,28000358,AV91,SPM2DV11D0703,,1/10/2014,1/10/2014,35859.1211,2014
Defense,27875638,4,N6523612D3873,,10/15/2014,11/14/2014,389158.1211,2015
Defense,24733101,ZW01,W9127810D0108,,10/1/2012,10/1/2012,111535.7813,2013
Defense,26062355,AV41,SPM2DV11D7020,,8/2/2013,8/2/2013,39091.4805,2013
Defense,25889391,1,N6600112D0156,,12/14/2012,12/14/2012,419930,2013
Defense,24731553,63,W9127810D0042,,10/29/2012,10/31/2012,1404373.359,2013
Defense,27832845,95,N0003911D0030,,6/18/2014,9/8/2014,1505430.59,2014
Defense,27620849,6,FA300213D0013,,6/16/2014,6/16/2014,43320,2014
Defense,21379399,Y821,SPM20005D6552,,8/4/2011,8/4/2011,27379.5605,2011
Defense,24609980,3,W911KB07D0014,,11/25/2012,6/13/2013,935715,2013
Defense,18853682,1,N0018911DZ041,,7/7/2014,9/22/2014,401932,2014
Defense,4869160,SPM7L412M0457,,,12/15/2011,12/15/2011,27101,2012
Defense,10089598,85,FA860111D0009,,6/12/2012,6/12/2012,59500,2012
Defense,7977906,W56HZV12CB001,,,12/13/2011,12/13/2011,29370595,2012
Defense,10092255,247,FA862006G4026,,4/17/2013,4/17/2013,48000,2013
Defense,24797528,15,W912DY08D0017,,11/21/2011,7/31/2012,829124,2012
Defense,19012269,451,N4008008D0306,,9/19/2011,9/19/2011,37290,2011
Defense,24748869,15,W912BU11D0022,,5/10/2012,5/10/2012,55000,2012
Defense,19455544,4,N6945007D1275,,11/4/2011,3/14/2012,287970,2012
Defense,19341088,220,N6523610D3812,,9/28/2012,9/28/2012,252000,2012
Defense,26316207,7,W9128F12D0041,,7/18/2013,7/18/2013,199827.3438,2013
Defense,25898502,H9222213F0042,NNG07DA23B,,1/7/2013,1/7/2013,183517.7031,2013
Defense,8319409,W912DS11C0023,,,10/19/2012,9/27/2013,6254299.983,2013
Defense,27602147,4,FA480114D0007,,7/9/2014,7/9/2014,866934.6875,2014
Defense,27115101,N0018914P0457,,,4/2/2014,4/2/2014,55039.999,2014
Defense,18199472,8,HC102808D2010,,12/16/2013,12/16/2013,282082,2014
Defense,26044927,BL37,SPM2DV11D1008,,3/20/2012,3/20/2012,165.09,2012
Defense,1346191,FA700011C0028,,,9/20/2011,9/22/2011,3032857.75,2011
Defense,19370803,19,N6600109D0014,,3/16/2011,3/16/2011,90988.0078,2011
Defense,26433317,55,W912DW11D1002,,10/18/2013,10/21/2013,1247858.75,2014
Defense,3034701,N0010412PFH26,,,8/8/2012,8/8/2012,86400,2012
Defense,28060757,F459,SPM2DV11D7001,,7/22/2014,7/22/2014,33677.5499,2014
Defense,26315199,25,W9127811D0040,,2/1/2013,2/1/2013,248000,2013
Defense,27869955,17,N6247309D1657,,10/6/2014,11/3/2014,9028080,2015
Defense,22774077,7,SPRDL111D0047,,12/29/2011,12/29/2011,48183.8594,2012
Defense,27592593,5092,FA480910DC003,,5/19/2014,5/19/2014,98991,2014
Defense,24670556,4,W911W612D0002,,11/27/2012,11/30/2012,105347,2013
Defense,21459124,A701,SPM2DV11D2002,,7/11/2012,7/11/2012,34431.82,2012
Defense,19179491,5,N6247308G0601,,10/1/2011,8/27/2012,4205844,2012
Defense,24982518,BG01,W91QUZ06D0019,,10/1/2012,8/21/2013,6470000,2013
Defense,26150064,9,SPM4A611D0092,,3/26/2013,3/26/2013,26875.8008,2013
Defense,2362445,HR001112C0069,,,5/2/2012,9/24/2012,1099775.6,2012
Defense,26397101,54,N6523612D4113,,9/16/2013,9/16/2013,353198,2013
Defense,1263644,FA445211C0009,,,9/20/2011,9/20/2011,1338216.875,2011
Defense,26040551,F025,SPM2DV11D0200,,8/30/2013,8/30/2013,41908.1403,2013
Defense,25438568,SPM7MB13C0002,,,11/8/2012,11/8/2012,39130,2013
Defense,28515080,EQ13,SPM2DV11D1008,,3/25/2014,3/25/2014,25415.0602,2014
Defense,25865741,1,N0018913DZ005,,4/22/2013,6/10/2013,190707.8716,2013
Defense,4995410,SPM7M211M3381,,,5/2/2011,5/2/2011,33672,2011
Defense,26039999,C769,SPM2DV11D0200,,5/10/2013,5/10/2013,27002.4499,2013
Defense,28092656,EE62,SPM2DV11D5000,,6/19/2014,6/19/2014,51198.2394,2014
Defense,10127245,3,FA890310D8505,,6/12/2012,6/12/2012,391296.4063,2012
Defense,21379112,Y112,SPM20005D6552,,7/18/2011,7/18/2011,128963.4375,2011
Defense,8478040,W912PP12C0029,,,11/26/2013,11/26/2013,152905,2014
Defense,18692362,VX21,N0003010G0029,,10/1/2012,10/1/2012,27525,2013
Defense,21379030,X836,SPM20005D6552,,6/27/2013,6/27/2013,52755.6289,2013
Defense,4389329,SPM4A412V0505,,,11/1/2011,11/1/2011,51024,2012
Defense,9216208,1380,DABJ0103D0009,,3/23/2011,3/23/2011,26527,2011
Defense,18632131,10,M6785408D8028,,1/13/2011,1/13/2011,971903,2011
Defense,22780738,GB2S,SPRPA111G001Y,,4/29/2013,4/29/2013,39464,2013
Defense,27720505,9,N4008014D0352,,8/23/2014,8/23/2014,28753,2014
Defense,10395111,HC102812F0211,GS00Q09BGD0037,,5/22/2013,5/22/2013,479984.125,2013
Defense,25263044,N6883613F0106,,,8/1/2011,8/1/2011,148437,2011
Defense,22419167,LJT4,SPM50005DBP06,,9/26/2011,9/26/2011,204750,2011
Defense,2965075,N0002411C5211,,,8/25/2011,8/25/2011,261783.6406,2011
Defense,7976080,W56HZV11C0114,,,10/5/2011,9/14/2012,7310124.625,2012
Defense,25433897,SPM7M813M3232,,,6/18/2013,6/18/2013,31104,2013
Defense,22348445,BKY5,SPM50004DBP10,,11/16/2010,11/16/2010,37800,2011
Defense,10123842,7,FA890306D8506,,10/19/2012,12/28/2012,11951214.94,2013
