Customer,CSIScontractID,PrimeAwardPIID,PrimeAwardIDVPIID,PrimeAwardFederalAwardID,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount,PrimeFiscalYear
Defense,28551783,CV01,W912DR10D0018,,5/2/2014,5/2/2014,203932,2014
Defense,26048318,DZ56,SPM2DV11D2002,,9/5/2013,9/5/2013,35283.0102,2013
Defense,10100247,2,FA875012D0001,,4/3/2013,4/3/2013,26728,2013
Defense,1422188,FA865012C6358,,,3/13/2013,3/13/2013,714060,2013
Defense,8262715,W9128F12C0055,,,10/2/2012,6/7/2013,28054934,2013
Defense,25855449,25,N0001912G0006,,6/3/2013,6/3/2013,603488.625,2013
Defense,2966908,N0003011C0045,,,12/6/2010,9/30/2011,7888436.887,2011
Defense,24732104,603,W9127810D0043,,9/28/2012,9/28/2012,369495,2012
Defense,10105653,X011,FA877104D0003,,6/9/2011,6/9/2011,46945,2011
Defense,63008499,5,,,10/25/2011,10/25/2011,251000,2012
Defense,22419961,MKT2,SPM50005DBP06,,5/22/2012,5/22/2012,31250,2012
Defense,27908602,B288,SPM2DV11D9202,,9/30/2013,9/30/2013,114586.4219,2013
Defense,18199538,32,HC102808D2015,,8/9/2013,8/9/2013,3200000,2013
Defense,27339217,SPE4A514V3230,,,8/8/2014,8/8/2014,48000,2014
Defense,28246921,2,W56HZV13D0015,,8/13/2012,8/13/2012,63000,2012
Defense,27973830,A461,SPM2DV11D0211,,11/14/2013,11/14/2013,36577.7188,2014
Defense,19057282,207,N4425507D2003,,5/4/2011,5/4/2011,68862,2011
Defense,10105083,SW28,FA877104D0003,,10/10/2012,10/10/2012,73656,2013
Defense,62639730,SPE7M515V0981,,,12/15/2014,12/15/2014,53464.3906,2015
Defense,27168267,FA865014C7427,,,11/12/2014,11/19/2014,1674025,2015
Defense,27339098,SPE7M114M5845,,,6/16/2014,6/16/2014,24125.1992,2014
Defense,60411219,23,N6554009D0026,,12/1/2014,2/10/2015,430700.7012,2015
Defense,18632840,2,M6785410D5117,,10/18/2010,1/24/2011,394341,2011
Defense,18628536,33,M6785405D6014,,6/27/2011,9/28/2011,2226124.176,2011
Defense,10104741,RSMU,FA877104D0003,,7/25/2011,7/25/2011,616240,2011
Defense,27208328,SPE4A614VN537,,,9/25/2014,9/25/2014,52488,2014
Defense,27982926,P403,SPM2DV11D2010,,6/2/2014,6/2/2014,537928.7813,2014
Defense,24826898,925,W912HZ09D0003,,8/30/2011,8/30/2011,82582.6016,2011
Defense,10105856,ZVD2,FA877104D0003,,9/29/2011,9/29/2011,126120,2011
Defense,14374313,H9224312F0223,GS07F6072P,,8/1/2012,8/1/2012,39150,2012
Defense,25461064,SPRDL113C0034,,,4/29/2013,4/29/2013,787512,2013
Defense,4849873,SPM7L311M6094,,,5/17/2011,5/17/2011,39200,2011
Defense,10091347,4,FA861511D6049,,10/1/2011,1/12/2012,875505,2012
Defense,27176303,FA865014C7436,,,11/24/2014,2/10/2015,94782,2015
Defense,24581252,2,W58RGZ12D0008,,11/23/2011,11/23/2011,1152270,2012
Defense,26411030,AM88,SPM2DV11D5002,,9/28/2013,9/28/2013,119387.7422,2013
Defense,5001276,SPM7M212MV188,,,4/10/2012,4/10/2012,26010,2012
Defense,28070554,A169,SPM2DV11D9019,,4/21/2014,4/21/2014,28366.5595,2014
Defense,22780705,GB04,SPRPA111G001Y,,8/3/2011,8/3/2011,3721300,2011
Defense,26410224,C779,SPM2DV11D2004,,9/13/2013,9/13/2013,153881,2013
Defense,24721945,25,W9126G10D0039,,3/19/2012,3/21/2012,165815.0196,2012
Defense,25387359,SPM5EM13M0257,,,11/13/2012,11/13/2012,29720,2013
Defense,2957241,N0001411C0030,,,2/8/2011,2/8/2011,64000,2011
Defense,28037603,AE22,SPM2DV11D0203,,1/23/2014,1/23/2014,46521.3294,2014
Defense,24983502,V701,W91QUZ07D0001,,6/8/2011,6/8/2011,225000,2011
Defense,26040110,C957,SPM2DV11D0200,,8/5/2013,8/5/2013,34954.4,2013
Defense,21461337,A887,SPM2DV11D7001,,7/30/2012,7/30/2012,69304,2012
Defense,3463926,N6264511P0065,,,6/28/2011,6/28/2011,125931.5391,2011
Defense,26309094,29,W911S011D0038,,10/18/2013,10/18/2013,565267.375,2014
Defense,20433335,684,SP070000D3180,,2/28/2011,2/28/2011,523252,2011
Defense,22781527,YM05,SPRPA111G001Y,,8/24/2011,8/24/2011,30772,2011
Defense,8348824,W912HQ12C0006,,,6/5/2012,6/19/2012,81617,2012
Defense,25857120,54,N0003911D0030,,2/21/2013,2/21/2013,51031.0508,2013
Defense,25801588,815,H9225409D0001,,12/12/2013,2/24/2014,1162500,2014
Defense,27526441,W900KK14C0001,,,10/23/2014,2/20/2015,7257718.121,2015
Defense,24601720,5,W90FYQ12D0006,,10/17/2012,10/17/2012,884200,2013
Defense,3542142,N6600112C4050,,,10/10/2013,5/9/2014,625090,2014
Defense,21459337,AP28,SPM2DV11D2002,,8/28/2012,8/28/2012,25017.5996,2012
Defense,4849303,SPM7L311M4378,,,3/11/2011,3/11/2011,204750,2011
Defense,19457168,78,N6945009D0064,,5/2/2012,5/2/2012,49096,2012
Defense,24583460,6,W74V8H04D0020,,3/15/2013,3/15/2013,2715264,2013
Defense,27238579,N4425514C5000,,,10/1/2014,11/12/2014,620023,2015
Defense,4852491,SPM7L312M2023,,,5/19/2011,5/19/2011,50274,2011
Defense,27866572,73,N6523612D4120,,7/1/2014,7/7/2014,335531.4766,2014
Defense,25224837,N0003013C0038,,,7/31/2013,8/13/2013,354778.6582,2013
Defense,24732137,639,W9127810D0043,,4/23/2014,9/23/2014,528705.3955,2014
Defense,26407808,211,SPM2D109D8314,,9/19/2013,9/19/2013,868000,2013
Defense,24731549,58,W9127810D0042,,11/28/2012,11/28/2012,73200,2013
Defense,10395170,M6785412F4911,GS00Q09BGD0048,,2/18/2014,3/26/2014,214364,2014
Defense,19456822,6,N6945008D1283,,10/6/2011,8/20/2012,4752463.445,2012
Defense,22348747,BRH4,SPM50004DBP10,,10/19/2011,10/19/2011,58475,2012
Defense,28075562,E691,SPM2DV11D1008,,1/29/2014,1/29/2014,48249.3984,2014
Defense,26429500,4,W911NF08D0004,,10/13/2014,10/14/2014,1546842,2015
Defense,27860386,60,N6660412D1068,,10/30/2014,1/23/2015,2589726.9,2015
Defense,26412085,E736,SPM2DV11D9001,,9/25/2013,9/25/2013,30240,2013
Defense,25881616,4,N6247311D0018,,11/8/2013,7/7/2014,14290450,2014
Defense,25664210,69,FA862011G4020,,10/1/2013,1/14/2014,1579600,2014
Defense,25311801,SPE4A413V3803,,,2/1/2013,2/1/2013,29672.5,2013
Defense,22348266,BGS1,SPM50004DBP10,,9/13/2010,9/13/2010,56904.6289,2010
Defense,26301301,2,W56HZV13D0008,,12/1/2014,12/19/2014,3115984.125,2015
Defense,9987948,17,FA447910D0003,,9/26/2011,9/26/2011,48374,2011
Defense,26315001,79,W9127810D0042,,1/9/2013,1/9/2013,49645,2013
Defense,21333425,B357,SPM20005D6311,,7/15/2011,7/15/2011,52527.0391,2011
Defense,22216003,2,SPM4A710D0311,,6/6/2012,6/6/2012,71404.3984,2012
Defense,25887895,10,N6523612D4132,,8/29/2013,9/12/2013,116593,2013
Defense,3414991,N5005412C1203,,,5/2/2012,5/14/2012,14976267.79,2012
Defense,18172673,3,H9222211D0001,,10/1/2012,3/1/2013,1137722.023,2013
Defense,27726791,120,N4425512D7009,,9/19/2014,9/19/2014,54828,2014
Defense,19011732,1209,N4008008D0305,,10/4/2011,8/20/2012,339286.5,2012
Defense,5271655,SPRDL111P0175,,,6/20/2011,6/20/2011,39726,2011
Defense,27334707,SPE7M114M4410,,,6/22/2014,6/22/2014,58999.6406,2014
Defense,25358284,SPE7M313M1015,,,5/20/2013,5/20/2013,40558,2013
Defense,20450820,232,SP070099D0301,,11/4/2013,7/28/2014,276888,2014
Defense,27590089,60,FA252113D0005,,10/9/2014,10/9/2014,1869.6,2015
Defense,26433729,CK41,W912DY13D0018,,2/11/2014,2/11/2014,87450,2014
Defense,28066284,F493,SPM2DV11D8202,,1/28/2014,1/28/2014,34580.7999,2014
Defense,19182501,51,N6247310D4009,,12/1/2011,8/10/2012,2342182.02,2012
Defense,25185231,HR001113C0063,,,5/30/2013,5/30/2013,463584,2013
Defense,12387214,HC102811F0711,GS06F0612Z,,10/8/2012,10/16/2012,728014.4844,2013
Defense,26207452,Z66R,SPRPA111G001Y,,1/30/2014,1/30/2014,226928.1564,2014
Defense,5205080,SPM8E712M0495,,,4/2/2007,4/2/2007,30708.5605,2007
Defense,28486585,3,N0018912DZ052,,8/11/2014,8/11/2014,1327380.375,2014
Defense,5002827,SPM7M212V3173,,,9/17/2012,9/17/2012,42641,2012
Defense,28400068,N0038314CP025,,,8/27/2014,8/27/2014,77345,2014
Defense,25654235,97,F1962801D0016,,11/10/2014,1/14/2015,951545.6681,2015
Defense,25811024,43,HDTRA110D0002,,10/21/2013,10/21/2013,106501,2014
Defense,24731565,76,W9127810D0042,,11/21/2012,5/23/2013,1379276,2013
Defense,26045732,CX66,SPM2DV11D1008,,8/20/2013,8/20/2013,58997,2013
Defense,25224538,N0001913C9999,,,2/2/2015,2/25/2015,8094696,2015
Defense,62444110,SPE4A415V1202,,,11/26/2014,11/26/2014,45619,2015
Defense,24727232,10,W9127807D0071,,10/1/2010,10/1/2010,236981,2011
Defense,24751366,5,W912BV10D1004,,6/11/2012,6/11/2012,60000,2012
Defense,27705118,JZYB,N0001911G0001,,10/30/2014,1/21/2015,923040.4219,2015
Defense,26379028,26,FA852711D0011,,12/30/2013,8/12/2014,438716.0234,2014
Defense,22781120,Y84P,SPRPA111G001Y,,9/9/2011,9/9/2011,1647800,2011
Defense,25013246,BA02,W91QUZ12D0011,,10/15/2013,10/15/2013,64317.1602,2014
Defense,9977807,4,FA441610D0003,,4/26/2011,4/26/2011,38915,2011
Defense,20584065,6,SP470110A0001,,10/25/2010,8/1/2011,9835483,2011
Defense,24732146,ZW17,W9127810D0043,,10/24/2013,6/10/2014,253426.6875,2014
Defense,28486058,44,N0017804D4024,,12/14/2011,12/14/2011,1500000,2012
Defense,19183833,3,N6247311D0813,,8/17/2011,8/17/2011,74592,2011
Defense,27774370,7,HQ003413D0004,,3/3/2014,3/3/2014,165594,2014
Defense,28486532,2,N0018912D0008,,11/3/2014,11/3/2014,85000,2015
Defense,28206393,13,W9127814D0030,,9/23/2014,9/23/2014,80514,2014
Defense,25656075,132,FA449708D0005,,1/14/2013,1/14/2013,107264.5508,2013
Defense,26042117,A369,SPM2DV11D0700,,11/26/2012,11/26/2012,26409.1101,2013
Defense,25863137,8C88,N0018904D0036,,6/2/2013,7/30/2013,202250,2013
Defense,1431312,FA880812C0005,,,12/18/2012,12/18/2012,234430,2013
Defense,26297659,1,W15QKN13D0052,,5/15/2013,5/15/2013,4147112.5,2013
Defense,24826834,860,W912HZ09D0003,,6/13/2011,6/13/2011,425081,2011
Defense,26395306,66,N4425512D7009,,11/8/2013,11/8/2013,195765,2014
Defense,25356673,SPE7M113V1424,,,5/30/2013,5/30/2013,73875,2013
Defense,2166033,HDTRA111C0001,,,1/13/2011,1/13/2011,63676,2011
Defense,21378753,X122,SPM20005D6552,,5/11/2011,5/11/2011,32852.9403,2011
Defense,24506158,7,W15P7T10DA804,,12/11/2012,3/21/2013,2446905.875,2013
Defense,12381932,HQ042311F0073,GS06F0297Z,,7/5/2011,7/22/2011,407880,2011
Defense,25461684,SPRMM113CWA69,,,5/29/2013,5/29/2013,127820,2013
Defense,9993473,52,FA461010D0007,,9/27/2011,9/27/2011,24582,2011
Defense,18802625,FG03,N0017805D4309,,10/31/2012,1/16/2013,206183,2013
Defense,26409652,B245,SPM2DV11D0704,,9/20/2013,9/20/2013,70322.7402,2013
Defense,28257493,19,W9128Z11D0007,,10/8/2014,10/8/2014,120223.0625,2015
Defense,19011528,994,N4008008D0305,,6/26/2011,6/26/2011,74500,2011
Defense,9975645,7,FA309912D0015,,1/10/2013,6/18/2013,571150.25,2013
Defense,10089547,34,FA860111D0009,,10/23/2011,10/23/2011,31323,2012
Defense,5001855,SPM7M212V1155,,,3/16/2012,3/16/2012,28512,2012
Defense,24778252,25,W912DQ11D4006,,10/23/2012,3/1/2013,105705,2013
Defense,24732242,114,W9127810D0044,,11/4/2011,11/4/2011,298477.8748,2012
Defense,25727786,FA890313F0015,GS10F0189T,,6/19/2013,6/19/2013,26000,2013
Defense,22419096,LFW3,SPM50005DBP06,,9/6/2011,9/6/2011,130153.2734,2011
Defense,28425618,SPE7MC14M7713,,,6/24/2014,6/24/2014,36698,2014
Defense,25800019,N0017313F0715,GS35F5192G,,9/30/2013,9/30/2013,89112,2013
Defense,28053521,AK49,SPM2DV11D3503,,8/4/2014,8/4/2014,76140,2014
Defense,26300358,2,W52P1J13D0004,,10/21/2013,1/23/2014,5586903,2014
Defense,24732315,191,W9127810D0044,,11/16/2012,11/16/2012,811286,2013
Defense,18801838,FC32,N0017804D4119,,7/13/2011,8/11/2011,426240,2011
Defense,21379236,Y351,SPM20005D6552,,7/20/2011,7/20/2011,48509.9688,2011
Defense,28040039,A503,SPM2DV11D2011,,11/21/2013,11/21/2013,150592.1563,2014
Defense,2362343,HR001111C0100,,,10/30/2012,5/9/2013,141620,2013
Defense,28550952,290,W9124D11D0036,,2/4/2014,2/4/2014,48750,2014
Defense,25565959,W911YN13C0002,,,8/7/2013,8/23/2013,508133.7735,2013
Defense,1431356,FA881411C0002,,,2/13/2013,2/13/2013,80200,2013
Defense,25896198,N0001513F0079,NNG07DA18B,,6/10/2013,6/10/2013,182297,2013
Defense,26395301,10,N4425512D7009,,1/2/2014,1/2/2014,55045,2014
Defense,28157146,00N2,SPM4A111G0005,,1/28/2015,1/28/2015,92286,2015
Defense,26045756,CZ13,SPM2DV11D1008,,8/22/2013,8/22/2013,44995.3792,2013
Defense,10093963,4,FA862810D1000,,3/1/2013,3/1/2013,112479.5313,2013
Defense,26410300,CA79,SPM2DV11D2004,,9/24/2013,9/24/2013,38451.4805,2013
Defense,21306944,SJ76,SPM20005D6220,,10/7/2011,10/7/2011,41114.9099,2012
Defense,18800546,HR20,N0017804D4016,,5/12/2014,5/12/2014,46586.3281,2014
Defense,9980025,4023,FA441808D0002,,7/6/2011,7/6/2011,580351.125,2011
Defense,8490264,W912QR12C0033,,,10/10/2013,12/4/2013,243851.3321,2014
Defense,22417715,JBK2,SPM50005DBP06,,9/27/2010,9/27/2010,26000,2010
Defense,10001459,5058,FA480910DC003,,10/17/2012,12/21/2012,68019.4805,2013
Defense,27314490,SPE4A614V4332,,,11/26/2013,11/26/2013,71028,2014
Defense,19002983,14,N4002507D7005,,12/14/2011,12/14/2011,563226.9376,2012
Defense,4850345,SPM7L311M7485,,,12/6/2010,12/6/2010,60000,2011
Defense,2166146,HDTRA112C0002,,,2/27/2013,6/13/2013,122000,2013
Defense,10104756,RSNB,FA877104D0003,,9/28/2011,9/28/2011,734003,2011
Defense,26396401,29,N6258310D0409,,1/24/2014,1/29/2014,249056.0391,2014
Defense,24732054,540,W9127810D0043,,10/22/2013,10/22/2013,1050,2014
Defense,26395316,76,N4425512D7009,,1/8/2014,1/8/2014,53177,2014
Defense,20440796,378,SP070003D1380,,6/1/2010,6/1/2010,582231,2010
Defense,25727146,FA890313F0006,GS10F0090J,,1/17/2013,1/17/2013,227878,2013
Defense,24669608,5,W911W410D0001,,4/12/2012,8/17/2012,1193240,2012
Defense,10394985,W52P1J11F0014,GS00Q09BGD0018,,3/19/2012,3/20/2012,678229,2012
Defense,26309095,30,W911S011D0038,,10/23/2013,8/5/2014,2483515.281,2014
Defense,24689776,6,W9124712D0009,,10/3/2012,10/3/2012,385209.5938,2013
Defense,26379169,264,FA860111D0009,,9/23/2013,9/23/2013,252977,2013
Defense,8348589,W912HQ11C0070,,,8/4/2011,8/4/2011,76489,2011
Defense,25376552,SPM5E113V8146,,,7/1/2013,7/1/2013,31432.1992,2013
Defense,25865642,GT02,N0018913D0023,,8/1/2013,8/1/2013,163000.25,2013
Defense,25655280,15,FA300212D0003,,11/19/2012,11/19/2012,26313.1001,2013
Defense,19353861,12,N6554009D0029,,11/20/2012,2/25/2013,712290.3438,2013
Defense,28231695,190,W911RX12D0003,,9/2/2014,9/9/2014,211200,2014
Defense,27549379,W56HZV14CL752,,,11/21/2014,11/21/2014,95919.0703,2015
Defense,19370832,48,N6600109D0014,,8/15/2012,8/15/2012,507370.8125,2012
Defense,10395688,M6890912F7632,GS00Q12NSD0012,,7/6/2012,8/9/2012,7166587.844,2012
Defense,26326473,83,W912P809D0014,,12/10/2013,12/10/2013,753441.5,2014
Defense,25156020,FA880713C0006,,,9/3/2013,9/13/2013,9221146.148,2013
Defense,25660345,3,FA810112D0013,,1/1/2013,1/1/2013,13802739,2013
Defense,25256751,N6134013C0007,,,10/17/2013,3/26/2014,226608.1504,2014
Defense,20583364,294,SP470107A0001,,7/1/2007,8/1/2007,1411057.672,2007
Defense,26379602,Q204,FA877104D0003,,10/23/2013,10/23/2013,1515397,2014
Defense,27483344,25,FA461014D0003,,9/12/2014,9/12/2014,76965,2014
Defense,62645781,SPE7M815V0105,,,10/21/2014,10/21/2014,35893.5,2015
Defense,24749176,1,W912BU12D0033,,3/11/2013,3/11/2013,51920,2013
Defense,24702411,103,W9124D11D0036,,2/22/2012,2/22/2012,60759,2012
Defense,27972223,F101,SPM2DV11D0200,,10/7/2013,10/7/2013,59332.0389,2014
Defense,1400467,FA850912C0001,,,8/17/2012,9/17/2012,89469,2012
Defense,2166064,HDTRA111C0050,,,7/19/2011,9/15/2011,129424.9395,2011
Defense,26308172,3,W911QY11D0058,,2/21/2014,8/12/2014,295810.4531,2014
Defense,9969856,4C10,FA300206D0003,,10/13/2014,1/16/2015,3310600.875,2015
Defense,5047725,SPM7M411M4243,,,8/2/2011,8/2/2011,26620,2011
Defense,25801605,833,H9225409D0001,,5/30/2013,5/30/2013,332687.9688,2013
Defense,26045606,CP03,SPM2DV11D1008,,7/25/2013,7/25/2013,29426.4902,2013
Defense,24733508,13,W9127811D0034,,11/9/2012,8/22/2013,895019.4492,2013
Defense,28199663,8,W911QY11D0057,,3/31/2014,3/31/2014,212416.5996,2014
Defense,21338265,AE01,SPM20005D6331,,4/13/2011,4/13/2011,25575.5508,2011
Defense,24797532,19,W912DY08D0017,,1/2/2013,9/26/2013,1386848.344,2013
Defense,25888484,16,N6554009D0029,,11/14/2013,9/30/2014,1189643.625,2014
Defense,2362445,HR001112C0069,,,3/24/2014,3/24/2014,159361.375,2014
Defense,8504068,W9133L12P0157,,,1/29/2014,1/29/2014,62849.3799,2014
Defense,22348499,BLT4,SPM50004DBP10,,4/1/2011,4/1/2011,36660,2011
Defense,2965111,N0002411E4310,,,10/31/2012,9/12/2013,658155,2013
Defense,1357035,FA810111M0084,,,4/25/2011,4/25/2011,40868.4492,2011
Defense,20440787,369,SP070003D1380,,2/18/2009,8/11/2009,5763097.75,2009
Defense,25664204,58,FA862011G4020,,10/10/2013,10/10/2013,107320,2014
Defense,10099947,11,FA875007D0027,,10/6/2011,9/27/2012,5807483,2012
Defense,10096120,6,FA865006D1079,,10/2/2010,3/11/2011,3982738.563,2011
Defense,28132881,26,W9126G14D0017,,9/22/2014,9/22/2014,260290.7344,2014
Defense,25044691,2.00E+01,W91WAW11D0007,,11/5/2011,11/5/2011,1899771.5,2012
Defense,26343015,FA481413P0131,,,9/24/2013,9/24/2013,89809.9609,2013
Defense,27998331,EK30,SPM2DV11D9001,,11/22/2013,11/22/2013,29300.4102,2014
Defense,3170514,N0018911CZ077,,,9/28/2011,9/28/2011,138922,2011
Defense,25865745,1,N0018913DZ006,,3/25/2014,3/25/2014,436309.1876,2014
Defense,28074379,G675,SPM2DV11D9200,,6/25/2014,6/25/2014,60124.1007,2014
Defense,10097268,1,FA865011D3134,,4/2/2012,4/9/2012,1009576,2012
Defense,9977867,69,FA441610D0003,,11/16/2012,11/16/2012,56430,2013
Defense,28410023,SPE4A414VK354,,,8/4/2014,8/4/2014,92443.6797,2014
Defense,27643876,13,FA461014D0003,,8/5/2014,8/5/2014,38917,2014
Defense,24702403,95,W9124D11D0036,,1/31/2012,1/31/2012,117214,2012
Defense,25664240,1254,FA862011G4025,,12/5/2013,9/10/2014,80185,2014
Defense,26394778,10,N4008512D2214,,9/16/2013,9/16/2013,124259,2013
Defense,22348700,BQX3,SPM50004DBP10,,10/6/2011,10/6/2011,35860,2012
Defense,27900667,3,N6523612D3803,,10/1/2014,10/6/2014,618624,2015
Defense,1383729,FA820412C0003,,,10/24/2013,7/24/2014,7226407.961,2014
Defense,8198479,W9124D11C0011,,,7/31/2011,7/31/2011,10997805,2011
Defense,3627865,N6893612C0179,,,1/31/2013,1/31/2013,48000,2013
Defense,10092967,13,FA862011G4020,,10/18/2012,8/22/2013,1774135.766,2013
Defense,28489993,11,N6600112D0060,,1/23/2014,1/23/2014,177905.7344,2014
Defense,26377590,29,FA481409D0015,,10/7/2013,6/28/2014,440188,2014
Defense,25044806,1,W91WAW12D0019,,9/1/2012,9/1/2012,2892589.633,2012
Defense,2166174,HDTRA112C0034,,,3/19/2014,6/11/2014,319485,2014
Defense,19139994,WE28,N6247008D1006,,10/3/2013,1/13/2014,604786.0449,2014
Defense,24731892,364,W9127810D0043,,9/2/2011,9/2/2011,257550.25,2011
Defense,27732379,1036,H9225409D0001,,11/6/2014,1/26/2015,396731,2015
Defense,24732246,119,W9127810D0044,,11/4/2011,11/4/2011,311670,2012
Defense,2961580,N0001910C0092,,,10/4/2013,5/13/2014,579156.6953,2014
Defense,19178144,13,N6247308D3828,,10/4/2010,10/4/2010,180641,2011
Defense,19012215,396,N4008008D0306,,3/23/2012,3/23/2012,90379,2012
Defense,3261987,N0038311CF038,,,4/25/2011,4/25/2011,254628,2011
Defense,18175223,601,H9225409D0001,,6/11/2013,6/11/2013,83221,2013
Defense,24931287,27,W91CRB07D0030,,10/9/2012,10/9/2012,49162.5,2013
Defense,21459371,AQ78,SPM2DV11D2002,,8/31/2012,8/31/2012,31767.3901,2012
Defense,27907328,AT03,SPM2DV11D9109,,4/2/2014,4/2/2014,45548.6587,2014
Defense,28099726,EW92,SPM2DV11D9200,,2/26/2014,2/26/2014,106213.3828,2014
Defense,5281987,SPRMM112PPA60,,,10/28/2011,10/28/2011,55710,2012
Defense,10092991,43,FA862011G4020,,7/13/2012,7/30/2012,2134544,2012
Defense,2966902,N0003011C0031,,,11/20/2012,4/10/2013,55677.1992,2013
Defense,28206492,5,W9128F09D0044,,7/23/2014,7/23/2014,38458.7099,2014
Defense,28063503,EU56,SPM2DV11D7002,,7/15/2014,8/15/2014,33054.3408,2014
Defense,27483455,262,FA480110D0001,,10/3/2014,10/3/2014,123207.0703,2015
Defense,10104078,Q927,FA877104D0003,,7/30/2012,7/30/2012,315451,2012
Defense,19577587,N0001511F1090,NNG07DA49B,,5/4/2011,5/4/2011,46716.5391,2011
Defense,20433389,738,SP070000D3180,,10/23/2012,7/12/2013,2339525.5,2013
Defense,5024968,SPM7M311M3664,,,4/19/2011,4/19/2011,116272,2011
Defense,25801128,14,H9222212D0020,,10/1/2012,2/20/2013,370879,2013
Defense,26064447,E822,SPM2DV11D8202,,8/28/2013,8/28/2013,219863.4063,2013
Defense,2351179,HQ051612C0007,,,6/6/2012,6/6/2012,4096000,2012
Defense,19370825,41,N6600109D0014,,5/18/2012,5/18/2012,65423.1094,2012
Defense,26301310,11,W56HZV13D0008,,12/20/2011,12/20/2011,59994,2012
Defense,25225005,N0003913C0008,,,10/16/2013,10/16/2013,2067762,2014
Defense,19180727,45,N6247309D3437,,11/8/2011,11/8/2011,125512,2012
Defense,21429520,116,SPM2D109D8314,,9/23/2011,9/23/2011,194402,2011
Defense,5204898,SPM8E711V0970,,,9/22/2011,9/22/2011,29720.25,2011
Defense,27810198,N0001514F0134,GS35F0785J,,9/22/2014,9/22/2014,84919.4688,2014
Defense,18800722,NS31,N0017804D4024,,4/1/2008,4/1/2008,18000000,2008
Defense,26395704,FZ01,N6247013D8007,,11/12/2013,12/3/2013,73000,2014
Defense,26344752,FA862013C3018,,,9/27/2013,9/27/2013,9465963.391,2013
Defense,24794740,5,W912DW11D1000,,11/2/2011,11/7/2011,231018,2012
Defense,27501092,10,FA920012D0289,,2/10/2014,2/10/2014,52332,2014
Defense,19251537,HC13,N6274206D1881,,10/2/2010,10/2/2010,25000,2011
Defense,28255991,682,W9124D08D0045,,3/26/2014,3/26/2014,356431,2014
Defense,28262894,295,W58RGZ12D0089,,6/5/2014,6/5/2014,160626.7344,2014
Defense,1421129,FA865010C7089,,,1/20/2011,1/20/2011,197000,2011
Defense,24794921,2,W912DW11D1012,,2/17/2012,2/17/2012,55953.8281,2012
Defense,2934941,M6785412C0217,,,1/31/2012,1/31/2012,5415018,2012
Defense,27588663,390,FA860111D0009,,9/22/2014,9/22/2014,83572,2014
Defense,24626679,4,W911QY10D0037,,4/8/2011,4/11/2011,159316,2011
Defense,22348997,BVG7,SPM50004DBP10,,9/24/2012,9/24/2012,54450,2012
Defense,27280974,SPE4A714V1581,,,8/1/2014,8/1/2014,34560,2014
Defense,18800658,EX07,N0017804D4024,,11/20/2006,11/20/2006,36000000,2007
Defense,5279899,SPRMM111PPT32,,,9/30/2011,9/30/2011,68425,2011
Defense,24700874,264,W9124D08D0046,,8/7/2012,8/7/2012,93250,2012
Defense,19012382,565,N4008008D0306,,11/1/2011,11/1/2011,37210.6406,2012
Defense,3633753,N6945011C1756,,,10/9/2012,3/31/2013,4938413,2013
Defense,25416421,SPM7M113V9542,,,8/6/2013,8/6/2013,26982.4004,2013
Defense,27998207,G717,SPM2DV11D8202,,3/24/2014,3/24/2014,33424.4898,2014
Defense,18201687,274,HC104705D4002,,11/15/2011,11/15/2011,34335,2012
Defense,60406796,20,N5005414D1408,,12/8/2014,12/8/2014,112626.6094,2015
Defense,26039502,B439,SPM2DV11D0200,,12/27/2012,12/27/2012,25462.9703,2013
Defense,28481752,9,HQ014711D0007,,7/18/2014,8/11/2014,2727295.219,2014
Defense,19207377,15,N6258309D0131,,10/6/2011,9/18/2012,1171639.32,2012
Defense,1285078,FA466411C0005,,,1/11/2011,5/6/2011,87171.6001,2011
Defense,28478371,1000,H9225409D0001,,5/8/2014,5/8/2014,327915,2014
Defense,2362232,HR001110C0148,,,10/4/2010,10/4/2010,665422,2011
Defense,27208162,SPE4A614VJ515,,,7/31/2014,7/31/2014,40471.1992,2014
Defense,4294471,SP470211C0031,,,10/4/2011,10/24/2011,446116,2012
Defense,25663364,26,FA853008D0008,,3/15/2013,3/15/2013,45974.5,2013
Defense,9960922,7,FA150010D0001,,12/18/2013,8/1/2014,229303.4922,2014
Defense,26379613,R269,FA877104D0003,,10/16/2013,10/16/2013,149203,2014
Defense,28043339,FK31,SPM2DV11D1008,,6/20/2014,6/20/2014,46548,2014
Defense,25889454,70,N6600112D0156,,7/10/2013,7/10/2013,493980.4539,2013
Defense,26379178,273,FA860111D0009,,10/15/2013,10/15/2013,193473,2014
Defense,25811032,5,HDTRA110D0005,,10/4/2010,2/28/2011,13080991,2011
Defense,22780527,5150,SPRPA111G001Y,,6/12/2014,6/12/2014,184000,2014
Defense,22348182,BFW2,SPM50004DBP10,,8/3/2010,8/3/2010,136644.3438,2010
Defense,27394182,SPE7MC14M4367,,,3/24/2014,3/24/2014,29680,2014
Defense,26299321,31,W31P4Q12D0025,,8/9/2013,8/9/2013,67201.2422,2013
Defense,25857141,5032,N0003911D0030,,11/5/2012,11/5/2012,33041.0313,2013
Defense,27483885,W564KV14C0116,,,10/1/2014,10/1/2014,9000,2015
Defense,21460756,A695,SPM2DV11D5000,,7/25/2012,7/25/2012,72878.1484,2012
