"","Fiscal.Year","Customer","SubCustomer","SubCustomer.component","SubCustomer.sum","SubCustomer.detail","PlatformPortfolio","PlatformPortfolio.sum","ProductServiceOrRnDarea","ServicesCategory.sum","ProductOrServiceCode","ProductOrServiceCodeText","Obligation.2014"
"134",2010-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5820","RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",0.000131607595207531
"135",2011-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2510","VEH CAB BODY FRAME STRUCTURAL COMP",0.0081188747167436
"136",2012-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7030","ADP SOFTWARE",0.00397609321388117
"137",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D316","IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT",0.000114649129248846
"138",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","ERS","Services (Non-R&D)","J099","MAINT-REP OF MISC EQ",0.000148971884179606
"139",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.000427372555602182
"140",2007-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other R&D and Knowledge Based","Other","Advanced Technology Development (6.3)","R&D","AA13","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT)",0.00194899876529352
"141",2006-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3990","MISC MATERIALS HANDLING EQ",0.0176454524423963
"142",2005-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6115","GENERATORS & GENERATOR SETS ELECT",3.49636515314027e-05
"143",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ",0.00118005482064116
"144",2011-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4820","VALVES, NONPOWERED",0.00102173267939572
"145",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4820","VALVES, NONPOWERED",0.00127028429615899
"146",2009-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1315","AMMUNITION, 75 MM THROUGH 125 MM.",0.0141168144728296
"147",2011-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",0.00305658621485522
"148",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2350","COMBAT ASSAULT & TACTICAL VEH",0.763937510123794
"149",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R499","OTHER PROFESSIONAL SERVICES",0.00112803998847926
"150",2005-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7030","ADP SOFTWARE",0.00239435466571326
"151",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1560","AIRFRAME STRUCTURAL COMPONENTS",0.000158842845153168
"152",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5999","MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS",0.00123084437683592
"153",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7030","ADP SOFTWARE",0.00294413657490168
"154",2008-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Facilities and Construction","Facilities and Construction","Other","Products (All)","4240","SAFETY AND RESCUE EQUIPMENT",1.48698481561822e-05
"155",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6350","MISC ALARM, SIGNAL, SEC SYSTEMS",5.27062134661182e-05
"156",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4710","PIPE, TUBE AND RIGID TUBING",0.000628013639315869
"157",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP",0.000375518510500108
"158",2008-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","8415","CLOTHING, SPECIAL PURPOSE",4.67373752711497e-05
"159",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2530","VEH BRAKE STEERING AXLE WHEEL COMP",0.00293606456595613
"160",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5342","HARDWARE, WEAPON SYSTEM",0.00023039566201883
"161",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2530","VEH BRAKE STEERING AXLE WHEEL COMP",0.00227545465379573
"162",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",0.00382668386014289
"163",2006-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","6920","ARMAMENT TRAINING DEVICES",4.19320276497696e-05
"164",2000-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J036","MAINT-REP OF SP INDUSTRY MACHINERY",4.8886474741988e-05
"165",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7050","ADP COMPONENTS",7.24032258064516e-05
"166",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",0.000711438177874187
"167",2005-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","4910","MOTOR VEHICLE MAINT EQ",0.00998792396615421
"168",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1095","MISCELLANEOUS WEAPONS",8.31963649469674e-05
"169",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","4210","FIRE FIGHTING EQUIPMENT",0.000218650798064051
"170",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1560","AIRFRAME STRUCTURAL COMPONENTS",0.0107592909720719
"171",2006-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2840","GAS TURBINES & JET ENGINES AIRCRAFT",0.00642846804147465
"172",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3455","CUTTING TOOLS FOR MACHINE TOOLS",7.10046478369682e-06
"173",2006-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7010","ADPE SYSTEM CONFIGURATION",0.000132771889400922
"174",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",0.000845903611713666
"175",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1620","AIRCRAFT LANDING GEAR COMPONENTS",0.0488077292626728
"176",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5975","ELECTRICAL HARDWARE AND SUPPLIES",0.000287529660099589
"177",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Clothing & Subsistence","Products (All)","6540","OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES",5.96026490066225e-06
"178",2009-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING",1.40723100238147e-06
"179",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","3120","BEARINGS, PLAIN, UNMOUNTED",0.000274923111460321
"180",2010-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2510","VEH CAB BODY FRAME STRUCTURAL COMP",0.0159168021929825
"181",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","3040","MISC POWER TRANSMISSION EQ",0.000684478058021217
"182",2002-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","J058","MAINT-REP OF COMMUNICATION EQ",0.00168740046838407
"183",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5895","MISC COMMUNICATION EQ",0.00734160255466551
"184",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4720","HOSE AND FLEXIBLE TUBING",0.00141144620047629
"185",2010-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2590","MISCELLANEOUS VEHICULAR COMPONENTS",0.00334462879760377
"186",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5998","ELE ASSEMB-BDS CARDS-ASSOC HARDWARE",0.00106137389157032
"187",2007-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6150","MISC ELECTRIC POWER & DISTRIB EQ",0.00213069255808733
"188",2011-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U099","EDUCATION/TRAINING- OTHER",-0.000397593883759966
"189",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5320","RIVETS",2.80997830802603e-05
"190",2001-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",0.000106777777777778
"191",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6150","MISC ELECTRIC POWER & DISTRIB EQ",7.82288286334056e-05
"192",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",6.30425455845549e-05
"193",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5895","MISC COMMUNICATION EQ",0.00174891323879628
"194",2000-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1620","AIRCRAFT LANDING GEAR COMPONENTS",0.0372081844106464
"195",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","3040","MISC POWER TRANSMISSION EQ",0.00300218244259088
"196",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3455","CUTTING TOOLS FOR MACHINE TOOLS",4.2648590021692e-05
"197",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7650","DRAWINGS AND SPECIFICATIONS",0.000139346412085606
"198",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","M123","OPER OF GOVT RADAR & NAV FACILITY",0.0121543778801843
"199",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ",3.50230414746544e-05
"200",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",0.000377880184331797
"201",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","3110","BEARINGS, ANTIFRICTION, UNMOUNTED",0.00253303062805387
"202",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J066","MAINT-REP OF INSTRUMENTS & LAB EQ",1.65482442590876e-05
"203",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6650","OPTICAL INSTRUMENTS",0.000407699643306756
"204",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4710","PIPE, TUBE AND RIGID TUBING",0.0119063548387097
"205",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Clothing & Subsistence","Products (All)","8470","ARMOR, PERSONAL",0.00122176497695853
"206",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2520","VEH POWER TRANSMISSION COMPONENTS",-0.00900681105990783
"207",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","Applied Research (6.2)","R&D","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)",0.000517304147465438
"208",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",0.00167816558536312
"209",2012-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","PAMS","Services (Non-R&D)","V211","AIR PASSENGER SERVICE",0.0141142821027701
"210",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5998","ELE ASSEMB-BDS CARDS-ASSOC HARDWARE",0.00168365391490883
"211",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","3630","CLAY AND CONCRETE PRODUCTS INDUSTRIES MACHINERY",2.98264642082429e-05
"212",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","7240","HOUSEHOLD & COMM UTIL CONTAINERS",9.08306451612903e-05
"213",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","7810","ATHLETIC AND SPORTING EQUIPMENT",0.00012110899090807
"214",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R499","OTHER PROFESSIONAL SERVICES",8.18273655853631e-06
"215",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Other Services","Other","MED","Services (Non-R&D)","Q999","MEDICAL- OTHER",0.000254635701275046
"216",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6150","MISC ELECTRIC POWER & DISTRIB EQ",0.00108752219095042
"217",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4730","FITTINGS - HOSE PIPE & TUBE",4.54343939935645e-05
"218",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6230","ELEC PORTABLE & HAND LIGHTING EQ",2.96958216064083e-05
"219",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Engines & Power Plants","Products (All)","6620","ENGINE INSTRUMENTS",0.00100783704046957
"220",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5845","UNDERWATER SOUND EQUIPMENT",0.00597381337951938
"221",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2530","VEH BRAKE STEERING AXLE WHEEL COMP",0.00260867212930744
"222",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R425","ENGINEERING AND TECHNICAL SERVICES",0.00279044452389465
"223",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5999","MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS",0.000668854685466377
"224",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5996","AMPLIFIERS",3.21658986175115e-06
"225",2009-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R799","OTHER MANAGEMENT SUPPORT SERVICES",-0.00158284702316519
"226",2005-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R425","ENGINEERING AND TECHNICAL SERVICES",0.00198110475509474
"227",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ",0.000579048495345313
