fiscal_year,Customer,SubCustomer,CanadaSector,IsSubcontractReportingContract,obligatedAmount,numberOfActions,NumberOfContracts
2009,Defense,Army,C4ISR,0,29414041077.0500,89974,59094
2009,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,42093097210.7100,191407,120119
2009,Defense,Army,Other Services,0,9476875204.7200,33338,20471
2009,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,2202128442.7600,62864,53396
2009,Defense,Navy,Other Products,0,775820068.3700,29701,24401
2008,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,C4ISR,0,8130740.7600,141,116
2008,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Land,0,9350.0600,2,2
2008,Other Agencies,Education,"Weapons, Ammunition and Missiles",0,17769.5000,5,4
2008,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,NULL,0,29953.1400,16,13
2008,Other Agencies,FEDERAL ELECTION COMMISSION,C4ISR,0,4252282.4900,151,106
2008,Other Agencies,FEDERAL ELECTION COMMISSION,Other Services,0,98598.7500,11,12
2008,Other Agencies,FEDERAL TRADE COMMISSION,Other Services,0,5800.0000,1,1
2008,Other Agencies,Interior,"Weapons, Ammunition and Missiles",0,2531593.6100,264,240
2008,Other Agencies,INTERNATIONAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,441538.5900,17,9
2008,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,"Other Facilities, Construction, Manufacturing and Testing",0,20771651.6600,166,88
2008,Other Agencies,Labor,C4ISR,0,200221657.5800,2705,1676
2008,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,Other Products,0,3520.0000,1,1
2008,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,Other R&D and Knowledge Based,0,165232.0000,5,4
2008,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",0,156134385.5600,171,128
2008,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,NULL,0,33885.1900,8,6
2008,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other Products,0,55190.8400,13,8
2008,Other Agencies,NUCLEAR REGULATORY COMMISSION,Land,0,172348.2700,10,7
2008,Other Agencies,OFFICE OF SPECIAL COUNSEL,NULL,0,39571.2000,2,2
2008,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,C4ISR,0,71251044.8400,381,254
2008,Other Agencies,SELECTIVE SERVICE SYSTEM,Other R&D and Knowledge Based,0,894938.0000,55,55
2008,Other Agencies,SMITHSONIAN INSTITUTION,Land,0,624697.3400,29,30
2008,Other Agencies,Transportation,Other R&D and Knowledge Based,0,1666903702.5000,4973,3475
2008,Other Agencies,Transportation,Other Services,0,66674380.0300,428,317
2008,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",0,4722020333.2900,1602363,287393
2008,State and IAP,MILLENNIUM CHALLENGE CORPORATION,C4ISR,0,4354529.3500,39,32
2008,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",0,19572284.9700,91,63
2008,State and IAP,PEACE CORPS,Sea,0,43027.0000,2,2
2008,State and IAP,State,Other R&D and Knowledge Based,0,2122271807.3800,9262,7771
2008,State and IAP,USAID,Sea,0,609461.0496,16,12
2009,Defense,Army,NULL,0,7554147.8500,123,89
2009,Defense,Army,Land,0,21740622446.3500,19713,13542
2009,Defense,DLA,NULL,0,24737383.6600,812,840
2009,Defense,MDA,Other R&D and Knowledge Based,0,1433919980.1500,535,107
2009,Defense,MDA,Other Services,0,-259351.9600,10,5
2009,Defense,MilitaryHealth,C4ISR,0,1260098.4100,31,22
2009,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",0,336646.6000,27,15
2009,Defense,Navy,"Weapons, Ammunition and Missiles",0,5382861134.1600,5158,2785
2009,Defense,Other DoD,Land,0,110030087.1500,443,344
2008,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,"Other Facilities, Construction, Manufacturing and Testing",0,2951658.7900,38,30
2008,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,Other R&D and Knowledge Based,0,6007107.0000,84,50
2008,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,Other Services,0,158335.0000,10,7
2008,Other Agencies,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,C4ISR,0,377502.0300,17,10
2008,Other Agencies,NATIONAL GALLERY OF ART,"Other Facilities, Construction, Manufacturing and Testing",0,8249511.9400,148,93
2008,Other Agencies,NATIONAL LABOR RELATIONS BOARD,C4ISR,0,7158375.3200,208,82
2008,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other R&D and Knowledge Based,0,119762038.5800,443,276
2008,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Weapons, Ammunition and Missiles",0,15256.0000,1,1
2008,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,C4ISR,0,131002186.3800,912,665
2008,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Land,0,75035.5200,7,5
2008,Other Agencies,RAILROAD RETIREMENT BOARD,C4ISR,0,4374324.9900,157,109
2008,Other Agencies,SELECTIVE SERVICE SYSTEM,Land,0,1000.0000,1,1
2008,Other Agencies,SMALL BUSINESS ADMINISTRATION,NULL,0,307674.5300,51,50
2008,Other Agencies,SMALL BUSINESS ADMINISTRATION,"Other Facilities, Construction, Manufacturing and Testing",0,7041779.7400,171,168
2008,Other Agencies,SMITHSONIAN INSTITUTION,"Weapons, Ammunition and Missiles",0,134385.2300,5,5
2008,Other Agencies,Treasury,C4ISR,0,1542291340.3700,12813,9501
2008,Other Agencies,Treasury,Land,0,3034822.4800,171,137
2008,Other Agencies,VA,Air,0,1092881.5200,321,317
2008,State and IAP,MILLENNIUM CHALLENGE CORPORATION,NULL,0,31664.6200,11,9
2008,State and IAP,PEACE CORPS,Other Products,0,7775170.5500,156,151
2008,State and IAP,State,Other Services,0,498631206.1500,3963,3391
2008,State and IAP,USAID,Air,0,2017750.1400,17,17
2008,State and IAP,USAID,Other Products,0,79027743.8785,223,210
2009,Defense,Air Force,Other Products,0,567629824.5400,23470,5309
2009,Defense,Army,Space,0,44302377.2500,48,41
2009,Defense,DLA,Other Services,0,79203002.3200,704,428
2009,Defense,Navy,Sea,0,18970219438.7000,46873,25974
2009,Defense,Other DoD,NULL,0,-103436.5800,25,26
2009,Defense,Other DoD,Air,0,4594774183.9800,8008,5535
2009,DHS,CBP,Other Products,0,39294276.5700,427,391
2009,DHS,CBP,Space,0,14110.9200,2,2
2009,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",0,616783704.7691,9157,6657
2009,DHS,COAST GUARD,Other R&D and Knowledge Based,0,373722404.3900,3904,2653
2009,DHS,COAST GUARD,Sea,0,342364138.3200,4504,3002
2009,DHS,FEMA,Land,0,14961512.2900,413,294
2009,DHS,FEMA,"Weapons, Ammunition and Missiles",0,268950.7100,8,7
2009,DHS,OPO,"Weapons, Ammunition and Missiles",0,800502.9300,13,15
2009,DHS,Other DHS,"Weapons, Ammunition and Missiles",0,5730051.1200,198,157
2009,DHS,TSA,Other Products,0,24831357.8000,334,313
2009,Energy,Energy,C4ISR,0,582069188.9900,3821,2546
2009,Energy,Energy,Land,0,5415490.4000,153,130
2009,HHS,HHS,C4ISR,0,2393165002.3200,7775,6609
2009,HHS,HHS,Land,0,5039239.7500,135,111
2008,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Land,0,15025.6000,1,1
2008,State and IAP,PEACE CORPS,NULL,0,111303.0000,10,10
2008,State and IAP,PEACE CORPS,Other R&D and Knowledge Based,0,91698278.8400,124,212
2008,State and IAP,State,Other Products,0,266104052.4000,3980,3622
2008,State and IAP,State,Sea,0,6118226.0200,165,145
2008,State and IAP,USAID,Other Services,0,433658546.1001,317,274
2009,Defense,Air Force,NULL,0,980381.7200,11,8
2009,Defense,Air Force,Other R&D and Knowledge Based,0,8559653202.4900,23899,11127
2009,Defense,Air Force,Other Services,0,1664373379.5200,8254,5029
2009,Defense,Army,Sea,0,481517409.0800,2165,1260
2009,Defense,DLA,C4ISR,0,1451540759.3900,36252,35614
2009,Defense,DLA,Land,0,2598728500.1000,37089,37384
2009,Defense,DLA,Sea,0,548865867.2200,12006,11497
2009,Defense,Navy,Air,0,23610508528.4500,17857,12031
2009,Defense,Navy,Space,0,843847712.1800,231,99
2009,Defense,Other DoD,Other Products,0,45951956.6900,1061,887
2009,Defense,Other DoD,Sea,0,133098448.5500,1492,1166
2009,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",0,243864639.9800,2328,1956
2009,DHS,COAST GUARD,Space,0,6518.2500,3,1
2009,DHS,FEMA,NULL,0,344672.9000,143,125
2009,DHS,FEMA,Other Services,0,125494917.2100,513,289
2009,DHS,ICE,"Weapons, Ammunition and Missiles",0,23720004.6600,168,160
2009,DHS,OPO,Other Products,0,11276612.5900,74,65
2009,DHS,TSA,NULL,0,-32299.7300,71,71
2009,Energy,Energy,NULL,0,243139.0300,61,45
2009,Energy,Energy,Other R&D and Knowledge Based,0,3933664114.8500,4615,2269
2009,Energy,Energy,"Weapons, Ammunition and Missiles",0,6692289.2200,63,58
2009,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",0,8993319330.7500,741836,721581
2009,HHS,HHS,Air,0,2827381.8000,14,25
2009,HHS,HHS,Other Services,0,1723768140.5800,9303,6631
2009,NASA,NASA,Air,0,96655157.0100,410,206
2009,NASA,NASA,Other Services,0,164962307.3800,1274,390
2009,Other Agencies,NULL,C4ISR,0,5550233.6000,187,75
2009,Other Agencies,NULL,Other Products,0,5910726611.0800,1894362,9060
2009,Other Agencies,All other Customers,"Other Facilities, Construction, Manufacturing and Testing",0,147062801.7600,1939,1603
2009,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",0,100187595.9600,853,496
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,"Other Facilities, Construction, Manufacturing and Testing",0,1062614.8900,63,53
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Services,0,21700.0000,3,1
2009,Other Agencies,Commerce,Land,0,3507141.7000,139,107
2009,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,7043699.5500,67,51
2009,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,Other R&D and Knowledge Based,0,6212654.1600,123,79
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Other Services,0,160533.4500,7,6
2009,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Other Services,0,190146.6400,9,7
2009,Other Agencies,Education,NULL,0,-334022.0400,231,201
2009,Other Agencies,Education,"Other Facilities, Construction, Manufacturing and Testing",0,14365164.1700,228,172
2008,Other Agencies,VA,Other R&D and Knowledge Based,0,625169773.6500,45849,45486
2008,State and IAP,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,84511.0000,3,3
2008,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other R&D and Knowledge Based,0,30126311.5500,416,312
2008,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",0,1856014393.1500,161580,17315
2008,State and IAP,State,"Weapons, Ammunition and Missiles",0,29689895.6000,199,169
2008,State and IAP,USAID,"Other Facilities, Construction, Manufacturing and Testing",0,132928180.5000,945,828
2009,Defense,Air Force,Air,0,22754384787.7700,20710,10874
2009,Defense,Air Force,Space,0,6062699088.5200,608,103
2009,Defense,Army,"Weapons, Ammunition and Missiles",0,13447281451.3700,11858,6219
2009,Defense,DLA,Space,0,33998.5000,2,2
2009,Defense,DLA,"Weapons, Ammunition and Missiles",0,162375160.3300,3887,3909
2009,Defense,MDA,"Weapons, Ammunition and Missiles",0,3659161822.2600,1803,573
2009,Defense,MilitaryHealth,NULL,0,303279.0000,1,1
2009,Defense,Navy,NULL,0,3516397.6600,103,80
2009,Defense,Navy,Land,0,3586236941.3900,6358,4548
2009,Defense,Navy,Other R&D and Knowledge Based,0,8582147581.2000,32145,16185
2009,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,579005490.4800,5586,4486
2009,DHS,COAST GUARD,C4ISR,0,762224303.6100,5117,3994
2009,DHS,COAST GUARD,Other Services,0,54210234.9900,1225,816
2009,DHS,FEMA,C4ISR,0,317876966.6800,1889,1459
2009,DHS,FEMA,Space,0,431357.3800,1,1
2009,DHS,ICE,Land,0,2512361.2800,142,121
2009,DHS,OPO,Sea,0,-4584.8000,2,2
2009,DHS,Other DHS,NULL,0,172.5800,6,5
2009,DHS,Other DHS,Land,0,11196918.4800,153,146
2009,GSA,GSA,Other Products,0,419295288.5800,118568,115944
2009,HHS,HHS,NULL,0,7202949.9000,631,543
2009,HHS,HHS,Other R&D and Knowledge Based,0,6796556943.2800,25496,19844
2009,Other Agencies,NULL,Other R&D and Knowledge Based,0,7445836.8600,216,164
2009,Other Agencies,Agriculture,Air,0,20714256.0200,626,370
2009,Other Agencies,All other Customers,Sea,0,107445.8300,3,3
2009,Other Agencies,Comptroller,"Other Facilities, Construction, Manufacturing and Testing",0,0.0000,NULL,2
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Other R&D and Knowledge Based,0,9135365.3900,551,231
2009,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,C4ISR,0,7839582.6300,151,94
2009,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,"Other Facilities, Construction, Manufacturing and Testing",0,4084241.0600,161,129
2009,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Other Services,0,30118298.5900,55,27
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,NULL,0,31924.0000,4,4
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Land,0,252874.2300,6,6
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other R&D and Knowledge Based,0,13708743.5700,151,121
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,2250143.8400,123,73
2009,Other Agencies,Exec Office,Other Products,0,456338.0000,24,11
2008,State and IAP,NULL,Other R&D and Knowledge Based,0,5731766.7900,121,119
2008,State and IAP,AFRICAN DEVELOPMENT FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",0,241818.7800,1,1
2008,State and IAP,State,Land,0,80806523.0300,2042,1928
2009,Defense,Army,Other Products,0,4011950286.7600,75104,32858
2009,Defense,Army,Other R&D and Knowledge Based,0,15918817087.4000,49101,28995
2009,Defense,DLA,Other Products,0,27251635535.1700,274880,276238
2009,Defense,DLA,Other R&D and Knowledge Based,0,367137551.8500,2100,1275
2009,Defense,MilitaryHealth,Other Services,0,11810040465.6900,799,60
2009,Defense,Navy,C4ISR,0,20529950111.0000,105530,60166
2009,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,11349092184.8200,75021,56742
2009,Defense,Navy,Other Services,0,1882082363.6300,19653,13148
2009,DHS,CBP,Sea,0,23210322.4800,53,31
2009,DHS,COAST GUARD,Land,0,37121973.0084,1445,1138
2009,DHS,FEMA,Other R&D and Knowledge Based,0,578350440.1400,2281,1583
2009,DHS,ICE,C4ISR,0,501743456.2500,2015,1601
2009,DHS,OPO,"Other Facilities, Construction, Manufacturing and Testing",0,139237088.9400,609,467
2009,DHS,TSA,"Weapons, Ammunition and Missiles",0,26240991.3003,41,42
2009,Energy,Energy,Air,0,13088639.0000,47,37
2009,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",0,25747781167.5100,4886,2392
2009,Energy,Energy,Sea,0,733013152.1500,175,22
2009,GSA,GSA,"Weapons, Ammunition and Missiles",0,1470651.8000,58,67
2009,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",0,2210088524.1700,16316,13530
2009,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",0,1472630422.5600,6682,3926
2009,Other Agencies,All other Customers,Other R&D and Knowledge Based,0,172960372.7900,1295,1912
2009,Other Agencies,Archives,Land,0,21000.0000,3,3
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,C4ISR,0,24075042.0500,242,165
2009,Other Agencies,Commerce,NULL,0,7400732.8800,1205,1070
2009,Other Agencies,Commerce,Air,0,3679755.0500,103,72
2009,Other Agencies,Commerce,Other Products,0,33199087.6600,1188,1034
2009,Other Agencies,Commerce,Sea,0,54443471.8500,860,591
2009,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,C4ISR,0,21278102.7900,177,123
2009,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Other Products,0,553984.8800,20,21
2009,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Other R&D and Knowledge Based,0,26810985.8900,354,270
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,C4ISR,0,9255074.6300,146,129
2009,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,"Other Facilities, Construction, Manufacturing and Testing",0,96679.1400,11,10
2009,Other Agencies,ELECTION ASSISTANCE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,10699.8500,1,1
2009,Other Agencies,EPA,Air,0,2123665.7100,70,50
2009,Other Agencies,EPA,Other Products,0,13374094.4000,574,432
2009,Other Agencies,EPA,Sea,0,2298139.9200,30,18
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,NULL,0,41355.0000,9,4
2009,Other Agencies,Exec Office,C4ISR,0,54998864.1400,572,368
2009,Other Agencies,FEDERAL ELECTION COMMISSION,Other Services,0,9031.6300,6,3
2008,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other Products,0,84752.2000,8,9
2008,State and IAP,PEACE CORPS,"Other Facilities, Construction, Manufacturing and Testing",0,330695.2800,59,44
2008,State and IAP,PEACE CORPS,Other Services,0,2349349.4300,111,105
2008,State and IAP,USAID,NULL,0,31316.1600,6,6
2008,State and IAP,USAID,Other R&D and Knowledge Based,0,1480102268.1868,4166,3068
2008,State and IAP,USAID,"Weapons, Ammunition and Missiles",0,13205.7185,4,4
2009,Defense,Air Force,"Weapons, Ammunition and Missiles",0,5174675590.0500,5593,2212
2009,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",0,37630926.2100,131,57
2009,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,7086949.9300,20,14
2009,Defense,Other DoD,Other R&D and Knowledge Based,0,2359249503.6100,7534,4649
2009,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,83832638.0700,529,410
2009,DHS,CBP,Other R&D and Knowledge Based,0,644401780.4300,1263,952
2009,DHS,CBP,"Weapons, Ammunition and Missiles",0,9375787.7900,109,96
2009,DHS,COAST GUARD,Other Products,0,113774820.0900,4721,3904
2009,DHS,FEMA,Air,0,40468.5600,12,6
2009,DHS,ICE,"Other Facilities, Construction, Manufacturing and Testing",0,1176227778.0200,5128,2787
2009,DHS,ICE,Other R&D and Knowledge Based,0,313211056.5900,1160,704
2009,DHS,ICE,Sea,0,1106501.4200,3,4
2009,DHS,OPO,C4ISR,0,1054351986.8700,1171,796
2009,DHS,OPO,Land,0,72689.8400,12,12
2009,DHS,OPO,Space,0,9593214.0000,14,3
2009,DHS,TSA,Air,0,6428428.5500,46,37
2009,DHS,TSA,Other Services,0,140341503.8900,255,214
2009,Energy,Energy,Other Services,0,78685796.1400,857,572
2009,GSA,GSA,Air,0,35611333.6000,34,45
2009,GSA,GSA,Other Services,0,63495555.7300,1338,1241
2009,NASA,NASA,NULL,0,-3180.8700,47,44
2009,Other Agencies,NULL,Land,0,930610.6700,345,240
2009,Other Agencies,Agriculture,C4ISR,0,657434696.7100,7083,5878
2009,Other Agencies,Agriculture,Land,0,28036224.0700,1671,1523
2009,Other Agencies,Agriculture,Sea,0,1847806.8600,85,75
2009,Other Agencies,Agriculture,Space,0,13920.0000,1,1
2009,Other Agencies,All other Customers,NULL,0,124591.4400,24,12
2009,Other Agencies,All other Customers,Other Services,0,77764087.9400,2023,1838
2009,Other Agencies,Archives,Other R&D and Knowledge Based,0,7789054.5700,124,101
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,NULL,0,1875.0000,2,1
2009,Other Agencies,Commerce,C4ISR,0,1219569338.7200,9297,7387
2009,Other Agencies,Commerce,Space,0,416140.2300,10,6
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,NULL,0,4530.0000,1,1
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,2723733.2400,106,83
2009,Other Agencies,Education,Other Services,0,18713197.3900,107,60
2009,Other Agencies,EPA,C4ISR,0,349310096.0600,5055,2561
2009,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,Land,0,14100.0000,3,1
2009,Other Agencies,FEDERAL MARITIME COMMISSION,C4ISR,0,445090.3600,19,15
2009,Other Agencies,HUD,Land,0,25398.0000,6,4
2009,Defense,Army,Air,0,9968786763.1400,10682,6312
2009,Defense,DLA,Air,0,3297725805.6800,62411,62701
2009,Defense,MDA,C4ISR,0,289749973.7000,637,119
2009,Defense,MDA,Land,0,365524.0000,4,2
2009,Defense,MDA,Other Products,0,657571.5500,14,7
2009,Defense,MDA,Sea,0,999847.0000,2,1
2009,Defense,MDA,Space,0,250512036.8900,168,20
2009,Defense,Other DoD,Other Services,0,788299245.0000,5422,2057
2009,DHS,COAST GUARD,"Weapons, Ammunition and Missiles",0,1486042.7900,117,98
2009,DHS,FEMA,Other Products,0,13586464.1700,278,220
2009,DHS,FEMA,Sea,0,195503.9400,10,12
2009,DHS,ICE,Other Products,0,16270731.7300,292,256
2009,DHS,OPO,Other R&D and Knowledge Based,0,790244487.3200,1433,938
2009,DHS,OPO,Other Services,0,17971416.8400,52,35
2009,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",0,222261555.3400,3370,2404
2009,DHS,Other DHS,Other R&D and Knowledge Based,0,347493084.3400,1485,1118
2009,DHS,Other DHS,Sea,0,1029706.5900,27,17
2009,DHS,TSA,C4ISR,0,805779528.3000,1419,1130
2009,DHS,TSA,Land,0,1016271.1800,64,54
2009,Energy,Energy,Other Products,0,586345303.7800,719,560
2009,GSA,GSA,C4ISR,0,3367353089.9600,28361,28408
2009,GSA,GSA,Land,0,1815832944.9200,57353,54875
2009,GSA,GSA,Sea,0,604638.4000,93,168
2009,GSA,GSA,Space,0,2.0000,NULL,1
2009,NASA,NASA,Other Products,0,101357448.0900,1165,700
2009,NASA,NASA,Other R&D and Knowledge Based,0,1526799180.3500,5448,2413
2009,NASA,NASA,Sea,0,15252111.6900,24,14
2009,Other Agencies,NULL,Other Services,0,237732.8200,47,35
2009,Other Agencies,Agriculture,Other Services,0,451530183.3800,8443,8514
2009,Other Agencies,Archives,Other Products,0,1969731.4100,86,81
2009,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",0,516432190.1900,6678,5492
2009,Other Agencies,Comptroller,Other R&D and Knowledge Based,0,4706433.2300,10,10
2009,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Other Products,0,3980.0000,1,1
2009,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Other R&D and Knowledge Based,0,1670708.2000,16,13
2009,Other Agencies,Education,Other Products,0,24575585.1600,9,8
2009,Other Agencies,ELECTION ASSISTANCE COMMISSION,Other R&D and Knowledge Based,0,97115.3700,11,9
2009,Other Agencies,EPA,NULL,0,-384.6500,3,3
2009,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",0,954053621.5400,7929,4592
2009,Other Agencies,FEDERAL HOUSING FINANCE AGENCY,Other Services,0,199975.1700,12,8
2009,Other Agencies,FEDERAL MARITIME COMMISSION,Other R&D and Knowledge Based,0,70764.5000,21,10
2009,Other Agencies,FEDERAL MARITIME COMMISSION,Other Services,0,17737.4500,6,2
2009,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,5718156.3900,169,125
2009,Other Agencies,HUD,Other Services,0,5597824.3400,76,59
2009,Other Agencies,Interior,Other Products,0,99822535.3000,5806,4989
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,C4ISR,0,2149714.5100,27,27
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,Land,0,15168.0000,2,1
2009,Defense,Other DoD,C4ISR,0,6481397163.6800,43107,21483
2009,Defense,Other DoD,Space,0,-5083777.5100,13,10
2009,DHS,CBP,C4ISR,0,1286985311.4100,2489,1850
2009,DHS,CBP,Other Services,0,149886288.5100,442,398
2009,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",0,698615778.7900,4872,2866
2009,DHS,ICE,Air,0,49981697.1300,31,20
2009,DHS,Other DHS,Air,0,190083.1000,3,2
2009,DHS,Other DHS,Other Products,0,6777375.2800,398,323
2009,DHS,TSA,Other R&D and Knowledge Based,0,657139474.4400,960,606
2009,GSA,GSA,NULL,0,8150815.1900,144,99
2009,GSA,GSA,Other R&D and Knowledge Based,0,913735670.2700,12014,10172
2009,HHS,HHS,Other Products,0,7104566478.8500,7795,7101
2009,Other Agencies,Agriculture,"Weapons, Ammunition and Missiles",0,1277970.1800,119,111
2009,Other Agencies,All other Customers,"Weapons, Ammunition and Missiles",0,122089.7900,7,6
2009,Other Agencies,Archives,C4ISR,0,111135477.8100,354,257
2009,Other Agencies,Archives,Other Services,0,1063352.5300,17,13
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Land,0,24189.5000,4,2
2009,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other R&D and Knowledge Based,0,21795971.9100,1305,1518
2009,Other Agencies,Commerce,Other R&D and Knowledge Based,0,1309609874.1600,6383,4784
2009,Other Agencies,Commerce,Other Services,0,64100959.1600,955,746
2009,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,Land,0,17616.0000,2,2
2009,Other Agencies,Comptroller,C4ISR,0,138340.0000,2,2
2009,Other Agencies,Comptroller,Other Services,0,0.0000,1,1
2009,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Other Products,0,83432.6200,6,6
2009,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other Products,0,1631935.8300,117,78
2009,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,NULL,0,31572.0000,2,2
2009,Other Agencies,Education,Other R&D and Knowledge Based,0,1140183927.5100,1771,1244
2009,Other Agencies,EPA,Other R&D and Knowledge Based,0,398331871.2300,6880,3692
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,C4ISR,0,10146251.4100,249,161
2009,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Space,0,14960.0000,1,1
2009,Other Agencies,Exec Office,Land,0,51962.7600,26,9
2009,Other Agencies,Exec Office,Other R&D and Knowledge Based,0,13242682.9100,148,104
2009,Other Agencies,FEDERAL ELECTION COMMISSION,NULL,0,9088.0000,2,2
2009,Other Agencies,FEDERAL TRADE COMMISSION,Other Products,0,28746.0000,2,2
2009,Other Agencies,HUD,Other Products,0,255154.5600,49,42
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,Other R&D and Knowledge Based,0,2531210.6200,46,29
2009,Other Agencies,Justice,Sea,0,3414815.8900,34,31
2009,Other Agencies,Labor,Other R&D and Knowledge Based,0,1045104280.3200,4042,2243
2009,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,C4ISR,0,1465055.8800,67,61
2009,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,Other Services,0,83977.5600,15,11
