fiscal_year,Customer,SubCustomer,CanadaSector,IsSubcontractReportingContract,obligatedAmount,numberOfActions,NumberOfContracts
2013,Other Agencies,Interior,Other Services,1,6226261.1650,8,4
2013,Other Agencies,Labor,Other R&D and Knowledge Based,0,760964814.9000,3305,2007
2013,Other Agencies,NATIONAL LABOR RELATIONS BOARD,C4ISR,1,36585.0000,1,1
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,NULL,0,1725.0000,1,1
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,Air,0,370819.3000,2,2
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",0,4122907.3200,61,52
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other R&D and Knowledge Based,1,45256784.3600,41,12
2013,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,1,19509.6200,1,1
2013,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other Services,0,3727645.8200,121,73
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,C4ISR,1,2288473.0000,10,5
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,"Weapons, Ammunition and Missiles",0,5532.0000,1,1
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,C4ISR,0,163127844.5427,874,640
2013,Other Agencies,SELECTIVE SERVICE SYSTEM,Other R&D and Knowledge Based,0,212150.0000,11,11
2013,Other Agencies,SMITHSONIAN INSTITUTION,Other R&D and Knowledge Based,0,34644809.8300,520,467
2013,Other Agencies,SMITHSONIAN INSTITUTION,Other Services,0,2572038.3400,120,90
2013,Other Agencies,Transportation,Other Products,0,42312248.0675,482,402
2013,Other Agencies,FEDERAL ELECTION COMMISSION,Other Products,0,77600.0000,4,2
2013,Other Agencies,FEDERAL TRADE COMMISSION,Other R&D and Knowledge Based,0,22227896.9300,467,291
2013,Other Agencies,HUD,C4ISR,0,277461064.4800,456,266
2013,Other Agencies,HUD,Other Services,1,4390391.0000,1,1
2013,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",0,963569581.8381,23653,17807
2013,Other Agencies,Interior,Other Products,1,4102961.8600,10,1
2013,Other Agencies,Interior,Sea,0,31505200.8900,556,436
2013,Other Agencies,INTERNATIONAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,1619493.7400,47,29
2013,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Other R&D and Knowledge Based,0,4307318.6300,9,2
2013,Other Agencies,Justice,Air,0,96180069.7300,538,465
2013,Other Agencies,Justice,Other R&D and Knowledge Based,1,21980097.5400,72,24
2013,Other Agencies,Labor,Air,0,13595.0800,2,2
2013,Other Agencies,Labor,C4ISR,0,212282984.2316,2921,1853
2013,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",1,192784459.3600,168,18
2013,Other Agencies,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,Other Services,0,77000.0000,3,2
2013,Other Agencies,NATIONAL GALLERY OF ART,Other Products,0,231395.5900,5,6
2013,Other Agencies,NATIONAL MEDIATION BOARD,Other R&D and Knowledge Based,0,1343508.8700,173,173
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,C4ISR,0,61452035.0900,335,271
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other Products,0,123827.6000,5,4
2013,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other Products,0,30200.3000,6,10
2013,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other Products,0,-54939.3400,10,9
2013,Other Agencies,RAILROAD RETIREMENT BOARD,"Other Facilities, Construction, Manufacturing and Testing",0,2038642.2600,50,38
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,NULL,0,-1937.5600,1,1
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,C4ISR,1,-243192.4100,13,9
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,0,82441350.0075,1018,758
2013,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,0,33789476.3200,716,582
2013,Other Agencies,SMITHSONIAN INSTITUTION,Land,0,480038.9800,36,23
2013,Other Agencies,Transportation,Air,0,66820520.4100,357,319
2013,Other Agencies,Transportation,Other Services,0,179283780.9898,826,633
2013,Other Agencies,Treasury,Air,0,-486668.8000,9,5
2013,Other Agencies,Treasury,Other R&D and Knowledge Based,1,23499149.3600,53,21
2013,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",0,3837921393.7414,253787,34308
2013,Other Agencies,VA,Other Products,1,30972778.6400,78,46
2013,Other Agencies,VA,Sea,0,5707939.4900,146,134
2013,State and IAP,State,C4ISR,1,330675115.6200,220,97
2013,State and IAP,State,Other R&D and Knowledge Based,0,1926300869.7365,14034,10847
2013,State and IAP,USAID,Other Services,0,64056658.5200,489,406
2014,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",1,359039898.5000,1253,726
2014,Defense,Army,NULL,0,4755432.9100,35,23
2013,Other Agencies,Education,Other Services,0,12422769.1800,113,71
2013,Other Agencies,EPA,C4ISR,0,287904921.9093,3321,1941
2013,Other Agencies,EPA,Other Services,0,26209422.5200,622,327
2013,Other Agencies,FEDERAL MARITIME COMMISSION,C4ISR,0,589616.9200,28,18
2013,Other Agencies,FEDERAL TRADE COMMISSION,C4ISR,1,12060717.9500,14,2
2013,Other Agencies,FEDERAL TRADE COMMISSION,Other Services,1,134919.1200,2,1
2013,Other Agencies,Interior,C4ISR,0,857588863.6697,11656,9196
2013,Other Agencies,Interior,Other Services,0,227138631.6357,4786,4194
2013,Other Agencies,INTERNATIONAL TRADE COMMISSION,C4ISR,0,6036862.4702,106,79
2013,Other Agencies,INTERNATIONAL TRADE COMMISSION,Other Services,0,375764.6100,11,8
2013,Other Agencies,Justice,Other Products,0,467283927.7000,36792,31228
2013,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,Space,0,100.0000,4,1
2013,Other Agencies,NATIONAL CAPITAL PLANNING COMMISSION,C4ISR,0,19507.5700,2,2
2013,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,C4ISR,0,956023.0000,40,30
2013,Other Agencies,NATIONAL GALLERY OF ART,C4ISR,0,4858244.9100,130,95
2013,Other Agencies,NATIONAL LABOR RELATIONS BOARD,C4ISR,0,4883756.6800,117,79
2013,Other Agencies,NATIONAL LABOR RELATIONS BOARD,Other Services,0,22578.7600,4,4
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",1,159197837.0000,10,1
2013,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,1,486500.0000,4,2
2013,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Weapons, Ammunition and Missiles",0,894607.9400,13,13
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,C4ISR,0,168912256.9400,973,693
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other Services,0,4423105.5500,73,62
2013,Other Agencies,RAILROAD RETIREMENT BOARD,Other R&D and Knowledge Based,0,825710.7400,49,36
2013,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other Products,0,21840.6000,2,2
2013,Other Agencies,SMITHSONIAN INSTITUTION,"Other Facilities, Construction, Manufacturing and Testing",0,271401898.3499,1311,1048
2013,Other Agencies,SMITHSONIAN INSTITUTION,Sea,0,48365.6200,7,7
2013,Other Agencies,Transportation,NULL,0,1148340.2900,7,5
2013,Other Agencies,Transportation,Land,0,22994449.1200,247,241
2013,Other Agencies,Treasury,"Weapons, Ammunition and Missiles",0,986537.4400,81,62
2013,Other Agencies,VA,C4ISR,0,2546014982.7079,13591,10726
2013,Other Agencies,VA,Other Services,0,2367295875.2202,92390,20110
2013,State and IAP,State,Other Products,0,234014632.9639,11450,10703
2013,State and IAP,State,Sea,0,6586538.4708,326,265
2013,State and IAP,USAID,Air,0,17719523.0000,13,6
2013,State and IAP,USAID,Other Products,1,137169857.1300,8,2
2014,Defense,Air Force,NULL,0,211941.3000,5,5
2014,Defense,Air Force,C4ISR,1,1907303996.7800,1595,545
2014,Defense,Air Force,Land,0,236810621.7300,3124,2238
2014,Defense,Air Force,Other R&D and Knowledge Based,0,5013882503.2600,15915,7439
2014,Defense,Air Force,Other Services,1,318672636.9800,141,33
2014,Defense,Army,Land,0,1901371132.1600,8443,6016
2014,Defense,Army,Sea,0,184499296.1700,1584,943
2013,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other Services,0,106144.6600,17,9
2013,Other Agencies,FEDERAL ELECTION COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,520126.5400,40,26
2013,Other Agencies,Interior,NULL,0,204747.8200,16,9
2013,Other Agencies,Interior,Land,0,24991860.3800,1686,1422
2013,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Other Products,0,117433.5900,10,10
2013,Other Agencies,Justice,Land,1,1557561.3500,5,3
2013,Other Agencies,Justice,Space,0,31858.9800,3,3
2013,Other Agencies,Justice,"Weapons, Ammunition and Missiles",0,19384750.2900,1773,1569
2013,Other Agencies,Labor,NULL,0,-10061.2500,6,6
2013,Other Agencies,Labor,Other Products,0,4343171.1300,80,74
2013,Other Agencies,Labor,Sea,0,18953.5500,1,1
2013,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,Other Services,0,5040.0000,1,1
2013,Other Agencies,NATIONAL LABOR RELATIONS BOARD,Other Products,0,3871.3000,3,2
2013,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,"Other Facilities, Construction, Manufacturing and Testing",0,1067032.0700,33,27
2013,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,0,46904270.8200,1003,512
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,NULL,0,14165.2800,2,1
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other Products,0,162828.9200,8,10
2013,Other Agencies,RAILROAD RETIREMENT BOARD,"Weapons, Ammunition and Missiles",0,4221.3300,1,1
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Land,0,14880.0000,2,1
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,1,5485457.6000,24,6
2013,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other Services,0,806258.4600,17,16
2013,Other Agencies,Transportation,Air,1,3010745.4300,21,2
2013,Other Agencies,Transportation,C4ISR,0,2355940696.5028,5746,3856
2013,Other Agencies,Transportation,Space,0,6000000.0000,2,1
2013,Other Agencies,Treasury,NULL,0,44620.6500,35,33
2013,Other Agencies,Treasury,C4ISR,1,185205651.1200,325,84
2013,Other Agencies,Treasury,Other Products,0,4185240682.4100,3349,2737
2013,Other Agencies,VA,Other Products,0,7407250703.2099,1347703,99636
2013,State and IAP,NULL,C4ISR,0,35497.6300,2,2
2013,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other R&D and Knowledge Based,1,189939.0000,1,1
2013,State and IAP,PEACE CORPS,Other R&D and Knowledge Based,0,12393921.2900,82,135
2013,State and IAP,USAID,Other R&D and Knowledge Based,0,1616873169.9100,4844,3455
2013,State and IAP,USAID,Other Services,1,32782691.8000,6,4
2014,Defense,Air Force,C4ISR,0,10825883802.6042,38229,20698
2014,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",0,4858236196.3400,43946,26311
2014,Defense,Air Force,Other Services,0,1292294477.4900,9863,6006
2014,Defense,Army,C4ISR,0,14138841687.4000,50209,34043
2014,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",1,3222868625.6300,3859,1502
2014,Defense,Army,Sea,1,85731.6600,6,3
2014,Defense,Army,Space,1,14134454.1100,18,1
2014,Defense,DLA,C4ISR,0,1927962689.4400,46487,41430
2013,Other Agencies,NATIONAL GALLERY OF ART,Other R&D and Knowledge Based,1,667255.0000,10,1
2013,Other Agencies,NATIONAL SCIENCE FOUNDATION,Sea,0,256553.7100,3,3
2013,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,0,4760530.0603,118,104
2013,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other Services,0,405680.4100,10,9
2013,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,1,48582258.9300,23,4
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Land,0,14708.0000,3,2
2013,Other Agencies,RAILROAD RETIREMENT BOARD,C4ISR,0,10096063.4000,124,96
2013,Other Agencies,RAILROAD RETIREMENT BOARD,Other Services,0,13301932.6300,17,7
2013,Other Agencies,SMALL BUSINESS ADMINISTRATION,C4ISR,0,46507634.6005,455,354
2013,Other Agencies,SMALL BUSINESS ADMINISTRATION,"Weapons, Ammunition and Missiles",0,5270.0000,1,1
2013,Other Agencies,SMITHSONIAN INSTITUTION,"Other Facilities, Construction, Manufacturing and Testing",1,16668866.3600,10,1
2013,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",0,1265723635.2313,6222,3932
2013,Other Agencies,Treasury,Land,0,4098989.6100,354,316
2013,Other Agencies,Treasury,Other R&D and Knowledge Based,0,491349748.6112,9132,5961
2013,Other Agencies,Treasury,Other Services,1,-3888.8300,1,1
2013,Other Agencies,VA,NULL,0,3900.0000,1,1
2013,Other Agencies,VA,Air,0,2568949.5100,55,52
2013,Other Agencies,VA,Land,0,28219469.8800,874,803
2013,Other Agencies,VA,Other R&D and Knowledge Based,1,84880962.0400,146,81
2013,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Land,0,10980.0000,1,1
2013,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,C4ISR,0,2842810.9500,45,24
2013,State and IAP,PEACE CORPS,Other Products,0,75161466.1400,8,16
2013,State and IAP,State,Air,1,-1194468.0300,2,1
2013,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",0,2774429511.0279,29227,24864
2013,State and IAP,State,Other Products,1,219956.0000,1,1
2013,State and IAP,State,Other Services,0,344231126.7798,10779,8544
2013,State and IAP,State,Space,0,1911142.3609,129,110
2013,State and IAP,USAID,NULL,0,-47665.8500,1,2
2013,State and IAP,USAID,C4ISR,1,594764674.3300,197,83
2013,State and IAP,USAID,"Other Facilities, Construction, Manufacturing and Testing",1,67725377.5800,15,8
2013,State and IAP,USAID,Other Products,0,12134339.5600,244,287
2014,Defense,Air Force,Air,1,3225003173.1700,1245,333
2014,Defense,Air Force,Land,1,24861225.0000,28,3
2014,Defense,Air Force,"Weapons, Ammunition and Missiles",0,2864436746.3400,3923,1712
2014,Defense,Army,Other Services,0,3518206664.6500,19141,13218
2014,Defense,Army,"Weapons, Ammunition and Missiles",1,1362054560.9000,595,108
2014,Defense,DLA,Other Services,0,104980414.7400,661,515
2014,Defense,DLA,"Weapons, Ammunition and Missiles",1,495875.8400,10,7
2014,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",0,21957797.5400,111,48
2014,Defense,Navy,Land,0,295441882.0400,8790,2731
2014,Defense,Navy,Sea,0,12106355490.3000,35196,20618
2014,Defense,Other DoD,C4ISR,1,1211321661.7200,1704,536
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other R&D and Knowledge Based,0,878019181.7007,3089,2015
2013,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Sea,0,8605.3000,1,1
2013,Other Agencies,RAILROAD RETIREMENT BOARD,Other Products,0,3325.3300,1,1
2013,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other Products,0,9821671.3200,10,11
2013,Other Agencies,SMALL BUSINESS ADMINISTRATION,"Other Facilities, Construction, Manufacturing and Testing",0,2223417.2300,147,107
2013,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other R&D and Knowledge Based,1,1249228.2200,12,4
2013,Other Agencies,Transportation,C4ISR,1,124986322.0763,195,40
2013,Other Agencies,Transportation,Land,1,226065.0000,1,1
2013,Other Agencies,Transportation,"Weapons, Ammunition and Missiles",0,73875.0000,3,3
2013,Other Agencies,Treasury,Sea,0,66678.8200,12,10
2013,Other Agencies,VA,Other Services,1,3270603.3400,76,51
2013,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",0,257683.0300,14,10
2013,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,Other R&D and Knowledge Based,0,12329129.3300,129,105
2013,State and IAP,OVERSEAS PRIVATE INVESTMENT CORPORATION,Other Services,0,410568.0000,4,3
2013,State and IAP,State,C4ISR,0,1072534525.9134,14900,12746
2013,State and IAP,State,Land,0,108333036.0003,3462,3398
2014,Defense,Army,Air,1,3693657945.9900,1124,281
2014,Defense,Army,Other Products,0,1508602817.7400,34682,17379
2014,Defense,Army,Space,0,4136263.2600,25,17
2014,Defense,DLA,NULL,1,508703.5600,9,6
2014,Defense,DLA,Air,1,191771864.2500,406,304
2014,Defense,MDA,C4ISR,1,159449585.8700,262,29
2014,Defense,MDA,Land,1,2786000.0000,3,1
2014,Defense,MDA,Space,1,40985150.0000,22,1
2014,Defense,MDA,"Weapons, Ammunition and Missiles",0,3681731434.0800,2398,737
2014,Defense,MilitaryHealth,Other Products,0,3068255.2100,19,32
2014,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,7196051775.4900,59026,42281
2014,Defense,Navy,Other Products,1,14688398.5100,30,17
2014,Defense,Navy,Other R&D and Knowledge Based,0,5111675691.9100,25581,15581
2014,Defense,Other DoD,Air,0,2143937985.6300,10577,5439
2014,Defense,Other DoD,Other Services,1,434949580.5200,736,206
2014,DHS,CBP,Air,1,192685.3500,1,1
2014,DHS,CBP,Other Products,0,72350924.3200,569,513
2014,DHS,CBP,Sea,0,5815665.9400,32,25
2014,DHS,COAST GUARD,Other Services,0,85220209.4000,1771,1210
2014,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",0,265018719.5900,3126,2051
2014,DHS,FEMA,Other Products,1,2629775.8900,3,3
2014,DHS,ICE,C4ISR,0,363100370.5200,1784,1281
2014,DHS,ICE,Land,0,14369608.6300,96,82
2014,DHS,OPO,Air,0,11301.8300,1,1
2014,DHS,OPO,"Other Facilities, Construction, Manufacturing and Testing",0,948061947.9500,3024,1571
2014,DHS,OPO,Other R&D and Knowledge Based,1,111811327.1600,190,105
2014,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",1,1705963.6400,35,15
2014,DHS,TSA,C4ISR,1,215041884.9700,55,19
2013,Other Agencies,Transportation,Other R&D and Knowledge Based,1,151128738.6000,235,128
2013,Other Agencies,Treasury,C4ISR,0,1585169573.1679,9867,6179
2013,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",0,297825186.7520,7152,4975
2013,Other Agencies,Treasury,Other Services,0,79442498.6800,879,520
2013,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",1,268081821.2900,828,162
2013,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",0,13736811.6600,49,44
2013,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other Services,0,386450.0000,4,7
2013,State and IAP,PEACE CORPS,"Other Facilities, Construction, Manufacturing and Testing",0,203140.5200,13,9
2013,State and IAP,State,NULL,0,-57815.1000,8,8
2013,State and IAP,State,Other R&D and Knowledge Based,1,14815589.1500,43,26
2013,State and IAP,State,Other Services,1,138373705.7800,25,2
2013,State and IAP,USAID,"Weapons, Ammunition and Missiles",0,36010.8200,7,5
2014,Defense,Air Force,Other Products,0,271440908.9300,6187,4044
2014,Defense,Army,Air,0,5507674460.6600,6338,3600
2014,Defense,Army,Other R&D and Knowledge Based,1,1816928898.0300,1889,719
2014,Defense,DLA,Air,0,3560087459.2800,91010,82180
2014,Defense,DLA,Other Products,0,20174916639.2800,312205,305672
2014,Defense,DLA,Other R&D and Knowledge Based,1,137919072.2000,49,29
2014,Defense,MDA,Other R&D and Knowledge Based,1,80240366.0000,66,5
2014,Defense,MilitaryHealth,C4ISR,1,13622493.9600,23,11
2014,Defense,MilitaryHealth,Other Services,1,6493831652.7600,296,3
2014,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",1,1332470626.1100,2012,1125
2014,Defense,Navy,Sea,1,9799932805.3900,2928,207
2014,Defense,Other DoD,NULL,0,-71063.3600,2,2
2014,Defense,Other DoD,Land,1,32938432.4100,20,12
2014,Defense,Other DoD,Other R&D and Knowledge Based,1,936381318.5700,1140,398
2014,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,13170867.6600,825,705
2014,DHS,CBP,Other R&D and Knowledge Based,1,199985.2000,1,1
2014,DHS,CBP,"Weapons, Ammunition and Missiles",0,9308235.2700,45,47
2014,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",0,499217343.9200,8264,6244
2014,DHS,COAST GUARD,Other Products,1,612127.0000,2,2
2014,DHS,COAST GUARD,Sea,0,1193281385.4900,6146,4032
2014,DHS,FEMA,Other Products,0,9191351.4600,309,287
2014,DHS,FEMA,Sea,0,958492.9800,42,32
2014,DHS,ICE,C4ISR,1,7288070.0200,20,9
2014,DHS,ICE,Other R&D and Knowledge Based,0,186882565.0400,817,487
2014,DHS,ICE,Other Services,1,803402.2600,2,1
2014,DHS,OPO,C4ISR,1,174968010.8800,112,38
2014,DHS,OPO,Other R&D and Knowledge Based,0,461354316.1100,1790,1315
2014,DHS,Other DHS,C4ISR,1,92099995.7900,72,20
2014,DHS,Other DHS,Other R&D and Knowledge Based,0,392481301.8400,1244,789
2014,DHS,TSA,C4ISR,0,505118592.6500,1054,860
2014,DHS,TSA,Other Services,0,22684795.1100,167,90
2014,Energy,Energy,C4ISR,0,387426014.4200,2920,1991
2014,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",0,18731526316.3600,4175,1685
2013,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",1,90146974.4200,274,71
2013,Other Agencies,VA,C4ISR,1,306671331.5100,225,134
2013,Other Agencies,VA,Other R&D and Knowledge Based,0,1306789814.1856,12395,9197
2013,Other Agencies,VA,"Weapons, Ammunition and Missiles",0,1735880.7800,79,79
2013,State and IAP,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,25200.0000,1,1
2013,State and IAP,NULL,Other R&D and Knowledge Based,0,2474545.0400,25,24
2013,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other R&D and Knowledge Based,0,36966437.2100,415,345
2013,State and IAP,PEACE CORPS,Other Services,0,2287646.0200,32,21
2013,State and IAP,State,Land,1,126150.0000,1,1
2013,State and IAP,State,"Weapons, Ammunition and Missiles",0,42743754.6200,306,240
2013,State and IAP,USAID,"Other Facilities, Construction, Manufacturing and Testing",0,339220324.4000,1457,1235
2013,State and IAP,USAID,Other R&D and Knowledge Based,1,840392836.7700,268,125
2014,Defense,Air Force,Air,0,17030178080.8300,14020,7650
2014,Defense,Air Force,Other R&D and Knowledge Based,1,1323323674.5000,2281,507
2014,Defense,Air Force,Space,0,3696128585.0900,332,79
2014,Defense,Air Force,"Weapons, Ammunition and Missiles",1,770189773.8000,433,101
2014,Defense,Army,Land,1,2398918894.0000,556,102
2014,Defense,Army,"Weapons, Ammunition and Missiles",0,4892541792.1000,6476,3510
2014,Defense,DLA,Land,1,39343256.5700,98,83
2014,Defense,DLA,"Weapons, Ammunition and Missiles",0,122016077.2700,4111,3777
2014,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",0,2966667.9700,42,33
2014,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,243760862.9500,240,114
2014,Defense,Navy,Other Services,1,148477375.7200,144,43
2014,Defense,Navy,Space,0,112481633.8300,68,31
2014,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,300220187.3400,9517,2959
2014,Defense,Other DoD,Other Products,1,0.0000,3,1
2014,Defense,Other DoD,Sea,1,32941766.9100,24,9
2014,DHS,CBP,Air,0,238276696.9600,61,38
2014,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",1,33201419.7500,8,3
2014,DHS,COAST GUARD,Air,1,131862.0000,5,2
2014,DHS,COAST GUARD,C4ISR,0,594023780.3700,4866,3885
2014,DHS,COAST GUARD,Land,0,40037416.1200,1148,977
2014,DHS,FEMA,Air,0,3812711.6600,74,48
2014,DHS,FEMA,C4ISR,0,305853014.3200,2343,1838
2014,DHS,FEMA,Other R&D and Knowledge Based,1,65975495.8300,75,24
2014,DHS,FEMA,Space,0,1214362.9300,12,9
2014,DHS,ICE,"Other Facilities, Construction, Manufacturing and Testing",1,0.0000,1,1
2014,DHS,OPO,Land,0,2393528.3600,26,28
2014,DHS,OPO,Sea,0,0.0000,1,1
2014,DHS,Other DHS,Land,0,22325737.9200,128,140
2014,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",1,65892949.5800,502,137
2014,HHS,HHS,Other Services,1,486984051.4200,92,36
2014,HHS,HHS,Space,0,114201.7700,2,2
2014,NASA,NASA,Air,0,90112878.6900,566,366
2014,NASA,NASA,C4ISR,0,1355129635.1200,5806,4221
2014,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",1,137113106.3300,219,28
2013,Other Agencies,Transportation,Other R&D and Knowledge Based,0,1759613440.1300,6604,4314
2013,Other Agencies,Transportation,Sea,0,14963376.9169,234,170
2013,Other Agencies,VA,Space,0,25450.0000,2,1
2013,State and IAP,MILLENNIUM CHALLENGE CORPORATION,C4ISR,0,10724476.7500,106,81
2013,State and IAP,PEACE CORPS,C4ISR,0,8634731.3800,92,78
2013,State and IAP,PEACE CORPS,Land,0,935745.9800,6,9
2013,State and IAP,State,Air,0,358266425.2902,569,383
2013,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",1,123014308.5600,28,11
2013,State and IAP,USAID,C4ISR,0,654105914.9300,1833,1443
2013,State and IAP,USAID,Land,0,2384302.7400,102,82
2013,State and IAP,USAID,Sea,0,33441.2100,5,5
2013,State and IAP,USAID,Space,0,86563.0700,5,4
2014,Defense,Air Force,Other Products,1,4285568.6800,10,4
2014,Defense,Air Force,Sea,0,10529148.4000,263,196
2014,Defense,Air Force,Space,1,1778200096.0000,78,7
2014,Defense,Army,Other Services,1,210515347.7000,122,24
2014,Defense,MDA,Other Products,0,34320.0000,3,1
2014,Defense,MDA,Other R&D and Knowledge Based,0,202758381.9400,403,90
2014,Defense,MilitaryHealth,C4ISR,0,213286937.4000,317,193
2014,Defense,Navy,NULL,0,563330.3400,41,35
2014,Defense,Navy,C4ISR,1,4093156963.4600,4562,1410
2014,Defense,Navy,Land,1,168038122.4300,56,16
2014,Defense,Navy,"Weapons, Ammunition and Missiles",0,1608290341.6500,3669,2017
2014,Defense,Other DoD,C4ISR,0,6143174958.5554,82545,23485
2014,Defense,Other DoD,Land,0,35457341.9400,562,503
2014,Defense,Other DoD,Space,0,-1814390.7900,19,13
2014,DHS,CBP,C4ISR,0,945178958.2900,2973,2641
2014,DHS,CBP,Land,0,47025254.8600,269,256
2014,DHS,COAST GUARD,NULL,0,3225807.7900,38,36
2014,DHS,COAST GUARD,Air,0,252271806.1900,3676,2403
2014,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",1,91984666.3800,83,24
2014,DHS,COAST GUARD,Sea,1,4780790.5200,4,3
2014,DHS,ICE,Other Products,0,2809194.3600,237,183
2014,DHS,OPO,Other Services,0,19261719.6100,67,53
2014,DHS,OPO,"Weapons, Ammunition and Missiles",1,569807.8900,1,1
2014,DHS,Other DHS,Other Services,0,32904108.7800,473,286
2014,DHS,TSA,"Other Facilities, Construction, Manufacturing and Testing",0,253482818.5500,556,431
2014,DHS,TSA,Other R&D and Knowledge Based,0,495472507.2500,528,358
