CSIScontractID,PrimeAwardIDVPIID,PrimeAwardPIID,PrimeAwardFederalAwardID,PrimeFiscalYear,MinOfPrimeAwardDateSigned,MaxOfPrimeAwardDateSigned,SubawardAmount
27181670,,HHSN268201400018C,,2014,2014-01-13,2014-01-13,180474.0000
24721566,W9126G09D0093,0009,,2012,2012-06-20,2012-06-20,2109491.0000
24982689,W91QUZ06D0027,0009,,2012,2011-10-05,2012-09-13,2613532.5118
18800488,N0017804D4012,N436,,2012,2011-11-17,2011-11-17,46960.0000
27048275,,HHSA290201400006C,,2014,2014-09-18,2014-09-18,7381635.0000
26315013,W9127810D0043,0656,,2013,2013-06-19,2013-07-26,129070.0000
27749713,H9222212D0005,0028,,2014,2014-09-19,2014-09-19,28276.6504
25224527,,N0001913C0128,,2012,2012-08-21,2012-08-21,1869763.0000
18092251,GS35F5202H,GST0812BP0061,,2015,2014-10-07,2015-01-21,1980396.0000
61227589,SPM2DV11D9019,A276,,2015,2015-03-02,2015-03-02,50930.6394
61996237,,HHSF223201510149C,,2015,2015-09-23,2015-09-23,2215198.0000
10084186,FA852711D0011,0015,,2012,2012-08-10,2012-09-05,335891.0000
9066961,AIDEPPI000400036,AIDEPPI040400036,,2013,2013-05-21,2013-06-19,280389.1016
3785277,,SAQMSP12M0332,,2012,2012-08-18,2012-08-18,34800.0000
60415939,FA860415D7977,0027,,2015,2015-09-22,2015-09-22,286156.6563
60346147,N6833515D0013,0002,,2015,2015-03-31,2015-03-31,93580.0000
18793952,N0017312D2007,0002,,2012,2012-09-25,2012-09-25,118501682.0604
60416160,N4425514D9000,0027,,2015,2015-02-23,2015-02-23,368245.2188
18853848,N0018912D0007,0001,,2013,2012-12-28,2012-12-28,18097284.0000
26395630,N6247010D3009,JU81,,2013,2013-09-29,2013-09-29,111200.0000
26409481,SPM2DV11D0700,B089,,2013,2013-09-06,2013-09-06,62247.6203
25155060,,FA865013C5207,,2014,2013-10-17,2013-10-17,54037.5000
1386294,,FA821312C0034,,2012,2012-02-29,2012-07-25,1312226.0000
63009762,EPW11054,0016,,2016,2015-11-30,2015-11-30,593012.0000
2319040,,HHSN276201000029C,,2011,2011-08-03,2011-08-03,377000.0000
62711379,GS00Q09BGD0028,SS6103000007,,2015,2015-02-13,2015-02-13,6792056.5000
63009298,SPM2DV11D0600,SA41,,2016,2015-10-13,2015-10-13,4024.6000
60344355,FA865014D1752,0002,,2015,2015-02-05,2015-02-05,2655593.1368
25266174,,NNA13AB88C,,2015,2014-10-16,2015-01-28,3010862.4532
18090814,GS35F5192G,IND12PD01138,,2012,2012-05-21,2012-05-21,31249.0000
21345374,SPM20005D6402,UP30,,2011,2011-09-23,2011-09-23,26953.7506
60396427,N6247315D3402,0015,,2015,2015-09-03,2015-09-03,38988.0313
63010708,N0001914D0011,Z515,,2016,2015-10-01,2015-10-01,4929143.0084
26436959,W91QUZ07D0001,1N02,,2014,2013-10-03,2013-10-03,34859.0000
1415211,,FA860411M7528,,2011,2011-04-22,2011-04-22,56700.0000
22348212,SPM50004DBP10,BGC8,,2010,2010-08-25,2010-08-25,33600.0000
60365896,W15QKN14D0106,0005,,2015,2015-09-21,2015-09-21,2101760.0000
27884436,SPM2DV11D2004,DN13,,2014,2014-06-23,2014-06-23,33897.8789
63010631,N4008014D0352,0406,,2016,2015-11-27,2015-11-27,229130.0000
27177515,,SPE4A414V3114,,2014,2013-11-20,2013-11-20,94510.5000
24721943,W9126G10D0039,0023,,2012,2011-10-05,2012-01-20,253921.0000
60338070,N6247315D3805,0001,,2015,2015-05-29,2015-05-29,471667.5000
9994066,FA462007DB003,F526,,2011,2011-06-29,2011-08-17,560785.5156
10411030,GS00T10AJC0007,GS00T10AJ00070004,,2012,2012-01-03,2012-01-03,1285000.0000
18632905,M6785410D8024,0012,,2013,2013-07-01,2013-07-01,3000000.0000
27896265,N6247310D5403,0037,,2014,2014-04-30,2014-05-06,73670.0000
22420171,SPM50005DBP06,MYR3,,2012,2012-07-23,2012-07-23,25772.7305
24130254,V797P5521X,VA642A10260,,2011,2011-03-22,2011-03-22,68637.7422
7989677,,W58RGZ12C0008,,2007,2006-11-08,2007-09-17,95572468.8519
27740795,GS35F0265X,N6883614F0252,,2014,2014-07-15,2014-07-15,3507245.0000
25664860,FA868106D0021,0031,,2014,2013-11-26,2013-11-26,2803300.0000
25185216,,HR001113C0048,,2013,2013-05-15,2013-08-27,444986.0000
9980039,FA441808D0002,4037,,2011,2011-07-29,2011-07-29,47850.0000
27801194,HHSP23320095625WC,HHSP23337009T,,2014,2014-09-29,2014-09-29,117600.0000
24609765,W911KB06D0006,0046,,2012,2011-12-14,2012-08-21,3275618.8595
19011501,N4008008D0305,0934,,2012,2012-05-01,2012-05-01,25350.0000
25150917,,FA702213C0002,,2014,2014-04-29,2014-09-26,263703.4297
15488708,GS10F0228J,HSFE7012F0342,,2013,2012-11-05,2013-01-02,3687567.0000
25156005,,FA880313C0005,,2013,2012-12-14,2013-01-23,1997929.0000
62546845,,SPE5EM15M1750,,2015,2015-08-31,2015-08-31,33086.6016
25588896,263030502,HHSN27200005,,2013,2013-08-27,2013-08-27,44816.0000
9800399,EPS50804,0032,,2012,2012-01-19,2012-01-19,26940.0000
62233258,,N0001915C0105,,2015,2015-04-09,2015-04-09,5838453.2462
24731577,W9127810D0042,ZW06,,2013,2012-11-19,2013-08-30,3969523.0000
63009271,,VA73016C0003,,2016,2016-07-13,2016-07-13,400000.0000
27129538,,HR001114C0129,,2014,2014-09-25,2014-09-25,9298022.9063
19207722,N6258311D0515,0025,,2013,2012-11-12,2012-12-03,74598.0000
27157584,,FA945114C0258,,2015,2015-02-27,2015-02-27,1481760.0000
27765920,H9222211D0008,0035,,2015,2014-10-01,2014-12-23,572625.5976
26433735,W912DY13D0018,CK48,,2013,2013-09-30,2013-09-30,56466.0000
26064115,SPM2DV11D8202,D827,,2012,2012-08-06,2012-08-06,78282.7813
25173156,,HHSF223201310079C,,2013,2013-08-07,2013-08-07,1896126.0000
62146239,N6274210D0005,JN01,,2015,2015-04-03,2015-04-03,293315.4688
60336164,HDTRA114D0016,0001,,2015,2014-10-15,2014-10-17,21334999.0000
60528939,FA441610D0003,0107,,2015,2015-09-25,2015-09-25,76600.0000
4553142,,SPM4A711C0545,,2012,2012-06-05,2012-06-05,258660.0000
10098982,FA872111D0001,0001,,2011,2011-08-11,2011-08-11,3116881.0000
25660365,FA810212D0001,0006,,2014,2013-12-19,2013-12-19,2261925.0000
61955262,SPM2DV11D1008,GU47,,2015,2014-11-13,2014-11-13,25878.7500
27472748,DOLJ139335051,DOLOPS14T00096,,2014,2014-09-25,2014-09-25,333723.6016
28105256,SPM2DV11D8003,G557,,2014,2014-04-01,2014-04-01,31796.6701
18172425,H9222210D0018,0019,,2014,2014-09-19,2014-09-22,6212945.0000
19011551,N4008008D0305,1017,,2011,2010-12-30,2011-01-18,524189.0000
60336267,HS002115D0011,0001,,2015,2015-09-29,2015-09-29,4670207.5000
27744038,GS35F0362J,TIRNO13Z000070012,,2014,2014-07-15,2014-07-15,439420.9688
19207278,N6258309D0129,0019,,2011,2011-07-18,2011-09-22,382264.4063
1421672,,FA865011C7160,,2011,2011-09-13,2011-09-13,392669.0000
63009315,H9225409D0001,1350,,2016,2015-11-30,2015-11-30,77440.0000
4728238,,SPM5M411M0697,,2011,2011-04-06,2011-04-06,28020.0000
25881096,N6247011D8013,0003,,2013,2013-04-12,2013-05-16,1270223.8828
10089578,FA860111D0009,0065,,2012,2012-04-27,2012-04-27,39664.0000
26380146,FA890308D8779,0173,,2014,2013-10-31,2013-11-21,61142.0000
63008723,,SPE7MC16M1954,,2016,2015-12-07,2015-12-07,133308.0000
27643855,FA460812D0002,9084,,2014,2014-07-11,2014-07-11,170645.0000
62036602,HHSS283201200006I,HHSS28342008T,,2015,2015-03-02,2015-03-02,241944.0000
19533487,NNG07DA18B,W912JC12F4143,,2012,2012-06-07,2012-06-07,108806.7500
4481823,,SPM4A611MQK04,,2010,2010-02-12,2010-02-12,83750.0000
26256569,VA241P2438,VA24113J1689,,2014,2013-11-22,2013-11-22,116000.0000
60556356,FA890308D8777,0167,,2015,2015-01-26,2015-01-26,222376.0000
25520825,,VA25613C0283,,2013,2013-09-27,2013-09-27,6643955.8008
19182989,N6247310D5410,0002,,2011,2010-10-11,2011-09-14,488834549.0236
24731866,W9127810D0043,0335,,2011,2011-07-22,2011-09-15,255120.8281
25665279,FA877104D0003,6U58,,2013,2012-12-19,2012-12-19,164273.0000
27875815,N6554013D0009,0010,,2015,2014-12-02,2015-01-14,65090.0000
25665265,FA877104D0003,2Y22,,2014,2013-10-30,2013-10-30,54267.0000
25857119,N0003911D0030,0053,,2013,2013-04-03,2013-04-03,62343.0196
19178904,N6247308D8603,JU04,,2012,2011-10-27,2011-10-27,556874.1250
26433637,W912DY12D0015,CK01,,2014,2013-10-29,2014-03-17,4508439.0000
26063100,SPM2DV11D8003,D501,,2013,2013-08-07,2013-08-07,45978.3008
27476916,EPS91301,0007,,2015,2014-10-02,2014-10-02,10469.0000
27908681,SPM2DV11D9210,AS13,,2014,2014-01-01,2014-01-08,32687.0596
10089619,FA860111D0009,0107,,2012,2012-09-04,2012-09-04,35950.0000
27165904,,N0002414C6227,,2014,2013-12-14,2014-06-06,6080330.2813
28550168,W911RX12D0003,0151,,2014,2014-03-06,2014-03-06,41643.0000
21378987,SPM20005D6552,X756,,2011,2011-06-23,2011-06-23,35481.6797
2362369,,HR001111C0139,,2013,2012-12-07,2013-09-18,97893780.0314
25379530,,SPM5E413V1678,,2013,2013-02-13,2013-02-13,29190.0000
15488717,GS10F0228J,INP12PD12951,,2014,2013-11-04,2013-11-04,120770.0000
18175290,H9225409D0001,0679,,2013,2013-04-22,2013-04-22,33811.8008
1421696,,FA865011C7189,,2014,2013-10-01,2014-08-12,438281.0000
24798246,W912DY09D0036,0024,,2012,2011-10-14,2011-10-14,2905980.0000
18800544,N0017804D4016,HR18,,2013,2012-10-08,2012-10-08,29786.0000
25441530,,SPM7MC13M5008,,2013,2013-04-01,2013-04-01,43728.0000
1264671,,FA446010C0024,,2011,2010-11-04,2011-03-28,34600414.5000
24626678,W911QY10D0037,0003,,2010,2010-03-07,2010-03-07,53750.0000
19040603,N4008509D5344,0035,,2011,2011-01-12,2011-01-12,2988000.0000
27771177,HDEC0412D0014,0028,,2014,2014-04-27,2014-04-27,34486.0000
28056552,SPM2DV11D8202,F874,,2014,2014-02-20,2014-02-20,61583.8203
63009981,SPM2DV11D0200,T043,,2016,2016-02-29,2016-02-29,95832.7792
19342535,N6523611D3851,0002,,2011,2011-09-08,2011-09-08,42920.0000
24678482,W9123611D0029,0012,,2012,2012-08-20,2012-08-20,43626.5313
19535595,NNG07DA20B,DTMC7511J00041,,2011,2011-03-31,2011-03-31,5009097.0000
63009864,W9113M13D0003,0006,,2016,2015-11-20,2015-11-20,1634030.4648
3385077,,N4008510C0028,,2011,2010-10-29,2010-10-29,60508.0000
7953196,,W52H0911C0011,,2012,2011-12-19,2011-12-19,65241.0000
60421965,N4008014D0352,0031,,2015,2015-03-09,2015-03-09,67390.0000
25800048,GS35F5192G,SECHQ113F0146,,2013,2013-08-29,2013-08-29,62581.0000
2295851,,HHSN268201200031C,,2013,2013-03-15,2013-05-17,683007.0000
25156032,,FA881013C0004,,2015,2014-11-18,2014-11-18,26214.0000
19004131,N4002508D8006,0031,,2012,2012-03-19,2012-06-11,317252.5196
4851744,,SPM7L312M0023,,2010,2010-02-05,2010-02-05,217380.5938
19584877,NNG11AZ08C,NNG11AZ20T,,2011,2011-04-19,2011-04-19,11558096.0430
19073326,N5523611D0011,0057,,2012,2012-02-17,2012-02-17,43856.0000
2295381,,HHSN268201100046C,,2011,2011-09-01,2011-09-01,10625476.9141
8348853,,W912HQ12C0035,,2012,2012-03-29,2012-03-29,350001.0000
27622075,FA460006D0003,0076,,2015,2014-10-17,2015-01-30,768386.0312
18405739,HQ003411A0007,0001,,2012,2011-12-12,2011-12-12,982230.0000
26410443,SPM2DV11D2008,DQ80,,2013,2013-09-26,2013-09-26,28782.5996
27816847,NNC13BA05B,NNC13TA94T,,2014,2013-11-22,2013-11-22,182720.0000
27733228,GS35F0265X,NTSBF140074,,2014,2014-09-23,2014-09-23,303365.0000
28082274,SPM2DV11D1008,DT22,,2014,2013-12-04,2013-12-04,45963.5391
26064145,SPM2DV11D8202,D935,,2013,2013-08-06,2013-08-06,29522.6406
7880289,,W15P7T11CA004,,2012,2012-01-06,2012-06-18,1026288.0000
19172456,N6247306D1065,0037,,2012,2011-12-02,2011-12-02,39000.0000
60665282,W911NF11D0001,0315,,2015,2015-06-04,2015-06-04,1847774.6250
27671045,FA461014D0006,0008,,2014,2014-07-02,2014-07-02,56934.6602
27782820,N0001913D0011,0016,,2015,2015-01-20,2015-01-20,80000.0000
28488932,N6247311D4012,0030,,2014,2014-08-29,2014-08-29,112381.0078
27998174,SPM2DV11D8202,F693,,2014,2014-02-12,2014-02-12,31810.8898
5227207,,SPM8ED11M1420,,2011,2010-11-26,2010-11-26,33400.0000
63010343,W900KK12D0001,0041,,2016,2016-06-17,2016-06-17,1895302.0000
24732346,W9127810D0044,0226,,2014,2014-04-11,2014-04-11,1829735.6876
60457530,N6600112D0036,0073,,2015,2015-01-22,2015-01-22,115604.3008
18296855,HHSF223201000036I,HHSF22301007T,,2012,2011-11-15,2011-11-15,1000000.0000
24721528,W9126G09D0087,0077,,2012,2012-02-17,2012-02-17,34000.0000
28488895,N6247310D5406,0005,,2014,2014-09-30,2014-09-30,111570716.5000
60833923,SPRMM112G1000,1014,,2015,2014-12-09,2014-12-09,26345.0000
25539807,,VA26313C0188,,2015,2014-11-13,2014-11-13,75520.0000
24700830,W9124D08D0046,0220,,2011,2011-09-22,2011-09-27,225000.0000
19577242,NNG07DA49B,DJFM2D201458,,2012,2011-12-07,2011-12-07,134608.7031
4868126,,SPM7L411V3989,,2011,2011-08-01,2011-08-01,33223.6484
28037454,SPM2DV11D0200,G795,,2014,2014-08-28,2014-08-28,47923.9500
19044451,N4008511D5025,0005,,2012,2012-09-19,2012-09-19,66397.9063
28002797,SPM2DV11D1022,E679,,2014,2014-07-24,2014-07-24,1207.8000
19532296,NNG07DA18B,HC102812F0058,,2012,2011-12-16,2011-12-16,125966.7031
62384815,NNG15SC11B,SAQMMA15F4077,,2015,2015-09-29,2015-09-29,584224.7500
25597395,AG4660C090001,AG4660D130016,,2013,2013-02-06,2013-02-06,25162.2598
27837535,N0018911D0009,0072,,2014,2014-04-30,2014-04-30,161467.3594
28215107,W912P711D0002,0012,,2015,2014-10-27,2014-10-27,149016.0000
60424717,FA875012D0001,0034,,2015,2015-07-09,2015-07-09,290026.5626
25727761,GS10F0188M,FA308913F0053,,2014,2014-04-25,2014-09-10,285154.0859
392723,,AID306C1200014,,2013,2013-02-20,2013-09-02,165881.0000
62196565,SPM2DV11D0600,LL35,,2015,2014-10-01,2014-10-01,252657.2969
26379581,FA877104D0003,6W22,,2013,2013-09-26,2013-09-26,322462.0000
27850762,N4008013D3512,0009,,2014,2014-06-06,2014-06-06,82250.0000
19012483,N4008008D0306,0669,,2012,2012-09-05,2012-09-14,285418.7188
22803189,SS001060108,0001,,2012,2012-07-03,2012-07-03,169957.6719
22781119,SPRPA111G001Y,Y84N,,2012,2011-10-21,2011-10-21,1365232.0000
28269881,W911QY13D0068,0003,,2015,2015-01-30,2015-01-30,1000.0000
25652167,EDODS12A0019,0010,,2013,2012-12-27,2013-09-26,2954194.4844
20433366,SP070000D3180,0715,,2011,2011-09-29,2011-09-29,2752647.0000
28426771,,SPE8E814M0093,,2014,2013-11-18,2013-11-18,97580.7031
19207608,N6258310D0409,0022,,2013,2013-04-18,2013-04-18,226746.0000
19182986,N6247310D5409,0012,,2012,2012-07-31,2012-07-31,25931562.9609
63009618,SPM2DV11D8003,N604,,2016,2016-02-24,2016-02-24,69664.4210
25321618,,SPE4A513V0080,,2013,2012-10-23,2012-10-23,30480.0000
27804745,N0042114D0002,0028,,2014,2014-04-08,2014-04-09,162034.4609
10000145,FA480110D0001,0167,,2013,2012-10-24,2012-10-24,103229.5625
60402029,N6247313D4607,0018,,2015,2014-11-26,2014-11-26,802318.8750
25859359,N0010411DZD43,0003,,2013,2013-08-28,2013-08-28,1506848.0000
27583624,GS10F0406P,AIDOAAM1400007,,2014,2014-07-29,2014-07-29,1289430.7734
4413945,,SPM4A511MF052,,2011,2011-06-21,2011-06-21,73442.3984
21462624,SPM2DV11D8202,A392,,2012,2012-07-27,2012-07-27,27071.5001
25893696,N6945012D0037,0008,,2014,2014-01-02,2014-01-02,79914.0000
25898548,NNG07DA23B,VA11813F0191,,2013,2013-06-27,2013-06-27,116000.0781
27835163,N0017804D4024,FK07,,2009,2009-06-02,2009-06-02,2426620.0000
10042302,FA805312D0041,5S01,,2012,2012-03-19,2012-03-19,163033.6015
63009696,W9127S11D6007,0006,,2016,2015-11-23,2015-11-23,838288.0000
4847820,,SPM7L311C0194,,2011,2011-04-20,2011-04-20,478690.8125
27929681,SP070000D3180,0802,,2015,2014-10-10,2015-02-10,391028.8535
21333828,SPM20005D6319,B274,,2011,2011-04-27,2011-04-27,29839.5000
62892879,GS10F0128R,VA77715F0330,,2015,2015-09-30,2015-09-30,1843636.0000
27748102,HHSM5002014QIN002I,HHSM500TMS01,,2014,2014-07-18,2014-07-18,7136291.0000
25826341,HHSN292201000010I,HHSN29200419,,2014,2013-10-10,2013-10-10,38239.0000
25364731,,SPE7M813V0254,,2013,2013-06-21,2013-06-21,42210.0000
19532731,NNG07DA18B,NNG11HM51D,,2011,2011-08-18,2011-08-18,70783.2031
63008815,,SPE7M016VB707,,2016,2016-06-06,2016-06-06,113486.0000
26431490,W9124D08D0045,0655,,2014,2013-10-08,2013-11-08,265813.1680
8789949,263030504,HHSN27600003,,2011,2011-05-10,2011-05-10,77693.2031
5105586,,SPM7M811M3826,,2011,2011-06-08,2011-06-08,70056.0000
2961758,,N0001912C0113,,2013,2012-10-22,2013-03-27,3136537.0197
24526300,W31P4Q10D0092,0048,,2012,2012-09-14,2012-09-14,68000.0000
27591874,FA461014D0003,0003,,2014,2014-05-09,2014-05-09,29555.0000
24715255,W9126006D0005,1022,,2014,2013-10-09,2013-12-09,2918420.8574
25804842,HC102812D0021,0005,,2013,2013-06-06,2013-06-17,427187.5938
2956784,,N0001410C0517,,2011,2011-03-02,2011-03-02,55000.0000
25325012,,SPE4A613M4776,,2013,2012-12-12,2012-12-12,43576.0000
25855443,N0001912G0006,0008,,2014,2013-12-06,2013-12-06,80160.2109
60822381,W90FYQ12D0006,0C22,,2015,2015-09-17,2015-09-17,1063926.0000
28018647,SPM2DV11D8003,K062,,2014,2014-06-16,2014-06-16,33670.3984
27805001,N6247310D5403,0039,,2014,2014-08-08,2014-08-08,47440.0000
2303229,,HHSN271201200010C,,2012,2012-07-06,2012-07-06,6788.0000
386900,,AID117C1200002,,2012,2012-03-30,2012-03-30,389946.0000
2308932,,HHSN272201100035C,,2015,2014-12-23,2014-12-23,58383.0000
24743313,W9128F10D0058,0003,,2010,2010-09-23,2010-09-23,784344.0000
18175173,H9225409D0001,0541,,2012,2012-05-24,2012-05-24,94907.0000
19207377,N6258309D0131,0015,,2014,2013-10-02,2014-09-18,365573.0000
60532378,SPE4AX14D9406,0112,,2015,2015-05-11,2015-05-11,32416.8008
27605982,FA704611D0001,0003,,2014,2014-03-14,2014-03-14,1250694.0000
7657816,,VA244C1644,,2011,2011-09-01,2011-09-01,30845.0000
27693268,HSHQDC13D00036,HSHQDC14J00497,,2014,2014-02-21,2014-02-21,370000.0000
4698843,,SPM5L311M1593,,2011,2011-08-25,2011-08-25,27565.0000
19343630,N6523612D4123,0009,,2013,2012-11-07,2012-11-08,1035112.0000
27371030,,SPE7MC14MA281,,2014,2014-09-18,2014-09-18,27298.0000
26048414,SPM2DV11D2004,AK54,,2013,2012-10-05,2012-10-05,42514.2106
25898581,NNG07DA23B,VA26113F3098,,2014,2013-10-09,2013-10-09,102240.4609
25374899,,SPM4A613M0311,,2013,2012-10-10,2012-10-10,55152.5703
25836426,HSHQDC11A00042,HSHQDC13J00134,,2013,2013-04-23,2013-04-23,127972.0625
26313117,W9124D11D0036,0224,,2013,2013-02-15,2013-02-15,120400.0000
26428676,W58RGZ12D0089,0222,,2014,2014-06-27,2014-06-27,25850.0000
62180858,FA852711D0011,KZ04,,2015,2014-12-15,2014-12-15,45120.0000
63009148,,SPE7M516M7829,,2016,2016-05-24,2016-05-24,51012.0000
24731858,W9127810D0043,0326,,2011,2011-06-23,2011-06-23,127980.0000
22348423,SPM50004DBP10,BKS7,,2010,2010-09-30,2010-09-30,66100.0000
62278182,,N6133115C0025,,2015,2015-09-16,2015-09-16,1373130.0000
27688985,HSFEHQ12D0881,HSFE8014J0008,,2014,2014-09-13,2014-09-13,-136048.4200
24505966,W15P7T09DM403,BD10,,2011,2010-11-17,2010-12-14,1942733.1250
7936319,,W31P4Q11C0167,,2013,2012-10-17,2012-11-09,687923.0000
62029140,HHSN292201000010I,HHSN29200622,,2015,2014-11-26,2015-01-16,1490197.2393
28079034,SPM2DV11D0700,B435,,2014,2014-02-11,2014-02-11,54990.8906
27587688,AIDOAAI1400006,AIDOAATO1400015,,2014,2014-07-08,2014-07-08,323395.1954
1051856,,DTFH6111C00025,,2012,2012-04-05,2012-06-05,239169.0000
10105158,FA877104D0003,TF64,,2011,2011-09-23,2011-09-23,45790.0000
27526506,,W909MY14C0011,,2014,2014-01-10,2014-05-13,93155381.3747
63010122,GS35F0362J,TIRNO13Z000070034,,2016,2016-03-01,2016-03-01,171640.0000
4871839,,SPM7L412V3681,,2010,2009-10-07,2009-10-07,47876.3984
28132969,W9127814D0029,0005,,2014,2014-09-27,2014-09-27,2725413.0000
10105579,FA877104D0003,V7XS,,2011,2011-04-06,2011-04-06,73375.0000
8041636,,W9113M12C0067,,2012,2012-09-27,2012-09-27,60000.0000
60905586,W9126015D0003,1534,,2015,2015-09-25,2015-09-25,6866974.0000
60564829,N6600112D0036,0189,,2015,2015-01-09,2015-01-09,274555.0000
4690630,,SPM5L211V1607,,2011,2011-08-08,2011-08-08,25180.0000
15483382,GS10F0189T,W81XWH12F0140,,2013,2012-12-20,2013-09-30,1854094.0000
2958153,,N0001412C0535,,2014,2013-11-25,2013-11-25,337992.0000
2166150,,HDTRA112C0007,,2012,2011-10-05,2012-08-02,878734.6289
22348450,SPM50004DBP10,BLA7,,2011,2010-12-08,2010-12-08,2948.9800
63011213,N6600115D0341,0079,,2016,2016-03-31,2016-03-31,2618914.8202
2188114,,HHSD200201035171C,,2010,2010-09-30,2010-09-30,3706823.0000
25855464,N0001912G0006,0068,,2013,2013-08-01,2013-08-01,1425000.0000
22419091,SPM50005DBP06,LFU1,,2011,2011-09-01,2011-09-01,220779.2188
25666455,FA890308D8768,0020,,2014,2013-10-28,2013-10-28,64380.0000
17835693,GS35F0783M,W911W511F0049,,2011,2011-09-28,2011-09-28,115986.7031
27715889,GS35F0265X,N6809314F0091,,2014,2014-06-18,2014-06-18,2639475.0000
28490018,N6600112D0156,0183,,2014,2014-03-14,2014-03-20,74021.7623
9766099,DTFT6009D00011,DTFT6009D00011T11004,,2011,2011-09-13,2011-09-13,80227.0000
26043046,SPM2DV11D0708,AC37,,2013,2013-08-23,2013-08-23,142295.5469
4847788,,SPM7L311C0157,,2011,2011-07-22,2011-07-22,214200.0000
26429508,W911NF11D0001,0224,,2014,2014-01-28,2014-01-28,211894.0000
60389406,N4425515D7014,0012,,2015,2015-09-18,2015-09-18,303706.7578
25842846,IND11PC20051,IND13PD00146,,2011,2011-03-05,2011-03-05,320955.5938
25508770,,VA24813P3786,,2013,2013-05-14,2013-05-14,423555.2813
4872521,,SPM7L412V5333,,2012,2012-09-12,2012-09-12,53501.2500
60536546,N4425513D8008,0120,,2015,2015-01-26,2015-01-26,40923.3008
26389573,HC102812D0023,0016,,2014,2014-01-15,2014-01-15,24741.0000
63009192,,H9222216C0017,,2016,2015-12-16,2015-12-16,266330.0000
19182507,N6247310D4009,0057,,2012,2011-11-03,2012-01-25,402310.5625
2215009,,HHSF223201110068C,,2014,2013-11-18,2013-11-18,431590.0000
25462578,,SPRMM113PPN90,,2013,2013-07-01,2013-07-01,127720.0000
10100074,FA875009D0022,0013,,2011,2011-08-29,2011-08-29,1646660.7500
24640085,W911S206D0005,0159,,2011,2011-08-18,2011-08-18,391200.0000
24802915,W912EK10D0002,DY02,,2012,2012-09-30,2012-09-30,988490.0000
18663757,N0001911G0001,0089,,2012,2012-08-16,2012-09-04,4706351.0000
18800728,N0017804D4024,NS37,,2012,2011-11-05,2011-11-05,2000000.0000
25881797,N6247311D2205,0044,,2014,2014-09-24,2014-09-24,51932.0000
5286800,,SPRPA111CX034,,2011,2011-09-12,2011-09-12,10963296.0000
7885944,,W15QKN12C0075,,2012,2012-05-11,2012-05-11,1818007.2500
18800658,N0017804D4024,EX07,,2011,2011-01-14,2011-01-14,343702.0000
28271162,W9127814D0029,0034,,2015,2014-10-24,2014-10-24,54921.2383
24634655,W911S009D0008,0011,,2013,2012-10-29,2012-10-29,1312213.6563
26374021,,W912PL13C0012,,2013,2013-09-27,2013-09-27,9687401.3926
28236000,VA25612D0261,VA25614J1476,,2014,2014-05-23,2014-05-23,44920.0000
22348184,SPM50004DBP10,BFW4,,2010,2010-07-13,2010-07-13,32850.0000
63008436,,SPE4A616V3638,,2016,2015-12-01,2015-12-01,92551.4218
62451113,,SPE4A415VE541,,2015,2015-06-03,2015-06-03,58784.0000
28515202,SPM2DV11D1008,G474,,2014,2014-08-21,2014-08-21,25989.9492
25812505,HHSD2002013M53968B,HHSD2002013F57569,,2013,2013-09-27,2013-09-27,1033448.0000
24777986,W912DQ10D3011,0001,,2012,2012-07-31,2012-07-31,-239798.7695
7792110,,VA593A10398,,2011,2011-07-14,2011-07-14,49966.8789
28216314,W912PL11D0013,0002,,2015,2014-10-15,2014-12-19,498827.3750
18507140,HUDDCOPC22921,HUDCOPC22921CHIT0003,,2011,2011-09-07,2011-09-23,212724.0000
25889430,N6600112D0156,0043,,2013,2013-02-07,2013-02-07,32448.2891
663699,,DJB1PC015,,2012,2012-07-18,2012-09-18,15813548.0000
18701211,N0003911D0030,0037,,2012,2012-09-25,2012-09-25,295876.1250
18174891,H9225409D0001,0200,,2012,2012-09-20,2012-09-20,165642.0000
