Proj+A1:H8ectID,ProjectName,ProjectPrettyName,ProjectAbbreviation,IsJointDevelopmentCaseStudy,CSISmodifiedDate,CSISmodifiedBy,IsPerformanceBasedLogistics,PlatformPortfolio,ObligatedAmount,MinOfFiscalYear,MaxOfFiscalYear,TopPlatformPortfolio,TopPlatformPortfolioObligatedAmount,TopParentID,TopParentIDObligatedAmount,Investigate,Wrong,Replacement,Notes,
2028,NATO AGS/NATO JSTARS,NATO AGS/NATO JSTARS,*AGS,1,22:55.2,CSIS\GSanders,NULL,Aircraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
110,NH-41 SENECA,NH-41 SENECA,1AHZ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,41553,1990,1993,Other Services,100000,NULL,41553,,,,,
1779,NOISE SUPPRESSOR,NOISE SUPPRESSOR,3HYE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,-21000,1990,1990,Aircraft and Drones,-21000,NULL,-21000,Unknown,,,,
547,NV LASER SYSTEMS,NV LASER SYSTEMS,1HAA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,8648619,1994,2003,Aircraft and Drones,6033960,GENERAL MOTORS,6033960,Unknown,,,,
1463,O-2,O-2,3AOB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1669311,1991,2003,Aircraft and Drones,944781,RECON/OPTICAL,1226352,,,,,
1898,OH-58 KIOWA (AHIP),OH-58 KIOWA (AHIP),AHC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,4271863063,1990,2016,Aircraft and Drones,929727617,TEXTRON,1539112061,,,,,
95,OH-6 CAYUSE,OH-6 CAYUSE,1AHD,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,3174629,1990,1993,Aircraft and Drones,1325227,NULL,2458131,,,,,
128,OV-1 MOHAWK,OV-1 MOHAWK,1AVA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,28864518.08,1990,2010,Other Services,13314481,BOMBARDIER,13250000,,,,,
796,OV-10 COIN (NOW BRONCO),OV-10 COIN (NOW BRONCO),2AVJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,50993504,1990,2003,Aircraft and Drones,18319241,ROLLS ROYCE,23180761,,,,,
1480,OV-10 LARA (NOW BRONCO),OV-10 LARA (NOW BRONCO),3AVJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,2644142,1990,2003,Aircraft and Drones,596892,NULL,2034671,,,,,
777,P-2 NEPTUNE,P-2 NEPTUNE,2APA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1637849,1993,1994,Aircraft and Drones,1592849,NULL,1592849,,,,,
778,P-3 ORION,P-3 ORION,2APC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,2810770922,1989,2011,Aircraft and Drones,251532973,LOCKHEED MARTIN,692329140.6,,,,,
1324,P-3C ,P-3C ,324,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1506332353,2006,2016,Aircraft and Drones,225513016.9,NULL,496771398.2,,,,,
596,PHYSICAL SECURITY SYSTEMS,PHYSICAL SECURITY SYSTEMS,1HYM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1415902,1995,2003,Aircraft and Drones,349538,NULL,448947,Unknown,,,,
1316,POSEIDON ,POSEIDON ,311,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,5613278544,2008,2016,Aircraft and Drones,2304680483,BOEING,5585213859,,,,,
676,PREDATOR ,PREDATOR ,271,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,109712193.3,2006,2016,Aircraft and Drones,75955648,GENERAL ATOMICS,107743009,,,,,
1386,PREDATOR B ,PREDATOR B ,395,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,4408307.703,2011,2016,Aircraft and Drones,3020644,RAYTHEON,4408307.703,,,,,
880,PREDATOR UAV,PREDATOR UAV,2DAA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,243592366.2,1997,2016,Aircraft and Drones,153456155,GENERAL ATOMICS,202144797.2,,,,,
1328,PRV ,PRV ,329,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,641265663.2,2004,2016,Aircraft and Drones,298458978,UNITED TECH,589024367.5,Unknown,,,,
813,R-1820,R-1820,2BRC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,71000,1990,1990,Aircraft and Drones,71000,NULL,71000,,,,,
1493,R-1830,R-1830,3BRD,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,-27000,1991,1991,Aircraft and Drones,-27000,NULL,-27000,,,,,
1494,R-3350,R-3350,3BRE,NULL,22:55.2,CSIS\GSanders,NULL,Aircraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
1495,R-4360,R-4360,3BRF,NULL,48:24.7,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,0,1990,1991,Aircraft and Drones,205000,NULL,NULL,,,,,
117,RAH 66 COMMANCHE,RAH 66 COMMANCHE,1AIH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1987924672,1997,2009,Aircraft and Drones,774211303,JOINT VENTURE [Boeing/UTC],1971471295,,,,,
1465,RF-4C,RF-4C,3ARE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,427696658,1990,2003,Aircraft and Drones,163541271,RAYTHEON,150333607,,,,,
826,ROCKET LAUNCHER LAU-10,ROCKET LAUNCHER LAU-10,2CLI,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,11069416,1991,2003,Aircraft and Drones,2930000,NULL,10873896,,,,,
121,RU-21,RU-21,1ARJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,6392000,1990,1991,Aircraft and Drones,2848000,NULL,6392000,Unknown,,,,
120,RV-1,RV-1,1ARA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,5832859,1991,2003,Other Services,3669600,CHOCTAW MANAGEMENT,2553855,Unknown,,,,
779,S-2 TRACKER,S-2 TRACKER,2ASA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,20887597,1990,2003,Aircraft and Drones,10570000,GRUMMAN,10319000,,,,,
781,S-3 VIKING,S-3 VIKING,2ASF,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1179153224,1988,2016,Aircraft and Drones,108660000,NULL,265725663,,,,,
1317,S-3A ,S-3A ,312,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1845721.761,2007,2009,Aircraft and Drones,1575088.153,PARKER HANNIFIN,1574868.153,,,,,
758,S-61R,S-61R,2AHN,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1141321,1991,2003,Aircraft and Drones,487785,NULL,674706,,,,,
85,SCOUT ,SCOUT ,193,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,437481158.9,2007,2016,Aircraft and Drones,133241068.8,BOEING,259975946,,,,,
115,SCOUT ASH,SCOUT ASH,1AIE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,40058685.64,1990,2009,Aircraft and Drones,9009427,HONEYWELL,21895175,,,,,
749,SH-3D SEA KING,SH-3D SEA KING,2AHC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,544828578.8,1989,2012,Aircraft and Drones,61963844,UNITED TECH,433112376,,,,,
1903,SH-60 SEAHAWK,SH-60 SEAHAWK,AHV,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,5129702404,1989,2016,Aircraft and Drones,591039217,UNITED TECH,2407010733,,,,,
1160,SJU-17(V) NACES,SJU-17(V) NACES,2HXP,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,13463060,1996,1999,Aircraft and Drones,10455177,NULL,13463060,,,,Ejection seat,
1350,SKY WARRIOR (reassigned J,SKY WARRIOR (reassigned JOINT MRAP?),353,NULL,22:55.2,CSIS\GSanders,NULL,Aircraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
61,SPARROW (AIM-7M) (AF) ,SPARROW (AIM-7M) (AF) ,165,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,941778.0393,2009,2013,Aircraft and Drones,429186,CALIAN,495447.0393,,,,,
1464,SR-71,SR-71,3ARA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,149986,1992,1992,Aircraft and Drones,149986,HONEYWELL,149986,,,,,
1338,SRAM ,SRAM ,340,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,284522.92,2010,2013,Aircraft and Drones,286641,NULL,284522.92,Unknown,,,,
789,T-2 BUCKEYE,T-2 BUCKEYE,2ATI,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,290389760,1990,2013,Aircraft and Drones,56185000,UNITED TECH,83722056,,,,,
1470,T-29 FLYING CLASSROOM,T-29 FLYING CLASSROOM,3ATK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,127000,1991,1991,Aircraft and Drones,127000,UNISON INDUSTRIES LLC [SLICK AIRCRAFT PRODUCTS],92000,,,,,
791,T-34 MENTOR,T-34 MENTOR,2ATM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,932703448.1,1990,2010,Aircraft and Drones,122439075,RAYTHEON,711023707,,,,,
1466,T-37,T-37,3ATA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,357637384,1990,2003,Aircraft and Drones,59338603,NULL,256512327,,,,,
782,T-38 TALON,T-38 TALON,2ATB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,832791776,1990,2009,Aircraft and Drones,155264608,NULL,355881298,,,,,
783,T-39 SABRELINER,T-39 SABRELINER,2ATC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,213754927,1990,2003,Aircraft and Drones,42037564,SABRELINER,109231909,,,,,
1469,T-41 MESCALERO,T-41 MESCALERO,3ATE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,2195120,1990,1992,Aircraft and Drones,1153000,NULL,2159000,,,,,
1474,T-43,T-43,3ATS,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,123170304,1991,1999,Aircraft and Drones,27985000,BOEING,121435348,,,,,
785,T-44,T-44,2ATE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,32312798,1990,2003,Aircraft and Drones,22944766,GENERAL ELECTRIC,22944766,,,,,
792,T-45 GOSHAWK,T-45 GOSHAWK,2ATR,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,3273289349,1990,2010,Aircraft and Drones,762016000,MCDONNELL DOUGLAS [BOEING],2869545833,,,,,
651,T-45TS ,T-45TS ,240,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,3092691659,1992,2016,Aircraft and Drones,362805146,BOEING,2444239511,,,,,
637,T-46A ,T-46A ,226,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,5300000,2008,2008,Aircraft and Drones,5300000,NORTHROP GRUMMAN,5300000,,,,,
131,T-53,T-53,1BTB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,87493271,1990,1993,Aircraft and Drones,61277000,SABRELINER,44904061,,,,,
132,T-55,T-55,1BTC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,21930189,1990,1993,Aircraft and Drones,11780000,NULL,11193504,,,,,
818,T-56,T-56,2BTD,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1857937686,1990,2016,Aircraft and Drones,237878831,ROLLS ROYCE,615722174.4,,,,,
819,T-58,T-58,2BTF,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,607551045.5,1990,2009,Aircraft and Drones,110737047,GENERAL ELECTRIC,450173202.5,,,,,
133,T-63,T-63,1BTJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,12568956,1990,1993,Aircraft and Drones,5534046,GENERAL MOTORS,10568558,,,,,
134,T-64,T-64,1BTK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,219158240,1989,2003,Aircraft and Drones,61424781,GENERAL ELECTRIC,183843594,,,,,
136,T-700,T-700,1BTP,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,862421341.9,1990,2009,Aircraft and Drones,201058341,GENERAL ELECTRIC,692100771,,,,,
1514,T-76,T-76,3BTM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,867831,1991,2000,Aircraft and Drones,462000,NULL,867831,,,,,
135,T-800,T-800,1BTN,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,183361798,1995,2003,Aircraft and Drones,52307814,NULL,179886254,,,,,
787,TA-4 SKYHAWK,TA-4 SKYHAWK,2ATG,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,3738668,1989,2003,Aircraft and Drones,1482000,NULL,1744864,,,,,
788,TC-4 ACADEME,TC-4 ACADEME,2ATH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,25188149,1990,1995,Aircraft and Drones,7511286,NULL,13688982,,,,,
815,TF-30,TF-30,2BSD,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,438587965,1989,2003,Aircraft and Drones,155334843,NULL,203135291,,,,,
1500,TF-33,TF-33,3BSG,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,864478666.8,1990,2009,Aircraft and Drones,115184980,UNITED TECH,505911012.8,,,,,
816,TF-34,TF-34,2BSH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,503024241,1989,2003,Aircraft and Drones,96814868,GENERAL ELECTRIC,311431623,,,,,
1502,TF-39,TF-39,3BSJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1220084130,1990,2009,Aircraft and Drones,283639960,GENERAL ELECTRIC,547491938,,,,,
1503,TF-41,TF-41,3BSL,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,-2783070,1990,2000,Aircraft and Drones,6057343,NULL,3028737,,,,,
106,TH-55 OSAGE,TH-55 OSAGE,1AHR,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,108861,1991,1993,Aircraft and Drones,83861,NULL,83861,,,,,
1020,TT-624 (A)(V) TELEPRNTR,TT-624 (A)(V) TELEPRNTR,2GHM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,661720,1992,1993,Aircraft and Drones,390000,NULL,661720,Unknown,,,,
817,TURBOFAN ENGINES,TURBOFAN ENGINES,2BSL,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,128679298,1990,2003,Aircraft and Drones,47495980,GENERAL ELECTRIC,79304613,,,,,
124,U-1 OTTER,U-1 OTTER,1AUA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,455664,1990,1993,Aircraft and Drones,200000,NULL,327093,,,,,
1476,U-2,U-2,3AUJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1438881307,1990,2011,Aircraft and Drones,274251485,LOCKHEED MARTIN,876699075,,,,,
1477,U-3,U-3,3AUK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,55000,1990,1990,Aircraft and Drones,55000,NULL,55000,,,,,
1478,U-4 AERO COMMANDER,U-4 AERO COMMANDER,3AUL,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,-116490,1993,1994,Aircraft and Drones,-25127,LOCKHEED,-116490,,,,,
1479,U-5,U-5,3AUM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,50000,1990,1990,Aircraft and Drones,50000,NULL,50000,Unknown,,,,
126,U-6 BEAVER,U-6 BEAVER,1AUC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,42686251,1990,1995,Aircraft and Drones,39804000,ROLLS ROYCE,39620477,,,,,
125,U-8 SEMINOLE,U-8 SEMINOLE,1AUB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,189090,1990,1992,Aircraft and Drones,95000,NULL,74090,,,,,
1897,UH-1 IROQUOIS,UH-1 IROQUOIS,AHA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1479409652,1990,2012,Aircraft and Drones,390045673,NULL,585364797.1,,,,,
108,UH-19 CHICKASAW,UH-19 CHICKASAW,1AHU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,10095000,1990,1991,Aircraft and Drones,10000000,GM HUGHES ELECTRONICS,10095000,,,,,
748,UH-2 SEASPRITE,UH-2 SEASPRITE,2AHB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,644831363.2,1989,2010,Aircraft and Drones,144073464,KAMAN,267046517,,,,,
770,UH-3H,UH-3H,2AIB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,26973421.75,2000,2011,Aircraft and Drones,11882830,CANADIAN COMMERCIAL CORPORATION,26242141.75,,,,,
111,UH-60 BLACKHAWK UTTAS,UH-60 BLACKHAWK UTTAS,1AIA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,11121539167,1990,2011,Aircraft and Drones,2127104894,UNITED TECH,5251740702,,,,,
624,V22 ,V22 ,212,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,28090535352,2004,2016,Aircraft and Drones,2947126766,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],24197469233,,,,,
1911,V22 VERTICAL LIFT AIRCRAF,V22 VERTICAL LIFT AIRCRAFT,AVQ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,6731659563,1990,2016,Aircraft and Drones,1165574048,TEXTRON,4783834782,,,,,
772,VH-3D EXECUTIVE HELICOPTE,VH-3D EXECUTIVE HELICOPTER,2AID,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,167327949,1996,2003,Aircraft and Drones,33913057,UNITED TECH,151177478,,,,,
1384,VH-71,VH-71,392,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,2153013448,2005,2014,Aircraft and Drones,629200000,LOCKHEED MARTIN,2153013448,,,,,
773,VH-80N EXECUTIVE HELICOPT,VH-80N EXECUTIVE HELICOPTER,2AIE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,3120314,1997,2002,Aircraft and Drones,1419180,NULL,1664079,,,,,
1492,VO-540,VO-540,3BRC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,1235454,1993,1993,Aircraft and Drones,1235454,NULL,1235454,,,,,
780,VSX ACFT REPLACE S-2E,VSX ACFT REPLACE S-2E,2ASC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,321462287,1989,2002,Aircraft and Drones,143469930,BOEING,321272146,,,,,
660,VTUAV,VTUAV,253,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,407398467.5,1999,2016,Aircraft and Drones,55888300,NORTHROP GRUMMAN,223928147,,,,,
130,X-19,X-19,1AWA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,3031000,1990,1992,Other R&D and Knowledge Based,1340000,NULL,3031000,,,,,
797,X-31,X-31,2AVK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,27696,2001,2001,Aircraft and Drones,27696,TRANSTECHNOLOGY,27696,,,,,
1535,XQM-94,XQM-94,3CNE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,-27000,1991,1991,Missile and Space Systems,-27000,NULL,-27000,,,,,
798,XV-6,XV-6,2AVL,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,9944980,1992,1995,Aircraft and Drones,4048403,NULL,6275134,Unknown,,,,
114,YEH-60,YEH-60,1AID,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Aircraft,6206792,1991,1993,Aircraft and Drones,3580000,NULL,5505392,,,,,
965,AN/ALE-41,AN/ALE-41,2GCD,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",14349704,1989,2003,Aircraft and Drones,6909382,LITTON [NORTHROP GRUMMAN],6909382,,,"Electronics, Comms, Sensors",,
929,AN/ALQ-100 ECM,AN/ALQ-100 ECM,2GAI,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",51000,1991,1991,Aircraft and Drones,51000,NULL,51000,,,"Electronics, Comms, Sensors",,
978,AN/ALQ-123,AN/ALQ-123,2GCT,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",1319506,1991,1993,Aircraft and Drones,977506,NULL,1319506,,,"Electronics, Comms, Sensors",,
933,AN/ALR-45,AN/ALR-45,2GAM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",3228456,1990,2002,Aircraft and Drones,1105000,LOCKHEED MARTIN,1367645,,,"Electronics, Comms, Sensors",,
1035,AN/APN-194,AN/APN-194,2GMI,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",53170933,1990,2003,Aircraft and Drones,7437546,HONEYWELL,48897238,,,"Electronics, Comms, Sensors",,
1093,AN/ARC-159,AN/ARC-159,2GRK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",20429900,1991,2003,Aircraft and Drones,10086593,NULL,10430816,,,"Electronics, Comms, Sensors",,
1072,AN/ARN-52 TACAN,AN/ARN-52 TACAN,2GPQ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",1407169,1990,2002,Aircraft and Drones,665623,NULL,826454,,,"Electronics, Comms, Sensors",,
646,AN/BSY-1 ,AN/BSY-1 ,235,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",90110,2008,2008,Aircraft and Drones,90110,NULL,90110,,,"Electronics, Comms, Sensors",,
528,AN/PRC-70 RADIO SET,AN/PRC-70 RADIO SET,1GRD,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",284069,1991,1992,Aircraft and Drones,239492,NULL,237492,,,"Electronics, Comms, Sensors",,
937,AN/SLQ-12 ECM,AN/SLQ-12 ECM,2GAT,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",208600,1992,1994,Aircraft and Drones,133600,NULL,208600,,,"Electronics, Comms, Sensors",,
1051,AN/SPG-51 RADAR,AN/SPG-51 RADAR,2GNG,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",315330,1992,1995,Aircraft and Drones,160400,NULL,255250,,,"Electronics, Comms, Sensors",,
953,AN/SYA-12 GARD,AN/SYA-12 GARD,2GBQ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",30000,1990,1990,Aircraft and Drones,30000,NULL,30000,,,"Electronics, Comms, Sensors",,
410,AN/TSM-55 ELEC TEST EQUIP,AN/TSM-55 ELEC TEST EQUIP,1GAK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",4268498,1990,2002,Aircraft and Drones,1589000,NULL,2782457,,,"Electronics, Comms, Sensors",,
1606,AN/TSW-7 AIR CENTR CNTRL ,AN/TSW-7 AIR CENTR CNTRL SYS,3GAC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",33031303,1992,1996,Missile and Space Systems,9099354,ARINC [Carlyle Group],32973784,,,"Electronics, Comms, Sensors",,
13,AN/TTC-39 ,AN/TTC-39 ,112,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",207364.25,2006,2012,Aircraft and Drones,124936.5,NULL,207364.25,,,"Electronics, Comms, Sensors",,
1047,AN/TXQ-3 RADAR RELAY SET,AN/TXQ-3 RADAR RELAY SET,2GMZ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",417500,1990,1992,Aircraft and Drones,274000,NULL,274000,,,"Electronics, Comms, Sensors",,
957,AN/USG-13 TACMO 3,AN/USG-13 TACMO 3,2GBU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",11041817,1990,2000,Aircraft and Drones,6001000,ALLIED SIGNAL,4912000,,,"Electronics, Comms, Sensors",,
1764,ANTENNA TEST STATION,ANTENNA TEST STATION,3HXH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",3740381,1990,2003,Aircraft and Drones,2073244,RAYTHEON,2126959,,,"Electronics, Comms, Sensors",,
655,ASAS (ATCCS) ,ASAS (ATCCS) ,245,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",10558274.39,2007,2012,Aircraft and Drones,3989583,NULL,6767187.375,,,Electronics and Communications,,
